match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_interceptionWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,player_firstName,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goalAssist,stat_totalOffside,player_lastName,stat_punches
10385637,home,Bournemouth,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,13,13,False,True,26.0,17.0,13.0,4.0,13.0,15.0,4.0,11.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,35.0,6.2,9.0,0.0,0.0,0.00026964,0,-1.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385637,home,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,False,,27.0,18.0,4.0,1.0,12.0,13.0,6.0,15.0,2.0,1.0,4.0,,1.0,1.0,,,,,,90.0,42.0,6.3,12.0,0.0,0.0,0.00919504,0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10385637,home,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,25,25,False,,44.0,33.0,8.0,5.0,21.0,27.0,12.0,17.0,6.0,3.0,8.0,,3.0,2.0,,,,,,90.0,58.0,6.6,13.0,0.0,0.0,0.0240513,0,,,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385637,home,Bournemouth,Lloyd Kelly,lloyd-kelly,L. Kelly,D,6,191,3053,M,,865167,EUR,907632000,D,5,5,False,,36.0,28.0,2.0,,20.0,26.0,8.0,10.0,2.0,7.0,6.0,,2.0,1.0,,,,,,90.0,48.0,6.3,10.0,0.0,0.0,0.0049317,0,,,,,3.0,1.0,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,
10385637,home,Bournemouth,Matías Viña,matias-vina,M. Viña,D,18,180,7106,M,matiasv17,875295,EUR,879033600,D,18,18,False,,26.0,19.0,2.0,1.0,8.0,11.0,11.0,16.0,5.0,4.0,5.0,,1.0,,,,,,,90.0,57.0,6.7,10.0,0.2819,0.8681,0.0261484,3,,1.0,1.0,,7.0,6.0,2.0,2.0,,1.0,1.0,1.0,,,3.0,1.0,,,,,,,,,,,,
10385637,home,Bournemouth,Joe Rothwell,joe-rothwell,J. Rothwell,M,48,185,268,M,,190853,EUR,789782400,M,14,14,False,,21.0,19.0,2.0,1.0,13.0,13.0,6.0,10.0,2.0,,3.0,,1.0,,,,,,,59.0,27.0,6.5,5.0,0.0,0.0,0.00819803,0,,2.0,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10385637,home,Bournemouth,Jefferson Lerma,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,,34.0,26.0,1.0,,16.0,20.0,10.0,14.0,4.0,1.0,5.0,,2.0,2.0,,,,,,90.0,42.0,6.6,8.0,0.0292,0.0,0.513461,1,,,2.0,,7.0,2.0,,,,,,3.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,
10385637,home,Bournemouth,Dango Ouattara,dango-ouattara,D. Ouattara,F,19,177,33926,M,d.ouattara15,1106451,EUR,1013385600,M,11,11,False,,15.0,11.0,,,5.0,5.0,8.0,13.0,8.0,5.0,3.0,,2.0,1.0,,,,,,90.0,41.0,6.7,11.0,0.6013,0.0,0.521383,2,,3.0,4.0,1.0,6.0,1.0,1.0,,,2.0,2.0,1.0,2.0,3.0,,,,1.0,,Dango Ouattara,2.0,1.0,1.0,1.0,,,,
10385637,home,Bournemouth,Philip Billing,philip-billing,P. Billing,M,8,193,1790,M,,548660,EUR,834451200,M,29,29,False,,22.0,18.0,,,6.0,8.0,12.0,15.0,5.0,1.0,3.0,,1.0,,,,,,,83.0,37.0,6.5,9.0,0.0708,0.0,0.356977,1,,1.0,,,3.0,1.0,3.0,2.0,,2.0,2.0,,,1.0,,,,,,,,1.0,,1.0,,,,
10385637,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1213,M,,322391,EUR,793411200,M,10,10,False,,25.0,18.0,2.0,2.0,7.0,10.0,12.0,18.0,4.0,,1.0,,,,,,,,,84.0,37.0,7.2,12.0,0.2583,0.0,0.155061,2,,3.0,1.0,,2.0,1.0,3.0,2.0,,1.0,1.0,,,2.0,,,,2.0,,,1.0,,,,1.0,1.0,,
10385637,home,Bournemouth,Dominic Solanke,dominic-solanke,D. Solanke,F,19,186,11267,M,Dom_Solanke,361420,EUR,874195200,F,9,9,False,,12.0,10.0,,,5.0,5.0,5.0,7.0,3.0,1.0,1.0,,1.0,1.0,,,,,,89.0,26.0,6.4,9.0,0.0,0.0,0.0120264,0,,,,,8.0,,3.0,1.0,,2.0,1.0,3.0,3.0,1.0,,,,,,,,1.0,,,,,,
10385637,home,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,895,M,,548188,EUR,854928000,M,4,4,True,,7.0,7.0,,,6.0,6.0,2.0,4.0,1.0,1.0,2.0,,1.0,,,,,,,31.0,14.0,6.5,3.0,0.0,0.0,0.100663,0,,3.0,,1.0,2.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
10385637,home,Bournemouth,Jaidon Anthony,jaidon-anthony,J. Anthony,M,11,177,1095,M,,1020680,EUR,944006400,F,32,32,True,,2.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,12.0,5.0,6.5,3.0,0.0449,0.0885,1.605e-05,1,,,,,2.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,
10385637,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185,84914,M,antoinesemenyo42,934354,EUR,947203200,F,24,24,True,,4.0,3.0,,,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,11.0,4.0,6.6,1.0,0.0,0.0,0.00469632,0,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10385637,home,Bournemouth,David Brooks,david-brooks,D. Brooks,M,7,173,1281,M,,855731,EUR,868320000,M,7,7,True,,4.0,2.0,1.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,1.0,4.0,,2.0,0.0,0.0,0.00028549,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385637,home,Bournemouth,Mark Travers,mark-travers,M. Travers,G,12,191,619,M,,856720,EUR,926985600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385637,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
