match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,isHome,incidentClass,player_id,player_name,injury,playerName,reason,rescinded,confirmed,description
14083310,FT,1.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
14083310,,,,,90,0.0,,1,,,injuryTime,7.0,,,,,,,,,,,
14083310,,1.0,1.0,,85,,,6,,,goal,,322937184.0,True,regular,310874.0,Vedat Muriqi,,,,,,
14083310,,,,,82,,,9,,,substitution,,124551162.0,True,regular,,,False,,,,,
14083310,,,,,82,,,9,,,substitution,,124551155.0,True,regular,,,False,,,,,
14083310,,0.0,1.0,,79,,,12,,,goal,,322936903.0,False,regular,904970.0,Conor Gallagher,,,,,,
14083310,,,,,77,,,14,,,substitution,,124551116.0,False,regular,,,False,,,,,
14083310,,,,,72,,,19,,,card,,123918527.0,False,red,309078.0,Alexander Sørloth,,Alexander Sørloth,Foul,False,,
14083310,,,,,72,,,19,,,varDecision,,62639.0,False,cardUpgrade,309078.0,Alexander Sørloth,,,,,False,
14083310,,,,,68,,,23,,,substitution,,124550983.0,False,regular,,,False,,,,,
14083310,,,,,68,,,23,,,substitution,,124550982.0,True,regular,,,False,,,,,
14083310,,,,,67,,,24,,,substitution,,124550950.0,True,regular,,,False,,,,,
14083310,,,,,62,,,29,,,substitution,,124550882.0,False,regular,,,False,,,,,
14083310,,,,,62,,,29,,,substitution,,124550860.0,False,regular,,,False,,,,,
14083310,,,,,62,,,29,,,substitution,,124550859.0,False,regular,,,False,,,,,
14083310,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
14083310,,,,,45,0.0,,1,,,injuryTime,5.0,,,,,,,,,,,
14083310,,,,,36,,,10,,,substitution,,124550217.0,True,injury,,,True,,,,,
14083310,,,,,14,,,32,,,inGamePenalty,,118565503.0,False,missed,944656.0,Julián Alvarez,,,goalkeeperSave,,,Goalkeeper save
