match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_totalClearance,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,captain,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,player_sofascoreId,stat_goals,stat_goalAssist,stat_hitWoodwork
11391273,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197.0,3450,M,580226,EUR,740707200,G,99,99,False,29.0,26.0,10.0,7.0,21.0,21.0,5.0,8.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,34.0,6.7,3.0,0.00276886,0,-0.5553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391273,home,Clermont Foot,Jérémy Jacquet,jeremy-jacquet,J. Jacquet,D,97,191.0,9015,M,1445625,EUR,1121212800,D,97,97,False,39.0,30.0,3.0,1.0,10.0,14.0,20.0,25.0,2.0,3.0,1.0,,,,,90.0,62.0,6.6,13.0,0.0193938,0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11391273,home,Clermont Foot,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192.0,660,M,963198,EUR,1021420800,D,4,4,False,53.0,49.0,1.0,,23.0,25.0,26.0,28.0,1.0,5.0,1.0,,,,,90.0,63.0,6.6,5.0,0.0127995,2,,,,,,3.0,,4.0,,,,1.0,1.0,2.0,1.0,0.0289,,,,,,,,,,,,,,,,
11391273,home,Clermont Foot,Andy Pelmard,andy-pelmard,A. Pelmard,D,70,179.0,411,M,877978,EUR,952819200,D,17,17,False,65.0,52.0,10.0,4.0,25.0,27.0,27.0,38.0,2.0,4.0,1.0,,,,,90.0,72.0,6.7,14.0,0.0306027,0,,,,,,2.0,,3.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
11391273,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183.0,239,M,920008,EUR,842572800,D,3,3,False,40.0,32.0,3.0,3.0,12.0,14.0,21.0,30.0,8.0,3.0,,,,,,90.0,76.0,7.6,16.0,0.070132,2,,,,1.0,1.0,4.0,8.0,4.0,2.0,,3.0,,,1.0,,0.1152,2.0,1.0,4.0,1.0,5.0,1.0,2.0,,,,,,,,,
11391273,home,Clermont Foot,Yohann Magnin,yohann-magnin,Y. Magnin,M,8,183.0,60,M,942840,EUR,866851200,M,7,7,False,56.0,52.0,2.0,1.0,17.0,18.0,35.0,39.0,5.0,6.0,1.0,,,,,90.0,66.0,7.1,7.0,0.0354389,0,,,,,1.0,6.0,,,1.0,,,4.0,,,2.0,,3.0,3.0,1.0,,,,1.0,True,1.0,,,,,,,
11391273,home,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179.0,44,M,216222,EUR,570067200,M,25,25,False,56.0,45.0,5.0,2.0,24.0,26.0,21.0,30.0,2.0,3.0,1.0,,,,,73.0,66.0,6.8,12.0,0.0952585,0,,,,,,5.0,2.0,1.0,,,2.0,4.0,,,,,,,,,1.0,,3.0,,,,,,,,,
11391273,home,Clermont Foot,Alan Virginius,alan-virginius,A. Virginius,F,7,175.0,548,M,1048014,EUR,1041552000,M,26,26,False,16.0,12.0,2.0,,6.0,8.0,7.0,12.0,2.0,1.0,,,,,,84.0,32.0,6.8,13.0,0.52453,1,,,,1.0,,3.0,2.0,,2.0,,2.0,,1.0,,,0.0566,1.0,1.0,4.0,1.0,1.0,,1.0,,,1.0,0.0868,,,,,
11391273,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180.0,998,M,958901,EUR,969926400,M,10,10,False,46.0,41.0,4.0,2.0,14.0,16.0,28.0,37.0,4.0,7.0,3.0,,,,,84.0,68.0,7.6,14.0,0.170478,5,,,,,,2.0,2.0,,1.0,,1.0,,,2.0,1.0,0.2845,,,7.0,1.0,1.0,1.0,,,,2.0,0.3759,,,,,
11391273,home,Clermont Foot,Elbasan Rashani,elbasan-rashani,E. Rashani,F,11,181.0,221,M,113409,EUR,736905600,M,18,18,False,18.0,16.0,,,3.0,3.0,15.0,20.0,3.0,,1.0,,,,,73.0,36.0,6.7,11.0,0.304343,1,,,,1.0,,6.0,3.0,1.0,3.0,,1.0,3.0,,,,0.0419,1.0,,5.0,2.0,1.0,,,,,1.0,0.0453,,,,,
11391273,home,Clermont Foot,Grejohn Kyei,grejohn-kyei,G. Kyei,F,95,187.0,241,M,581146,EUR,808185600,F,95,95,False,20.0,18.0,5.0,4.0,5.0,5.0,13.0,15.0,3.0,2.0,,,,,,90.0,30.0,7.3,5.0,0.0998792,4,,,,2.0,3.0,4.0,,1.0,3.0,,,,,3.0,2.0,0.4456,,,,,,,,,,1.0,0.0433,,,,,
11391273,home,Clermont Foot,Habib Keita,habib-keita,H. Keita,M,8,182.0,539,M,1082953,EUR,1012867200,M,6,6,True,14.0,14.0,,,6.0,6.0,8.0,9.0,3.0,2.0,1.0,,,,,17.0,19.0,6.8,2.0,0.0293267,0,,Habib Keita,,,,2.0,2.0,,,,2.0,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,
11391273,home,Clermont Foot,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172.0,920,M,988632,EUR,793843200,F,11,11,True,4.0,3.0,,,,,3.0,8.0,2.0,,,,,,,17.0,12.0,6.7,6.0,0.00364713,1,,,,,,1.0,1.0,,,,,,1.0,,,0.0362,1.0,1.0,4.0,,1.0,1.0,,,,,,,,,,
11391273,home,Clermont Foot,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172.0,465,M,769163,EUR,904348800,M,8,8,True,4.0,2.0,1.0,,,,2.0,5.0,1.0,1.0,,,,,,12.0,8.0,6.6,4.0,0.00182157,1,,,,,,1.0,2.0,,,,,,,,,0.0402,,,1.0,,1.0,1.0,,,,,,,,,,
11391273,home,Clermont Foot,Ilhan Fakili,ilhan-fakili,I. Fakili,F,29,,115,,1858278,EUR,1137715200,F,29,29,True,3.0,3.0,,,,,3.0,4.0,,1.0,,,,,,12.0,8.0,6.8,2.0,0.0106087,1,,Ilhan Fakili,,1.0,,1.0,,,1.0,,1.0,,,1.0,,0.0194,,,1.0,,,,1.0,,,,,,,,,
11391273,home,Clermont Foot,Massamba Ndiaye,ndiaye-massamba,M. Ndiaye,G,16,202.0,260,M,1177344,EUR,1002412800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391273,home,Clermont Foot,Ivan M'Bahia,ivan-mbahia,I. M'Bahia,D,28,174.0,107,M,1835698,EUR,1113868800,D,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,Ivan M'Bahia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
