match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_aerialLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_wasFouled,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_outfielderBlock,stat_keyPass,stat_challengeLost,player_firstName,player_lastName,stat_goals,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim
13473383,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,34.0,26.0,21.0,14.0,0.0,22.0,24.0,4.0,10.0,7.0,1.0,2.0,1.0,1.0,90.0,38.0,7.5,8.0,0.00113005,34.848619435937,6.0,18.302553746662,0.0,0,0.9158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473383,home,Atlético Mineiro,Natanael,natanael,Natanael,D,2,172,1029,M,1046805,EUR,1010188800,D,2,2,False,28.0,24.0,4.0,3.0,0.0,12.0,14.0,12.0,14.0,5.0,,,,,90.0,48.0,7.3,11.0,0.0232701,141.91444817198,12.0,62.936544397001,2.0,1,,4.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0502,17.611132868587,48.403931494595,,,,,,,,,,,,,,,,,,,
13473383,home,Atlético Mineiro,Lyanco,lyanco,Lyanco,D,4,187,2874,M,797893,EUR,854755200,D,4,4,False,49.0,43.0,9.0,5.0,0.0,26.0,27.0,17.0,22.0,6.0,,,,,90.0,70.0,8.0,7.0,0.0067374,89.762166430581,12.0,26.359938117162,0.0,1,,1.0,1.0,3.0,7.0,1.0,1.0,,4.0,3.0,2.0,,2.0,0.0125,,,1.0,1.0,8.0,2.0,0.1326,,,,,,,,,,,,,,
13473383,home,Atlético Mineiro,Junior Alonso,junior-alonso,J. Alonso,D,6,185,1792,M,333275,EUR,729216000,D,6,6,False,59.0,51.0,7.0,5.0,0.0,40.0,41.0,11.0,18.0,5.0,,,,,90.0,69.0,7.4,8.0,0.00630892,114.56867996176,15.0,40.319316900041,0.0,2,,,2.0,2.0,4.0,,,1.0,,1.0,,,1.0,0.0303,,,1.0,1.0,6.0,1.0,0.1646,,,,,,,,,,,,,,
13473383,home,Atlético Mineiro,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,931591,EUR,894844800,D,38,38,False,25.0,19.0,1.0,1.0,0.0,9.0,12.0,10.0,13.0,2.0,,,,,45.0,43.0,7.0,9.0,0.0428239,39.601018817046,5.0,-18.994144101796,0.0,0,,1.0,1.0,3.0,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,1.0,1.0,1.0,3.0,,,,,,,,,,
13473383,home,Atlético Mineiro,Igor Gomes,igor-gomes,I. Gomes,M,17,182,1159,M,913598,EUR,921628800,M,17,17,False,20.0,16.0,3.0,2.0,0.0,7.0,7.0,9.0,13.0,4.0,,,,,45.0,30.0,6.8,7.0,0.0179911,64.635563703637,7.0,-11.216100491508,0.0,0,,,2.0,3.0,4.0,1.0,1.0,,2.0,,,2.0,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,
13473383,home,Atlético Mineiro,Rubens,rubens,Rubens,M,44,178,1492,M,1093196,EUR,993081600,M,44,44,False,29.0,25.0,4.0,3.0,0.0,17.0,19.0,8.0,10.0,2.0,,,,,90.0,44.0,6.8,7.0,0.00519979,93.029042753551,11.0,15.95565163102,0.0,1,,,,4.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,0.0278,,,2.0,,2.0,1.0,,,1.0,,,,Rubens,,,,,,,,
13473383,home,Atlético Mineiro,Fausto Vera,fausto-vera,F. Vera,M,8,181,1966,M,930690,EUR,954028800,M,8,8,False,53.0,50.0,6.0,5.0,0.0,29.0,32.0,21.0,21.0,5.0,,,,,90.0,60.0,6.8,5.0,0.00923321,112.32017548123,16.0,8.7700336886834,0.0,0,,1.0,1.0,3.0,2.0,,,,,,,,,,,,1.0,,2.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,
13473383,home,Atlético Mineiro,Tomás Cuello,tomas-cuello,T. Cuello,M,28,176,1951,M,871273,EUR,952214400,M,28,28,False,12.0,12.0,,,0.0,2.0,2.0,10.0,10.0,3.0,,,,,89.0,29.0,7.6,8.0,0.0222535,152.93164201453,9.0,99.003019662576,3.0,3,,3.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,,,1.0,1.0,0.4151,18.948346952868,66.814873091843,,2.0,1.0,,1.1026,,2.0,,1.0,,,,1.0,,,,,,
13473383,home,Atlético Mineiro,Rony,rony,Rony,F,11,167,5631,M,835260,EUR,800150400,F,33,33,False,12.0,9.0,,,0.0,2.0,2.0,7.0,10.0,2.0,,,,,89.0,20.0,7.0,6.0,0.0113859,61.129253207401,7.0,31.014827855408,1.0,1,,1.0,2.0,5.0,5.0,,,,,1.0,,2.0,3.0,0.0305,15.76513052544,15.947056436848,2.0,1.0,,2.0,0.0632,,,1.0,,,,,,Rony,,,,,
