match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_aerialWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_keyPass,captain,stat_interceptionWon,stat_wasFouled,stat_challengeLost,stat_errorLeadToAGoal,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_hitWoodwork,stat_errorLeadToAShot,stat_goals,stat_expectedGoalsOnTarget,stat_crossNotClaimed,stat_goodHighClaim,stat_clearanceOffLine,stat_totalOffside
14109692,home,Gençlerbirliği,Erhan Erentürk,erhan-erenturk,E. Erentürk,G,18,190,42,M,997705,EUR,801792000,G,18,18,False,24.0,13.0,16.0,6.0,0.0,9.0,11.0,4.0,13.0,1.0,7.0,3.0,4.0,1.0,90.0,33.0,7.4,12.0,0.00403812,0.5991,0,0.5717,0.07,-0.06,-0.05,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109692,home,Gençlerbirliği,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185,286,M,807291,EUR,885427200,D,13,13,False,31.0,25.0,2.0,1.0,0.0,17.0,17.0,8.0,14.0,3.0,4.0,,,,90.0,54.0,6.1,11.0,0.00750631,,2,,-0.16,0.23,-0.29,,,,3.0,4.0,7.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,0.0831,0.01,,,,,,,,,,,,,,,,,,,,,,
14109692,home,Gençlerbirliği,Žan Žužek,zan-zuzek,Ž. Žužek,D,4,186,103,M,355582,EUR,854236800,D,4,4,False,19.0,15.0,2.0,,0.0,11.0,14.0,4.0,5.0,3.0,1.0,,,,56.0,28.0,6.3,4.0,0.099827,,1,,0.25,-0.04,-0.3,,,,,2.0,3.0,3.0,,,,1.0,,,1.0,0.0765,-0.15,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14109692,home,Gençlerbirliği,Dimitris Goutas,dimitris-goutas,D. Goutas,D,6,189,261,M,257497,EUR,765417600,D,6,6,False,52.0,49.0,6.0,5.0,0.0,28.0,28.0,21.0,24.0,6.0,4.0,,,,90.0,63.0,6.7,3.0,0.0111273,,0,,0.27,0.15,-0.07,,,,,5.0,6.0,2.0,,,1.0,,,,1.0,,,,,,,,1.0,True,1.0,2.0,,,,,,,,,,,,,
14109692,home,Gençlerbirliği,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184,112,M,863277,EUR,894499200,D,2,2,False,56.0,50.0,4.0,3.0,0.0,33.0,34.0,17.0,22.0,7.0,2.0,,,,90.0,73.0,6.2,8.0,0.0919198,,0,,0.12,0.07,-0.74,,,,,1.0,5.0,8.0,,,,3.0,1.0,,1.0,,,4.0,,,,,,,3.0,1.0,3.0,1.0,,,,,,,,,,,
14109692,home,Gençlerbirliği,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182,56,M,320905,EUR,738979200,D,23,23,False,30.0,25.0,3.0,2.0,0.0,15.0,15.0,10.0,15.0,4.0,3.0,,,,67.0,46.0,6.6,5.0,0.00870208,,1,,0.0,0.11,0.0,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,0.0205,-0.03,,,,,,,,,,,,1.0,,,,,,,,,,
14109692,home,Gençlerbirliği,Göktan Gürpüz,goktan-gurpuz,G. Gürpüz,M,11,178,348,M,997007,EUR,1043193600,M,11,11,False,21.0,18.0,1.0,,0.0,6.0,7.0,12.0,14.0,,2.0,,,,67.0,38.0,6.2,11.0,0.0723291,,4,,0.01,0.21,-0.27,,,,3.0,,6.0,3.0,2.0,2.0,,1.0,1.0,2.0,1.0,0.1016,-0.29,,5.0,2.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,
14109692,home,Gençlerbirliği,Tom Dele-Bashiru,tom-dele-bashiru,T. Dele-Bashiru,M,15,185,385,M,904845,EUR,937526400,M,15,15,False,46.0,39.0,2.0,2.0,0.0,16.0,17.0,23.0,29.0,,4.0,,,,90.0,51.0,6.9,7.0,0.017617,,1,,0.2,0.12,0.13,,,,,,1.0,2.0,,1.0,1.0,1.0,,,1.0,0.0189,-0.1,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
14109692,home,Gençlerbirliği,Oğulcan Ülgün,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,M,35,35,False,37.0,30.0,4.0,4.0,0.0,11.0,13.0,19.0,24.0,3.0,4.0,,,,90.0,57.0,7.7,12.0,0.0378815,,1,,-0.14,0.3,0.15,,Ogulcan Ülgün,,,1.0,2.0,7.0,,,1.0,1.0,,4.0,,0.3144,0.32,2.0,,,,1.0,3.0,,,5.0,,,,1.0,,,,1.0,0.8806,,,,
14109692,home,Gençlerbirliği,Franco Tongya,franco-tongya,F. Tongya,M,70,175,467,M,965015,EUR,1015977600,M,70,70,False,20.0,17.0,,,0.0,8.0,9.0,9.0,11.0,1.0,2.0,,,,81.0,42.0,6.7,8.0,0.014566,,1,,-0.02,0.2,-0.04,,,,,1.0,2.0,6.0,1.0,,,4.0,1.0,5.0,2.0,0.1112,-0.42,,,,,,1.0,,,2.0,,,,,,,,,,,,,
