match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,isHome,incidentClass,player_id,player_name,injury
12906409,FT,4.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,
12906409,,,,,90,0.0,,1,,,injuryTime,2.0,,,,,,
12906409,,4.0,0.0,,89,,,2,,,goal,,192728052.0,True,regular,901325.0,Nicolás González,
12906409,,,,,81,,,10,,,substitution,,123402461.0,False,regular,,,False
12906409,,,,,81,,,10,,,substitution,,123402460.0,True,regular,,,False
12906409,,,,,81,,,10,,,substitution,,123402459.0,True,regular,,,False
12906409,,3.0,0.0,,80,,,11,,,goal,,192727590.0,True,regular,979222.0,Francisco Conceição,
12906409,,,,,69,,,22,,,substitution,,123402426.0,False,regular,,,False
12906409,,,,,69,,,22,,,substitution,,123402425.0,False,regular,,,False
12906409,,,,,68,,,23,,,substitution,,123402427.0,False,regular,,,False
12906409,,,,,66,,,25,,,substitution,,123402418.0,True,regular,,,False
12906409,,,,,58,,,33,,,substitution,,123402377.0,False,regular,,,False
12906409,,,,,58,,,33,,,substitution,,123402376.0,True,regular,,,False
12906409,,2.0,0.0,,53,,,38,,,goal,,192726736.0,True,regular,803033.0,Teun Koopmeiners,
12906409,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,
12906409,,,,,45,0.0,,1,,,injuryTime,1.0,,,,,,
12906409,,1.0,0.0,,44,,,2,,,goal,,192725508.0,True,regular,832208.0,Dušan Vlahović,
