match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_goalAssist,stat_dispossessed,stat_shotOffTarget,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
11401880,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,True,39.0,24.0,26.0,11.0,17.0,18.0,7.0,21.0,2.0,15.0,5.0,2.0,4.0,1.0,90.0,64.0,8.0,15.0,0.0,0.0,0.00917692,0,0.4837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401880,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,,68.0,53.0,18.0,10.0,27.0,32.0,28.0,43.0,5.0,6.0,,,,,90.0,102.0,7.7,20.0,0.0959,0.0571,0.535703,1,,7.0,2.0,2.0,1.0,4.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,
11401880,home,Excelsior,Casper Widell,,,widell-casper,C. Widell,D,4,192,137,M,1031721,EUR,1052092800,D,5,5,False,,46.0,38.0,4.0,2.0,31.0,38.0,7.0,8.0,5.0,1.0,,,,,90.0,57.0,6.9,9.0,0.0,0.0,0.00345846,0,,,,2.0,4.0,2.0,4.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,
11401880,home,Excelsior,Sven Nieuwpoort,Sven,Nieuwpoort,sven-nieuwpoort,S. Nieuwpoort,D,16,184,8,M,97412,EUR,734659200,D,16,16,False,,16.0,16.0,,,13.0,13.0,3.0,3.0,,2.0,,,,,32.0,17.0,6.7,,0.0,0.0,0.0105732,0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
11401880,home,Excelsior,Arthur Zagre,Arthur,Zagre,zagre-arthur,A. Zagre,D,12,168,411,M,910053,EUR,1002153600,D,12,12,False,,41.0,36.0,2.0,1.0,18.0,20.0,18.0,23.0,,8.0,,,,,90.0,61.0,7.7,9.0,0.1214,0.2122,0.0329531,2,,2.0,,1.0,,5.0,6.0,1.0,2.0,1.0,,1.0,4.0,2.0,1.0,2.0,3.0,,1.0,1.0,1.0,,,,,,,,
11401880,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,False,,39.0,33.0,5.0,3.0,18.0,19.0,16.0,24.0,,3.0,,,,,90.0,57.0,7.2,9.0,0.0,0.0,0.120862,0,,4.0,1.0,2.0,2.0,3.0,7.0,,,,,,3.0,1.0,4.0,1.0,1.0,,,,,1.0,,,,,,,
11401880,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,M,4,4,False,,59.0,46.0,10.0,3.0,19.0,21.0,27.0,39.0,2.0,8.0,,,,,90.0,70.0,7.1,15.0,0.0881,0.0,0.104344,1,,1.0,,,1.0,3.0,2.0,,,,1.0,,1.0,1.0,,2.0,1.0,,,1.0,,,1.0,1.0,,,,,
11401880,home,Excelsior,Cisse Sandra,,,cisse-sandra,C. Sandra,M,11,183,563,M,1004449,EUR,1071532800,M,8,8,False,,34.0,29.0,4.0,2.0,18.0,20.0,11.0,15.0,2.0,4.0,,,,,90.0,48.0,7.0,8.0,0.1716,0.0,0.00781997,2,,1.0,,1.0,1.0,2.0,3.0,,2.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,,,,
11401880,home,Excelsior,Derensili Sanches Fernandes,,,derensili-sanches-fernandes,D. S. Fernandes,M,30,176,146,M,1046142,EUR,991008000,F,30,30,False,,26.0,26.0,,,5.0,5.0,22.0,23.0,,3.0,,,,,71.0,42.0,6.8,9.0,0.179,0.0,0.123344,2,,2.0,1.0,,,4.0,1.0,,3.0,1.0,,,,,,,2.0,,4.0,1.0,,1.0,,2.0,1.0,,,,
11401880,home,Excelsior,Nikolas Agrafiotis,Nikolas Agrafiotis,,nikolas-agrafiotis,N. Agrafiotis,F,25,190,138,M,1036005,EUR,956620800,F,19,19,False,,22.0,17.0,,,4.0,4.0,13.0,18.0,,2.0,,,,,82.0,33.0,7.3,8.0,0.335,0.245,0.821453,3,,,,3.0,1.0,5.0,4.0,,2.0,1.0,,2.0,1.0,,1.0,,4.0,,1.0,,,,1.0,1.0,1.0,1.0,,,
