match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_challengeLost,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_totalOffside,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
10583860,home,Al-Khaleej,Douglas Friedrich,,,douglas-friedrich,D. Friedrich,G,36,193.0,156,M,838439,EUR,597888000.0,G,1,1,False,13.0,12.0,3.0,2.0,10.0,11.0,2.0,2.0,1.0,8.0,1.0,90.0,18.0,6.9,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583860,home,Al-Khaleej,Omar Al-Oudah,,,omar-al-oudah,O. Al-Oudah,D,22,174.0,4,,2266015,EUR,914889600.0,D,2,2,False,29.0,17.0,3.0,1.0,5.0,8.0,15.0,27.0,3.0,1.0,,69.0,58.0,7.2,21.0,1,6.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10583860,home,Al-Khaleej,Abdullah Al-Shanqiti,Abdullah Alshenqiti,,abdullah-al-shanqiti,A. Al-Shanqiti,D,13,179.0,10,M,1085896,EUR,914284800.0,D,13,13,False,49.0,45.0,7.0,3.0,29.0,30.0,16.0,19.0,2.0,3.0,,90.0,56.0,7.1,4.0,0,,,,,3.0,,,4.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,
10583860,home,Al-Khaleej,Djamel Benlamri,,,djamel-benlamri,D. Benlamri,D,,190.0,1610,M,849651,EUR,630547200.0,D,4,4,False,69.0,63.0,19.0,17.0,22.0,22.0,41.0,48.0,1.0,8.0,,90.0,76.0,7.8,7.0,2,1.0,,2.0,,2.0,,1.0,,,1.0,,,2.0,,True,1.0,1.0,,,,,,,,,,,,,
10583860,home,Al-Khaleej,Hani Al-Subayani,,,hani-al-subayani,H. Al-Subayani,D,3,175.0,4,M,974169,EUR,900979200.0,D,24,24,False,32.0,26.0,4.0,3.0,6.0,6.0,20.0,27.0,,2.0,,69.0,37.0,7.1,7.0,0,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
10583860,home,Al-Khaleej,Brayan Riascos,,,brayan-riascos,B. Riascos,F,94,180.0,239,M,537040,EUR,781747200.0,M,94,94,False,30.0,21.0,3.0,1.0,5.0,5.0,18.0,33.0,6.0,6.0,1.0,89.0,57.0,7.1,24.0,1,8.0,2.0,4.0,1.0,11.0,4.0,1.0,,,3.0,1.0,2.0,1.0,,,1.0,,,2.0,1.0,3.0,1.0,,,,,,,,
10583860,home,Al-Khaleej,André Poko,,,andre-poko,A. B. Poko,M,53,173.0,385,M,177103,EUR,725846400.0,M,15,15,False,29.0,22.0,4.0,2.0,6.0,6.0,16.0,24.0,9.0,5.0,1.0,90.0,50.0,7.0,13.0,1,1.0,,2.0,2.0,13.0,3.0,,2.0,1.0,5.0,5.0,5.0,,3.0,,,,,1.0,1.0,2.0,,1.0,,,,,,,
10583860,home,Al-Khaleej,Lucas Souza,,,lucas-souza,L. Souza,M,,186.0,38,M,311608,EUR,647049600.0,M,8,8,False,65.0,51.0,9.0,4.0,17.0,21.0,35.0,45.0,11.0,11.0,3.0,90.0,86.0,8.4,16.0,6,1.0,1.0,1.0,4.0,5.0,2.0,1.0,,3.0,4.0,2.0,1.0,1.0,1.0,,,2.0,1.0,,,,,3.0,1.0,1.0,1.0,,,,
10583860,home,Al-Khaleej,Hamad Al Abdan,,,hamad-al-abdan,H. A. Abdan,M,,165.0,13,M,1019294,EUR,959299200.0,M,99,99,False,20.0,18.0,3.0,2.0,9.0,9.0,9.0,12.0,10.0,3.0,3.0,81.0,40.0,7.1,9.0,2,1.0,,2.0,,7.0,2.0,1.0,,,3.0,2.0,,1.0,1.0,,,,,6.0,4.0,1.0,,1.0,,,,,,,
10583860,home,Al-Khaleej,Ayman Al-Hujaili,,,ayman-al-hujaili,A. Al-Hujaili,M,10,165.0,16,M,990188,EUR,900460800.0,M,58,58,False,13.0,10.0,3.0,2.0,2.0,2.0,10.0,32.0,3.0,4.0,,69.0,49.0,6.7,30.0,2,21.0,2.0,1.0,,4.0,2.0,1.0,,,3.0,2.0,,2.0,,,,1.0,,1.0,,3.0,,,,1.0,,,,,
