match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,captain,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
12448265,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,36.0,21.0,18.0,4.0,0.0,17.0,21.0,4.0,15.0,11.0,2.0,1.0,1.0,90.0,45.0,6.9,15.0,0.00332734,0,0.6608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448265,home,FC Twente,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,42.0,37.0,,,1.0,18.0,22.0,20.0,24.0,4.0,,,,82.0,62.0,7.7,9.0,0.422013,0,,,,4.0,1.0,3.0,4.0,4.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12448265,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,43.0,34.0,7.0,3.0,0.0,20.0,23.0,14.0,20.0,4.0,,,,90.0,60.0,7.2,9.0,0.0556694,2,,,,,,4.0,2.0,6.0,7.0,1.0,,5.0,1.0,2.0,,,meeshilgerss,1.0,1.0,1.0,1.0,3.0,1.0,0.4015,0.2805,,,,,,,,,,,
12448265,home,FC Twente,Gustaf Lagerbielke,gustaf-lagerbielke,G. Lagerbielke,D,14,193,475,M,965263,EUR,955324800,D,3,3,False,62.0,56.0,9.0,6.0,0.0,37.0,39.0,19.0,23.0,7.0,,,,90.0,75.0,8.1,7.0,0.252159,0,,,,,,2.0,6.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,,4.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,
12448265,home,FC Twente,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,5,5,False,27.0,23.0,,,0.0,8.0,9.0,15.0,19.0,2.0,,,,90.0,41.0,7.3,7.0,0.254397,1,,,,1.0,,1.0,,1.0,2.0,,,1.0,1.0,2.0,1.0,1.0,,,1.0,,2.0,,,0.0271,,,,,1.0,,,,,,,
12448265,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189,423,M,798181,EUR,865209600,M,18,18,False,33.0,26.0,5.0,2.0,0.0,10.0,12.0,16.0,23.0,4.0,,,,45.0,45.0,6.8,10.0,0.0142603,0,,,,2.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,
12448265,home,FC Twente,Michal Sadílek,michal-sadilek,M. Sadílek,M,23,168,329,M,825731,EUR,928108800,M,23,23,False,50.0,43.0,4.0,2.0,0.0,13.0,15.0,30.0,40.0,7.0,,,,90.0,68.0,7.2,12.0,0.102868,0,,,,5.0,,1.0,2.0,4.0,6.0,1.0,,1.0,3.0,4.0,,1.0,,,,,1.0,,2.0,,,,,,,True,,,,,,
12448265,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,M,11,11,False,35.0,28.0,3.0,2.0,0.0,8.0,9.0,20.0,29.0,3.0,,,,90.0,59.0,6.8,14.0,0.100005,2,,,,3.0,,3.0,,10.0,8.0,3.0,,,2.0,5.0,1.0,,,1.0,1.0,,1.0,3.0,1.0,0.2389,,3.0,,,,,1.0,,,,,
12448265,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,False,28.0,19.0,1.0,,0.0,5.0,7.0,14.0,22.0,4.0,,,,90.0,44.0,7.9,14.0,0.106065,5,,,,1.0,,,,5.0,4.0,1.0,,1.0,,,1.0,,,,3.0,2.0,,1.0,1.0,1.0178,1.1202,3.0,3.0,3.0,,,,1.0,3.0,,,
12448265,home,FC Twente,Taylor Booth,taylor-booth,T. Booth,M,8,173,530,M,906024,EUR,991267200,M,8,8,False,22.0,18.0,1.0,1.0,0.0,9.0,9.0,9.0,16.0,1.0,,,,63.0,35.0,6.6,11.0,0.0419208,1,,,,3.0,,1.0,,6.0,3.0,1.0,,,,1.0,1.0,1.0,,,,,,2.0,2.0,0.0129,,2.0,,,,,1.0,,,,,
