match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_keyPass,stat_blockedScoringAttempt,stat_shotOffTarget,stat_totalOffside,stat_errorLeadToAGoal
10433789,home,Kasımpaşa,Erdem Canpolat,Erdem Canpolat,,erdem-canpolat,E. Canpolat,G,1,194,88,M,1066726,EUR,987120000,G,22,22,False,28.0,18.0,12.0,2.0,16.0,16.0,2.0,12.0,15.0,2.0,1.0,2.0,90.0,40.0,7.3,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433789,home,Kasımpaşa,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,D,94,94,False,49.0,40.0,8.0,4.0,18.0,19.0,22.0,35.0,10.0,,,,90.0,75.0,7.4,18.0,0,5.0,4.0,9.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
10433789,home,Kasımpaşa,Ryan Donk,,,ryan-donk,R. Donk,D,,192,133,,14900,EUR,512524800,D,4,4,False,64.0,59.0,5.0,3.0,40.0,41.0,19.0,23.0,7.0,,,,90.0,73.0,7.1,6.0,0,,5.0,6.0,,,3.0,2.0,2.0,,,,1.0,2.0,True,2.0,3.0,1.0,,,,,,,,,,,,
10433789,home,Kasımpaşa,Papy Djilobodji,,,papy-djilobodji,P. Djilobodji,D,3,193,175,M,106661,EUR,596937600,D,3,3,False,70.0,59.0,8.0,2.0,37.0,40.0,22.0,30.0,5.0,,,,90.0,77.0,7.0,11.0,0,,2.0,1.0,1.0,,,,3.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,
10433789,home,Kasımpaşa,Yasin Özcan,,,yasin-ozcan,Y. Özcan,D,58,185,1802,M,1392102,EUR,1145491200,D,58,58,False,26.0,23.0,2.0,2.0,12.0,14.0,11.0,12.0,2.0,,,,77.0,48.0,7.8,5.0,2,,7.0,5.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,4.0,,2.0,1.0,3.0,,2.0,1.0,,,,,,,,,
10433789,home,Kasımpaşa,Haris Hajradinović,,,haris-hajradinovic,H. Hajradinović,M,10,179,1215,M,254979,EUR,761529600,M,10,10,False,37.0,30.0,4.0,4.0,10.0,11.0,21.0,30.0,1.0,,,,78.0,47.0,7.6,12.0,1,4.0,2.0,4.0,,,,,,2.0,1.0,1.0,1.0,2.0,,,2.0,,,1.0,,1.0,1.0,2.0,1.0,4.0,,,,
10433789,home,Kasımpaşa,Mickaël Malsa,,,mickael-malsa,M. Malsa,M,11,178,277,M,360866,EUR,813456000,M,26,26,False,38.0,35.0,2.0,1.0,16.0,18.0,19.0,20.0,6.0,,,,90.0,56.0,7.2,5.0,1,,8.0,8.0,2.0,,3.0,2.0,,5.0,3.0,1.0,1.0,3.0,,2.0,,4.0,,1.0,,,,,,,,,,
10433789,home,Kasımpaşa,Mortadha Ben Ouanes,,,mortadha-ben-ouanes,M. B. Ouanes,M,12,182,1246,M,919225,EUR,773107200,M,12,12,False,36.0,27.0,4.0,3.0,9.0,12.0,18.0,25.0,7.0,,,,90.0,50.0,7.2,12.0,0,1.0,2.0,4.0,2.0,,2.0,2.0,,,,1.0,2.0,,,,,2.0,,,,,,1.0,,2.0,,,,
10433789,home,Kasımpaşa,Valentin Eysseric,,,valentin-eysseric,V. Eysseric,M,,181,141,M,139798,EUR,701481600,M,13,13,False,51.0,46.0,7.0,4.0,17.0,18.0,32.0,38.0,3.0,,,,89.0,72.0,7.8,13.0,1,5.0,4.0,5.0,1.0,,2.0,,,4.0,3.0,4.0,1.0,1.0,,,,,,1.0,,,3.0,1.0,,4.0,,,,
10433789,home,Kasımpaşa,Mamadou Fall,,,mamadou-fall,M. Fall,M,7,184,380,M,822228,EUR,694137600,M,7,7,False,19.0,12.0,,,2.0,3.0,10.0,17.0,1.0,,,,90.0,30.0,6.3,13.0,1,1.0,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,
10433789,home,Kasımpaşa,Bengali-Fodé Koita,,,bengali-fode-koita,B. Koita,M,55,186,217,M,51407,EUR,656467200,F,9,9,False,24.0,18.0,2.0,,2.0,2.0,16.0,22.0,3.0,,,,89.0,37.0,6.2,10.0,5,,5.0,3.0,,,1.0,,1.0,1.0,1.0,3.0,,1.0,,3.0,2.0,,,2.0,,,,,3.0,,1.0,2.0,1.0,
10433789,home,Kasımpaşa,Mounir Chouiar,,,mounir-chouiar,M. Chouiar,M,23,178,1621,M,845274,EUR,917049600,M,16,16,True,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,,,,13.0,11.0,6.9,3.0,0,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
