match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_shotOffTarget,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_challengeLost,stat_goodHighClaim,stat_onTargetScoringAttempt
10583816,home,Al-Khaleej,Douglas Friedrich,,,douglas-friedrich,D. Friedrich,G,36,193,156,M,838439,EUR,597888000,G,1,1,False,32.0,28.0,11.0,7.0,26.0,26.0,2.0,6.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,90.0,41.0,7.3,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,
10583816,home,Al-Khaleej,Hussain Al-Nuweqi,Hussain Al-Nuweqi,,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170,14,M,1525073,EUR,817948800,D,27,27,False,33.0,27.0,6.0,4.0,12.0,13.0,15.0,22.0,,7.0,,,,,,78.0,63.0,7.2,24.0,0,True,2.0,1.0,4.0,6.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,
10583816,home,Al-Khaleej,Abdullah Al-Shanqiti,Abdullah Alshenqiti,,abdullah-al-shanqiti,A. Al-Shanqiti,D,13,179,10,M,1085896,EUR,914284800,D,13,13,False,42.0,35.0,8.0,4.0,27.0,30.0,8.0,12.0,,3.0,,,,,,90.0,51.0,7.0,9.0,0,,,,2.0,3.0,,,1.0,2.0,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,
10583816,home,Al-Khaleej,Mohammed Al-Khabrani,,,mohammed-al-khabrani,M. Al-Khabrani,D,3,178,21,M,818696,EUR,750556800,D,3,3,False,36.0,33.0,5.0,5.0,31.0,34.0,2.0,2.0,3.0,8.0,,,,,,90.0,47.0,7.4,5.0,1,,,1.0,,3.0,,,1.0,1.0,2.0,2.0,,,2.0,,,1.0,,,,,,,
10583816,home,Al-Khaleej,Djamel Benlamri,,,djamel-benlamri,D. Benlamri,D,,190,1610,M,849651,EUR,630547200,D,4,4,False,44.0,39.0,15.0,11.0,29.0,29.0,10.0,15.0,1.0,7.0,,,,,,90.0,57.0,7.3,7.0,0,,,1.0,2.0,8.0,,,,1.0,3.0,1.0,4.0,1.0,,2.0,,,,,,,,,
10583816,home,Al-Khaleej,Hani Al-Subayani,,,hani-al-subayani,H. Al-Subayani,D,3,175,4,M,974169,EUR,900979200,D,24,24,False,24.0,19.0,4.0,3.0,9.0,11.0,10.0,16.0,,2.0,,,,,,79.0,41.0,6.8,10.0,0,,3.0,,1.0,1.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,
10583816,home,Al-Khaleej,Morato,,,morato,Morato,M,12,170,60,M,866468,EUR,715305600,M,10,10,False,5.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,,,,,,,,17.0,7.0,6.5,2.0,0,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,
10583816,home,Al-Khaleej,Lucas Souza,,,lucas-souza,L. Souza,M,,186,38,M,311608,EUR,647049600,M,8,8,False,27.0,22.0,1.0,1.0,10.0,11.0,13.0,17.0,,4.0,,,,,,90.0,39.0,7.2,8.0,2,,1.0,,2.0,5.0,,3.0,,,2.0,2.0,1.0,,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,
10583816,home,Al-Khaleej,André Poko,,,andre-poko,A. B. Poko,M,53,173,385,M,177103,EUR,725846400,M,15,15,False,30.0,23.0,5.0,3.0,10.0,12.0,13.0,18.0,,4.0,,,,,,79.0,37.0,6.8,8.0,0,,,,4.0,4.0,,1.0,,,2.0,1.0,1.0,,1.0,1.0,,,,1.0,,,3.0,,
10583816,home,Al-Khaleej,Riyadh Al Ibrahim,,,riyadh-al-ibrahim,R. A. Ibrahim,M,7,172,13,M,831263,EUR,755913600,M,7,7,False,16.0,11.0,1.0,1.0,6.0,7.0,6.0,11.0,,2.0,,,,,,55.0,21.0,7.0,6.0,0,,2.0,,,3.0,,1.0,,,1.0,,1.0,,,,,,1.0,1.0,,1.0,,,
10583816,home,Al-Khaleej,Sokol Cikalleshi,,,sokol-cikalleshi,S. Cikalleshi,F,,185,338,M,81138,EUR,646444800,F,9,9,False,13.0,9.0,2.0,2.0,3.0,4.0,6.0,11.0,,1.0,,,,,,90.0,30.0,6.6,13.0,0,,2.0,1.0,8.0,5.0,1.0,4.0,,,,,,6.0,4.0,1.0,4.0,,,4.0,,1.0,,,
10583816,home,Al-Khaleej,Ayman Al-Hujaili,,,ayman-al-hujaili,A. Al-Hujaili,M,10,165,16,M,990188,EUR,900460800,M,58,58,True,21.0,17.0,,,8.0,8.0,12.0,20.0,,3.0,,,,,,73.0,44.0,7.4,15.0,0,,7.0,,1.0,5.0,,2.0,,,2.0,1.0,2.0,,5.0,,,,3.0,1.0,,1.0,,,
10583816,home,Al-Khaleej,Brayan Riascos,,,brayan-riascos,B. Riascos,F,94,180,239,M,537040,EUR,781747200,F,94,94,True,5.0,4.0,,,1.0,1.0,3.0,5.0,,2.0,,,,,,35.0,14.0,6.5,7.0,2,,1.0,1.0,4.0,2.0,1.0,1.0,,,,,,,4.0,2.0,1.0,2.0,,1.0,,,1.0,,
10583816,home,Al-Khaleej,Khaled Al-Semeiry,,,khaled-al-semeiry,K. Al-Semeiry,M,88,170,35,M,857390,EUR,852076800,M,6,6,True,5.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,,1.0,,,,,,12.0,8.0,6.7,3.0,0,,2.0,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,
10583816,home,Al-Khaleej,Omar Al-Oudah,,,omar-al-oudah,O. Al-Oudah,D,22,174,4,,2266015,EUR,914889600,D,2,2,True,4.0,2.0,1.0,1.0,,2.0,3.0,3.0,,,,,,,,11.0,7.0,6.7,2.0,0,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,
10583816,home,Al-Khaleej,Hassan Al-Majhad,Hassan,Al-Majhad,hassan-al-majhad,H. Al-Majhad,M,17,175,4,M,1915048,EUR,706147200,M,17,17,True,5.0,5.0,,,3.0,3.0,2.0,2.0,,1.0,,,,,,11.0,5.0,6.4,,0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
10583816,home,Al-Khaleej,Marwan Al-Haidari,,,marwan-al-haidari,M. Al-Haidari,G,96,191,32,M,832497,EUR,829267200,G,96,96,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10583816,home,Al-Khaleej,Abdullah Al-Harbi,,,abdullah-al-harbi,A. Al-Harbi,D,20,175,4,M,818755,EUR,601948800,D,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
