match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_totalOffside,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,captain,stat_penaltyWon,stat_bigChanceMissed,stat_hitWoodwork,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_keeperSaveValue,stat_lastManTackle,stat_errorLeadToAShot,stat_penaltyConceded
14083541,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,23.0,14.0,12.0,3.0,0.0,12.0,15.0,2.0,8.0,7.0,2.0,1.0,1.0,90.0,27.0,5.5,9.0,0.00017298,0,-1.3011,0.02,-0.01,-0.21,-0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083541,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,D,14,14,False,35.0,26.0,7.0,1.0,0.0,19.0,23.0,7.0,12.0,5.0,,,,90.0,55.0,5.9,17.0,0.0112996,0,,0.02,0.04,-0.46,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083541,home,Atlético Madrid,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,lenormand_r,787751,EUR,847670400,D,24,24,False,22.0,14.0,6.0,,0.0,12.0,16.0,2.0,6.0,1.0,,,,90.0,31.0,6.6,8.0,0.00046344,1,,-0.01,0.02,-0.68,,,2.0,4.0,1.0,,4.0,,2.0,2.0,,1.0,2.0,1.0,1.0,1.0,0.2612,0.1633,0.51,,,,,,,,,,,,,,,,,,,,,,,,
14083541,home,Atlético Madrid,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,15,15,False,41.0,32.0,12.0,5.0,0.0,14.0,17.0,18.0,24.0,5.0,,,,90.0,53.0,6.1,9.0,0.0383369,1,,0.31,0.08,-0.28,,,3.0,2.0,1.0,,8.0,1.0,,,,2.0,2.0,,,,0.0473,,-0.21,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14083541,home,Atlético Madrid,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4751,M,,807771,EUR,881971200,D,17,17,False,27.0,22.0,4.0,3.0,0.0,8.0,8.0,14.0,19.0,2.0,,,,83.0,45.0,6.4,9.0,0.0142836,1,,0.18,0.06,-0.3,,3.0,6.0,5.0,1.0,1.0,4.0,,4.0,1.0,,3.0,1.0,,,,0.0458,,-0.19,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14083541,home,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178,16028,M,giulisimeone,1099352,EUR,1040169600,M,20,20,False,17.0,15.0,1.0,1.0,1.0,6.0,7.0,9.0,10.0,4.0,,,,89.0,33.0,7.7,5.0,0.42658,0,,0.4,0.03,-0.09,,3.0,3.0,10.0,1.0,,1.0,,4.0,1.0,1.0,,,,,,,,,2.0,1.0,,,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14083541,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,8,8,False,26.0,22.0,1.0,1.0,0.0,8.0,8.0,14.0,18.0,5.0,,,,90.0,40.0,6.7,10.0,0.0355196,1,,0.17,0.22,-0.15,,2.0,4.0,4.0,1.0,4.0,,2.0,1.0,1.0,2.0,,1.0,,,,0.0424,,0.01,,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,
14083541,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,46.0,43.0,5.0,4.0,1.0,23.0,23.0,20.0,23.0,2.0,,,,90.0,55.0,7.3,5.0,0.199202,0,,0.39,0.07,-0.13,,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,True,,,,,,,,,,,,
14083541,home,Atlético Madrid,Nicolás González,nicolas-gonzalez,N. González,M,23,180,17229,M,nicoigonzalez,901325,EUR,891820800,M,23,23,False,27.0,20.0,,,0.0,5.0,6.0,15.0,21.0,1.0,,,,83.0,40.0,7.3,11.0,0.186036,1,,0.08,0.48,-0.07,,1.0,6.0,7.0,,2.0,1.0,,1.0,1.0,1.0,3.0,2.0,,,,0.0571,,-0.2,1.0,1.0,,,3.0,2.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,
14083541,home,Atlético Madrid,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195,17312,M,asorloth,309078,EUR,818121600,F,9,9,False,8.0,4.0,,,0.0,2.0,3.0,2.0,5.0,1.0,,,,67.0,18.0,6.8,9.0,0.0326298,3,,0.03,0.05,-0.01,,,9.0,2.0,,,,,,,2.0,2.0,2.0,3.0,1.0,,0.5053,0.8296,0.42,5.0,,,,,,,,2.0,,,,,2.0,,,,,,,,,,
