match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_goals,stat_wasFouled,player_firstName,player_lastName,stat_wonContest,captain,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyFaced,stat_penaltyConceded,stat_hitWoodwork
11453110,home,Al-Hazem,Aymen Dahmen,dahmen-aymen,A. Dahmen,G,30,188.0,1160,M,1198374,EUR,854409600,G,30,30,False,17.0,8.0,13.0,4.0,6.0,7.0,2.0,10.0,2.0,2.0,1.0,9.0,1.0,1.0,4.0,1.0,90.0,31.0,7.7,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453110,home,Al-Hazem,Yazeed Al Bakr,yazeed-al-bakr,Y. A. Bakr,D,13,178.0,6,M,914887,EUR,816048000,D,13,13,False,36.0,24.0,6.0,1.0,12.0,15.0,13.0,23.0,,5.0,4.0,8.0,,,,,90.0,62.0,7.2,19.0,1,2.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,
11453110,home,Al-Hazem,Paulo Ricardo,paulo-ricardo,P. Ricardo,D,3,186.0,171,M,576008,EUR,771465600,D,2,2,False,30.0,23.0,2.0,,12.0,17.0,11.0,13.0,4.0,5.0,10.0,3.0,,,,,90.0,52.0,7.7,9.0,3,,,1.0,2.0,,,,2.0,1.0,1.0,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,
11453110,home,Al-Hazem,Bruno Viana,bruno-viana,B. Viana,D,30,187.0,241,M,804703,EUR,791942400,D,36,36,False,34.0,30.0,7.0,6.0,16.0,19.0,14.0,15.0,,2.0,5.0,7.0,,,,,90.0,50.0,7.9,6.0,1,,,,2.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
11453110,home,Al-Hazem,Majed Mohammed,majed-mohammed,M. Mohammed,D,50,169.0,71,M,1385284,EUR,1007337600,D,27,27,False,41.0,34.0,1.0,1.0,18.0,21.0,16.0,23.0,1.0,3.0,3.0,5.0,,,,,90.0,69.0,6.7,19.0,1,3.0,,,7.0,,1.0,3.0,1.0,2.0,2.0,1.0,3.0,,,,3.0,,,Majed Mohammed,,,,,,,,,,
11453110,home,Al-Hazem,Ahmad Al Mhemaid,ahmad-al-mhemaid,A. A. Mhemaid,M,99,179.0,11,M,1085117,EUR,930787200,M,99,99,False,33.0,29.0,,,12.0,13.0,17.0,20.0,,3.0,1.0,2.0,,,,,90.0,46.0,6.8,5.0,0,,,,9.0,4.0,1.0,1.0,,1.0,2.0,2.0,4.0,,,1.0,,,,Ahmad Al Mhemaid,,1.0,,,,,,,,
11453110,home,Al-Hazem,Ryan Al-Mousa,ryan-al-mousa,R. Al-Mousa,M,,174.0,6,M,817914,EUR,775008000,M,95,95,False,25.0,22.0,4.0,2.0,15.0,17.0,7.0,8.0,1.0,9.0,3.0,7.0,,,,,90.0,45.0,7.2,5.0,0,,,1.0,6.0,2.0,1.0,1.0,,1.0,7.0,5.0,1.0,,,,,,1.0,,,,,,,,,,,
11453110,home,Al-Hazem,Tozé,toze,Tozé,M,20,165.0,386,M,1089231,EUR,726969600,M,20,20,False,56.0,50.0,4.0,2.0,10.0,12.0,42.0,47.0,2.0,2.0,4.0,8.0,,,,,90.0,73.0,7.7,12.0,2,3.0,2.0,,3.0,2.0,1.0,,1.0,,,,,4.0,1.0,,4.0,1.0,,,,,True,,,,,,,
11453110,home,Al-Hazem,Vina,vina,Vina,M,29,177.0,1454,M,1101714,EUR,671673600,M,29,29,False,47.0,42.0,6.0,5.0,15.0,15.0,27.0,34.0,,1.0,,4.0,,,,,75.0,56.0,6.9,9.0,1,2.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,
11453110,home,Al-Hazem,Faïz Selemani,faiz-selemani,F. Selemani,F,7,178.0,359,M,842745,EUR,754617600,F,10,10,False,22.0,17.0,2.0,,5.0,5.0,13.0,19.0,1.0,5.0,,4.0,,,,,74.0,36.0,7.7,11.0,1,2.0,1.0,,1.0,,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,4.0,,1.0,,,2.0,,,1.0,1.0,,,,
11453110,home,Al-Hazem,Mohammed Al-Thani,mohammed-al-thain,M. Al-Thani,M,17,174.0,72,M,954643,EUR,855532800,F,11,11,False,23.0,19.0,,,7.0,7.0,12.0,16.0,3.0,5.0,3.0,5.0,,,,,89.0,44.0,7.0,13.0,2,,,5.0,12.0,1.0,2.0,2.0,,2.0,,,3.0,2.0,1.0,,5.0,,1.0,,,1.0,,1.0,,,,,,
11453110,home,Al-Hazem,Muhammed Badamosi,muhammed-badammosi,M. Badamosi,F,15,198.0,404,M,919496,EUR,914716800,F,90,90,True,5.0,5.0,,,2.0,2.0,3.0,3.0,1.0,1.0,,2.0,,,,,16.0,16.0,6.1,5.0,1,,,2.0,7.0,,3.0,,,,,,2.0,,1.0,,2.0,,1.0,,,,,,,,1.0,,,
11453110,home,Al-Hazem,Nawaf Al-Habashi,nawaf-al-habashi,N. Al-Habashi,M,19,184.0,28,M,954528,EUR,898560000,M,19,19,True,3.0,1.0,,,,1.0,1.0,2.0,,2.0,,1.0,,,,,15.0,10.0,6.6,5.0,2,,,,2.0,,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,
