match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_outfielderBlock,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_fouls,stat_dispossessed,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed,stat_goals
11693210,home,Mansfield Town,Christy Pym,christy-pym,C. Pym,G,1,182.0,202,M,313104,EUR,798681600,G,1,1,False,32.0,20.0,20.0,9.0,13.0,15.0,7.0,17.0,12.0,5.0,6.0,90.0,46.0,7.7,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11693210,home,Mansfield Town,Jordan Bowery,jordan-bowery,J. Bowery,D,9,185.0,33,M,40852,EUR,678412800,D,9,9,False,50.0,41.0,2.0,,25.0,28.0,16.0,25.0,4.0,,,90.0,72.0,6.7,18.0,0,3.0,1.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11693210,home,Mansfield Town,Aden Flint,aden-flint,A. Flint,D,4,197.0,37,M,146483,EUR,616118400,D,14,14,False,52.0,34.0,15.0,5.0,23.0,28.0,11.0,25.0,3.0,,,90.0,60.0,6.8,20.0,0,1.0,5.0,2.0,5.0,3.0,,3.0,,,,,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11693210,home,Mansfield Town,Lewis Brunt,lewis-brunt,L. Brunt,D,3,187.0,96,M,994562,EUR,973468800,D,24,24,False,58.0,46.0,10.0,5.0,40.0,42.0,6.0,16.0,1.0,,,90.0,79.0,7.4,15.0,0,,3.0,9.0,6.0,16.0,1.0,2.0,3.0,5.0,3.0,2.0,,2.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,
11693210,home,Mansfield Town,Calum MacDonald,calum-macdonald,C. MacDonald,D,,180.0,9,M,879125,EUR,882403200,D,11,11,False,49.0,33.0,10.0,2.0,24.0,28.0,9.0,23.0,7.0,,,83.0,87.0,7.3,19.0,0,2.0,1.0,,4.0,9.0,1.0,4.0,2.0,8.0,4.0,,,2.0,1.0,,Calum,MacDonald,,,1.0,1.0,,,,,,,,,,,,
11693210,home,Mansfield Town,Aaron Lewis,aaron-lewis,A. Lewis,M,8,183.0,24,M,920621,EUR,898819200,M,15,15,False,28.0,26.0,1.0,1.0,15.0,16.0,11.0,14.0,3.0,,,90.0,47.0,6.6,9.0,0,2.0,2.0,,6.0,4.0,1.0,4.0,,2.0,1.0,1.0,,,2.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,
11693210,home,Mansfield Town,Louis Reed,louis-reed,L. Reed,M,25,173.0,45,M,539270,EUR,869788800,M,25,25,False,50.0,44.0,14.0,9.0,34.0,35.0,11.0,16.0,4.0,,,89.0,59.0,6.8,9.0,0,1.0,,,3.0,2.0,3.0,2.0,,2.0,2.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,
11693210,home,Mansfield Town,Ollie Clarke,ollie-clarke,O. Clarke,M,8,180.0,17,M,112685,EUR,709776000,M,8,8,False,16.0,6.0,5.0,,4.0,7.0,2.0,9.0,3.0,,,59.0,27.0,6.6,11.0,0,,1.0,1.0,4.0,3.0,2.0,,2.0,2.0,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,
11693210,home,Mansfield Town,George Maris,george-maris,G. Maris,M,10,180.0,25,M,581598,EUR,826070400,M,10,10,False,24.0,23.0,6.0,6.0,15.0,15.0,8.0,10.0,5.0,,,59.0,35.0,6.7,6.0,1,1.0,1.0,,7.0,1.0,,,,,,1.0,,,,1.0,,,2.0,1.0,3.0,2.0,,1.0,,,,,,,,,,
11693210,home,Mansfield Town,Davis Keillor-Dunn,davis-keillor-dunn,D. Keillor-Dunn,F,7,180.0,383,M,881396,EUR,855619200,F,40,40,False,28.0,20.0,4.0,3.0,10.0,12.0,10.0,19.0,6.0,,,90.0,44.0,6.6,16.0,3,3.0,3.0,,11.0,2.0,2.0,1.0,,2.0,2.0,1.0,,,,,,,1.0,,2.0,3.0,,,1.0,2.0,2.0,,,,,,,
