match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,player_gender,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_accurateCross,player_sofascoreId,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_outfielderBlock,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalAssist,stat_bigChanceCreated
10382231,home,SC Heerenveen,Daniel Karlsbakk,Daniel Karlsbakk,,daniel-karlsbakk,D. Karlsbakk,F,186,589,1173573,EUR,1049673600,F,9,9,True,5.0,2.0,,,,,2.0,5.0,1.0,,,12.0,8.0,6.6,3.0,0,11,M,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10382231,home,SC Heerenveen,Bernt Klaverboer,Bernt Klaverboer,,klaverboer-bernt,B. Klaverboer,G,190,124,1195719,EUR,1127692800,G,16,16,True,,,,,,,,,,,,,,,,0,22,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,home,SC Heerenveen,Jan Bekkema,,,jan-bekkema,J. Bekkema,G,186,29,843764,EUR,829008000,G,23,23,True,,,,,,,,,,,,,,,,0,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,home,SC Heerenveen,Hussein Ali,,,hussein-ali,H. Ali,D,180,1946,962056,EUR,1014940800,D,15,15,True,,,,,,,,,,,,,,,,0,15,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,home,SC Heerenveen,Joost van Aken,,,joost-van-aken,J. v. Aken,D,194,26,339335,EUR,768787200,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,home,SC Heerenveen,Syb van Ottele,,,syb-van-ottele,S. v. Ottele,D,185,91,961686,EUR,1012608000,D,6,6,True,,,,,,,,,,,,,,,,0,6,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,home,SC Heerenveen,Tibor Halilović,,,tibor-halilovic,T. Halilović,M,176,395,843167,EUR,795484800,M,10,10,True,,,,,,,,,,,,,,,,0,7,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,home,SC Heerenveen,Anas Tahiri,,,anas-tahiri,A. Tahiri,M,179,260,544156,EUR,800496000,M,26,26,True,,,,,,,,,,,,,,,,0,19,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,away,RKC Waalwijk,Etienne Vaessen,,,etienne-vaessen,E. Vaessen,G,187,465,809408,EUR,806716800,G,1,1,False,47.0,22.0,32.0,9.0,20.0,25.0,2.0,22.0,13.0,,,90.0,64.0,8.1,26.0,0,1,M,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,7.0,,
10382231,away,RKC Waalwijk,Jurien Gaari,,,jurien-gaari,J. Gaari,D,181,58,884944,EUR,756604800,D,23,23,False,41.0,31.0,3.0,2.0,24.0,32.0,7.0,9.0,11.0,,,90.0,61.0,7.2,11.0,0,3,M,,3.0,4.0,6.0,1.0,1.0,,,2.0,1.0,1.0,2.0,,,,,2.0,,9.0,1.0,,,,,,,2.0,,,,,
10382231,away,RKC Waalwijk,Shawn Adewoye,,,shawn-adewoye,S. Adewoye,D,183,156,989586,EUR,962236800,D,4,4,False,25.0,21.0,,,14.0,16.0,7.0,9.0,4.0,,,90.0,39.0,6.7,4.0,0,4,M,,,7.0,1.0,1.0,1.0,,,,,,3.0,1.0,2.0,,,2.0,,9.0,,,,,,,,3.0,,,,,
10382231,away,RKC Waalwijk,Dario Van Den Buijs,,,dario-van-den-buijs,D. V. D. Buijs,D,188,65,783468,EUR,810864000,D,24,24,False,20.0,16.0,6.0,3.0,12.0,13.0,4.0,7.0,1.0,,,45.0,22.0,6.5,4.0,0,33,M,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
10382231,away,RKC Waalwijk,Julian Lelieveld,,,julian-lelieveld,J. Lelieveld,D,184,104,798179,EUR,880329600,M,2,2,False,29.0,24.0,4.0,3.0,11.0,13.0,13.0,17.0,5.0,,,90.0,52.0,7.3,9.0,1,2,M,1.0,,8.0,3.0,1.0,1.0,,1.0,2.0,,,,,5.0,,,3.0,,3.0,2.0,,,,,,1.0,,,,,,
10382231,away,RKC Waalwijk,Iliass Bel Hassani,,,iliass-bel-hassani,I. Bel Hassani,M,173,104,128799,EUR,716601600,M,11,11,False,15.0,13.0,2.0,1.0,7.0,7.0,6.0,8.0,1.0,,,45.0,21.0,6.5,4.0,1,,M,,,2.0,1.0,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,
10382231,away,RKC Waalwijk,Vurnon Anita,,,vurnon-anita,V. Anita,M,166,66,15007,EUR,607651200,M,6,6,False,32.0,25.0,2.0,2.0,11.0,12.0,14.0,20.0,5.0,,,90.0,36.0,6.5,8.0,0,,M,,,2.0,2.0,,,,,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
10382231,away,RKC Waalwijk,Pelle Clement,,,pelle-clement,P. Clement,M,177,70,795135,EUR,832464000,M,14,14,False,35.0,30.0,1.0,,15.0,19.0,15.0,17.0,5.0,,,90.0,57.0,6.5,14.0,0,6,M,1.0,1.0,8.0,7.0,5.0,4.0,,,,,2.0,,1.0,1.0,3.0,,3.0,,,1.0,2.0,,,,,,,,,,,
10382231,away,RKC Waalwijk,Thierry Lutonda,,,thierry-lutonda,T. Lutonda,D,167,113,867246,EUR,972604800,M,5,5,False,14.0,13.0,,,9.0,10.0,4.0,4.0,2.0,,,45.0,26.0,6.5,3.0,0,5,M,,,3.0,1.0,1.0,,,,,,1.0,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,
10382231,away,RKC Waalwijk,Michiel Kramer,,,michiel-kramer,M. Kramer,F,195,192,36781,EUR,597110400,F,29,29,False,21.0,17.0,,,7.0,9.0,10.0,12.0,1.0,,,83.0,27.0,6.6,5.0,0,29,M,,,5.0,2.0,,,,,,,1.0,3.0,,2.0,,True,,,1.0,,2.0,,,,,,,,,,,
10382231,away,RKC Waalwijk,Mats Seuntjens,,,mats-seuntjens,M. Seuntjens,M,187,138,163541,EUR,703468800,F,20,20,False,28.0,20.0,5.0,2.0,7.0,8.0,13.0,20.0,6.0,,,83.0,48.0,8.4,17.0,1,20,M,,1.0,7.0,7.0,10.0,6.0,1.0,,,,5.0,1.0,3.0,1.0,,,1.0,,2.0,,,,,,,,,,,,3.0,1.0
10382231,away,RKC Waalwijk,Luuk Wouters,,,luuk-wouters,L. Wouters,D,190,33,1048222,EUR,928800000,D,34,34,True,23.0,20.0,4.0,2.0,14.0,15.0,6.0,8.0,4.0,,,45.0,33.0,6.6,4.0,0,15,M,,,4.0,1.0,1.0,,,,,,,1.0,,1.0,,,1.0,,2.0,1.0,1.0,,,,,,1.0,,,,,
10382231,away,RKC Waalwijk,Yassin Oukili,,,oukili-yassin,Y. Oukili,M,195,495,1010846,EUR,978480000,M,33,33,True,17.0,13.0,,,6.0,8.0,7.0,9.0,3.0,,,45.0,30.0,6.9,9.0,2,5,M,,,7.0,4.0,2.0,1.0,,1.0,2.0,2.0,2.0,3.0,,,2.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,
10382231,away,RKC Waalwijk,Florian Jozefzoon,,,florian-jozefzoon,F. Jozefzoon,M,173,88,121777,EUR,666057600,F,10,10,True,6.0,5.0,,,4.0,4.0,1.0,3.0,2.0,,,45.0,12.0,8.3,2.0,3,,M,1.0,,3.0,1.0,,,1.0,2.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,2.0,,,,,,
10382231,away,RKC Waalwijk,Saïd Bakari,,,said-bakari,S. Bakari,D,176,127,896210,EUR,780192000,M,22,22,True,5.0,4.0,,,,1.0,4.0,4.0,1.0,,,12.0,7.0,7.1,2.0,0,22,M,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0
10382231,away,RKC Waalwijk,Julen Lobete,,,julen-lobete,J. Lobete,F,176,172,1006232,EUR,969235200,F,7,7,True,7.0,6.0,,,2.0,2.0,4.0,5.0,3.0,,,12.0,10.0,6.6,3.0,0,24,M,,,2.0,,,,,,,,2.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,
10382231,away,RKC Waalwijk,Mark Spenkelink,,,mark-spenkelink,M. Spenkelink,G,196,33,875466,EUR,854323200,G,13,13,True,,,,,,,,,,,,,,,,0,16,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,away,RKC Waalwijk,Joel Pereira,,,joel-pereira,J. Pereira,G,188,279,788135,EUR,835920000,G,21,21,True,,,,,,,,,,,,,,,,0,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,away,RKC Waalwijk,Lars Nieuwpoort,,,lars-nieuwpoort,L. Nieuwpoort,D,189,9,339893,EUR,783388800,D,15,15,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,away,RKC Waalwijk,Kevin Felida,,,kevin-felida,K. Felida,M,172,104,896215,EUR,942278400,M,35,35,True,,,,,,,,,,,,,,,,0,6,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,away,RKC Waalwijk,Zakaria Bakkali,,,zakaria-bakkali,Z. Bakkali,M,168,156,285941,EUR,822614400,F,19,19,True,,,,,,,,,,,,,,,,0,99,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,away,RKC Waalwijk,Sebbe Augustijns,,,sebbe-augustijns,S. Augustijns,M,179,19,997507,EUR,936316800,M,26,26,True,,,,,,,,,,,,,,,,0,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382231,away,RKC Waalwijk,Patrick Vroegh,Patrick,Vroegh,patrick-vroegh,P. Vroegh,M,175,12,991846,EUR,943833600,M,8,8,True,,,,,,,,,,,,,,,,0,8,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
