match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_lastName,stat_aerialWon,stat_totalClearance,stat_shotOffTarget,stat_onTargetScoringAttempt,player_sofascoreId,stat_accurateCross,stat_blockedScoringAttempt,stat_dispossessed,stat_savedShotsFromInsideTheBox,stat_hitWoodwork,stat_totalOffside
11067450,home,Santos,João Paulo,joao-paulo,J. Paulo,G,34,188,1599,M,795177,EUR,804384000,G,34,34,False,True,20.0,12.0,9.0,2.0,10.0,11.0,2.0,9.0,5.0,1.0,1.0,90.0,23.0,7.0,8.0,0.0,0.0,0.00169244,0,0.1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067450,home,Santos,Gabriel Inocêncio,gabriel-inocencio,Gabriel Inocêncio,D,6,175,95,M,1047680,EUR,777340800,D,12,12,False,,33.0,25.0,4.0,2.0,11.0,11.0,14.0,23.0,8.0,,,90.0,60.0,6.7,17.0,0.0,0.0,0.0219644,0,,Gabriel Inocêncio,1.0,1.0,7.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,
11067450,home,Santos,Joaquim,joaquim,Joaquim,D,28,187,860,M,1047740,EUR,914803200,D,28,28,False,,31.0,23.0,7.0,3.0,20.0,24.0,3.0,7.0,6.0,,,90.0,48.0,8.0,9.0,0.0,0.0,0.00077177,0,,,,,,5.0,,,,4.0,1.0,3.0,1.0,1.0,,,,,2.0,6.0,,,,,,,,,
11067450,home,Santos,Messias,messias,Messias,D,4,192,220,M,839765,EUR,783820800,D,24,24,False,,19.0,12.0,2.0,,12.0,14.0,,5.0,2.0,,,45.0,20.0,6.6,7.0,0.0,0.0,0.00011024,0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
11067450,home,Santos,Lucas Pires,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,44,44,False,,35.0,25.0,1.0,,7.0,8.0,18.0,30.0,5.0,,,86.0,66.0,7.1,16.0,0.0391,0.1616,0.0221737,2,,,3.0,1.0,4.0,4.0,2.0,2.0,2.0,,1.0,2.0,2.0,,,1.0,1.0,,,5.0,1.0,1.0,,,,,,,
11067450,home,Santos,Rodrigo Fernández,rodrigo-fernandez,R. Fernández,M,5,172,285,M,877599,EUR,820627200,M,14,14,False,,36.0,26.0,5.0,3.0,11.0,14.0,15.0,23.0,8.0,,,90.0,46.0,6.4,14.0,0.0,0.0,0.0192078,0,,,1.0,,8.0,4.0,6.0,,,,2.0,2.0,1.0,2.0,,2.0,,,2.0,2.0,,,,,,,,,
11067450,home,Santos,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,19,19,False,,33.0,29.0,3.0,,17.0,20.0,12.0,14.0,10.0,,,90.0,58.0,7.4,7.0,0.0268,0.0,0.0145691,0,,,1.0,2.0,7.0,10.0,,1.0,,1.0,1.0,5.0,2.0,1.0,4.0,5.0,1.0,,1.0,4.0,,,,,,,,,
11067450,home,Santos,Ângelo,angelo,Ângelo,M,20,182,9961,M,1086455,EUR,1103587200,M,11,11,False,,22.0,13.0,2.0,1.0,3.0,6.0,10.0,18.0,4.0,,,59.0,35.0,6.4,15.0,0.0,0.0,0.0219187,0,,Ângelo,2.0,,5.0,5.0,1.0,6.0,3.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,angelogabriel,,,,,,
11067450,home,Santos,Lucas Lima,lucas-lima,L. Lima,M,10,176,1742,M,244589,EUR,647481600,M,23,23,False,,42.0,31.0,1.0,1.0,10.0,12.0,22.0,32.0,3.0,,,88.0,55.0,6.9,14.0,0.1122,0.0,0.103565,2,,,2.0,1.0,6.0,4.0,1.0,,,,,1.0,1.0,2.0,2.0,4.0,2.0,,1.0,,,,,1.0,2.0,,,,
11067450,home,Santos,Lucas Braga,lucas-braga,L. Braga,M,22,184,437,M,934801,EUR,847584000,M,30,30,False,,9.0,8.0,,,,,8.0,9.0,,,,45.0,14.0,6.4,4.0,0.0192,0.0,0.036646,1,,,,1.0,2.0,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,
