match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,player_sofascoreId,stat_totalContest,stat_wonContest,stat_fouls,stat_wonTackle,captain,stat_bigChanceCreated,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
10434099,home,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,1,192,197,M,30143,EUR,587260800,G,1,1,False,42.0,33.0,19.0,12.0,26.0,32.0,7.0,10.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,90.0,51.0,7.6,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434099,home,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,D,42,42,False,51.0,45.0,5.0,3.0,27.0,30.0,18.0,23.0,1.0,7.0,,,,,,90.0,61.0,6.8,9.0,0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10434099,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,63.0,50.0,8.0,2.0,33.0,41.0,17.0,22.0,4.0,6.0,,,,,,90.0,77.0,7.4,15.0,0,,1.0,2.0,4.0,,1.0,,,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,
10434099,home,Başakşehir FK,Ahmed Touba,ahmed-touba,A. Touba,D,5,190,4977,M,856216,EUR,889747200,D,59,59,False,62.0,57.0,5.0,2.0,38.0,39.0,19.0,23.0,6.0,1.0,,,,,,90.0,73.0,7.4,6.0,0,,,3.0,4.0,,,,1.0,3.0,,1.0,2.0,1.0,,,Toubaahmed59,1.0,1.0,3.0,,,,,,,,,,,,
10434099,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,140,M,248529,EUR,687052800,D,60,60,False,55.0,47.0,5.0,3.0,18.0,19.0,29.0,38.0,4.0,6.0,,,,,,90.0,86.0,7.3,18.0,0,2.0,1.0,4.0,3.0,,1.0,,1.0,1.0,,1.0,2.0,2.0,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,
10434099,home,Başakşehir FK,Mahmut Tekdemir,mahmut-tekdemir,M. Tekdemir,D,,178,50,M,43666,EUR,569721600,M,21,21,False,53.0,45.0,3.0,2.0,22.0,25.0,23.0,28.0,3.0,5.0,,,,,,90.0,66.0,6.7,10.0,0,,,5.0,3.0,1.0,1.0,2.0,1.0,,1.0,,2.0,,,,,1.0,,2.0,,True,1.0,,,,,,,,,
10434099,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,292,M,252207,EUR,728265600,M,23,23,False,26.0,23.0,1.0,1.0,8.0,9.0,16.0,21.0,,2.0,,,,,,85.0,46.0,6.9,11.0,2,4.0,1.0,7.0,3.0,1.0,1.0,,,,2.0,,,1.0,,,,3.0,2.0,3.0,,,,1.0,1.0,1.0,1.0,,,,,
10434099,home,Başakşehir FK,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,8,8,False,25.0,22.0,2.0,1.0,10.0,11.0,12.0,14.0,1.0,7.0,,,,,,77.0,35.0,6.6,8.0,2,,,4.0,2.0,1.0,1.0,,,1.0,1.0,,,3.0,,,,1.0,,2.0,1.0,,,,1.0,,,1.0,,,,
10434099,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,19,19,False,33.0,30.0,2.0,1.0,10.0,11.0,20.0,22.0,,4.0,,,,,,89.0,45.0,7.2,8.0,1,,1.0,4.0,2.0,1.0,,1.0,1.0,1.0,2.0,,3.0,3.0,,,,,,,,,,,,1.0,1.0,,,,,
10434099,home,Başakşehir FK,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176,112,M,96520,EUR,684806400,M,7,7,False,29.0,24.0,,,5.0,5.0,20.0,28.0,2.0,8.0,,,,,,85.0,53.0,6.9,13.0,3,4.0,2.0,5.0,5.0,2.0,,2.0,1.0,1.0,,,2.0,3.0,,,,2.0,2.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,
