match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalTackle,stat_shotOffTarget,stat_goals,stat_wonTackle,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalOffside
11409196,home,Chaves,Héctor Hernández,hector-hernandez,H. Hernández,F,23,180,2876,M,,352448,EUR,811036800,F,23,23,False,10.0,9.0,,,5.0,5.0,4.0,5.0,2.0,,90.0,19.0,6.9,6.0,0.0286,0.0,0.0488048,1,,,,,,,2.0,,3.0,2.0,,1.0,,,,,,,4.0,2.0,,,1.0,,,2.0,,,1.0,,,,
11409196,home,Chaves,Leandro Sanca,sanca-leandro,L. Sanca,M,11,184,101,M,,1141665,EUR,946944000,F,10,10,True,14.0,9.0,,,1.0,3.0,9.0,18.0,3.0,,45.0,28.0,6.8,13.0,0.0288,0.0,0.0696386,2,,,,,7.0,1.0,1.0,,3.0,1.0,,1.0,2.0,1.0,,,,,,,,,1.0,,,2.0,1.0,,,,,,
11409196,home,Chaves,Paulo Victor,paulo-victor,P. Victor,F,20,180,38,M,,1107995,EUR,985132800,F,9,9,True,14.0,11.0,,,3.0,3.0,8.0,12.0,2.0,,45.0,27.0,7.2,7.0,0.0722,0.0276,0.015397,2,,,,,1.0,,2.0,,4.0,2.0,,,,,1.0,,1.0,,3.0,,2.0,2.0,1.0,,1.0,1.0,,,,1.0,,,
11409196,home,Chaves,João Pedro,joao-pedro,J. Pedro,M,,176,61,M,,251217,EUR,733795200,M,8,8,True,24.0,20.0,2.0,1.0,7.0,8.0,13.0,16.0,,,22.0,28.0,6.6,6.0,0.0,0.0,0.00973937,0,,,,,,,2.0,1.0,3.0,3.0,,,1.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
11409196,home,Chaves,Guima,ricardo-guimaraes-guima,Guima,M,30,181,615,M,,370710,EUR,816307200,M,21,21,True,20.0,16.0,2.0,1.0,6.0,6.0,10.0,15.0,2.0,,22.0,26.0,6.6,6.0,0.0187,0.0,0.0114496,1,,,,,1.0,,1.0,,2.0,2.0,,1.0,,,,,,1.0,,2.0,,,,,,,1.0,,,,,,
11409196,home,Chaves,Sandro Cruz,cruz-sandro,S. Cruz,D,57,182,281,M,,982146,EUR,989625600,D,33,33,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,,14.0,9.0,6.5,1.0,0.0,0.0,0.00099765,0,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
11409196,home,Chaves,Rodrigo Nascimento,rodrigo-nascimento,R. Nascimento,G,31,198,55,M,,1128775,EUR,822614400,G,31,31,True,,,,,,,,,,,,,,,,0.0,,0,,Rodrigo Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409196,home,Chaves,Habib Sylla,habib-sylla,H. Sylla,D,52,178,24,M,,1386615,EUR,918777600,D,2,2,True,,,,,,,,,,,,,,,,0.0,,0,,Habib Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409196,home,Chaves,Steven Vitória,steven-vitoria,S. Vitória,D,,195,115,M,,59574,EUR,537321600,D,19,19,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409196,home,Chaves,João Queirós,joao-queiros,J. Queirós,D,4,190,59,M,,869032,EUR,893203200,D,44,44,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409196,away,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,,865371,EUR,790992000,G,40,40,False,33.0,16.0,27.0,10.0,9.0,12.0,7.0,21.0,8.0,1.0,90.0,46.0,7.4,17.0,0.0,0.0,0.00623417,0,-0.3341,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,5.0,
11409196,away,Moreirense,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,,1130513,EUR,952992000,D,2,2,False,30.0,24.0,9.0,6.0,11.0,12.0,14.0,21.0,7.0,,90.0,60.0,6.7,14.0,0.0,0.0,0.0224191,0,,,,,3.0,1.0,1.0,3.0,8.0,4.0,,2.0,,,,7.0,,,,,5.0,1.0,,,,1.0,,,,,,,
11409196,away,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,,156318,EUR,617500800,D,44,44,False,34.0,23.0,9.0,5.0,16.0,19.0,7.0,15.0,3.0,,90.0,46.0,7.0,12.0,0.0,0.0,0.00481011,0,,,,,,,,3.0,1.0,5.0,,,,,,7.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,
11409196,away,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,,931485,EUR,767404800,D,26,26,False,26.0,17.0,9.0,1.0,17.0,19.0,,7.0,4.0,,90.0,41.0,6.6,9.0,0.0,0.0,0.00015537,0,,,,,,,,3.0,,4.0,,,,,,10.0,,1.0,,1.0,,,,,,,,,,,,,
11409196,away,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,,931743,EUR,924652800,D,23,23,False,25.0,17.0,4.0,1.0,12.0,17.0,5.0,9.0,8.0,,90.0,47.0,6.9,10.0,0.0,0.0,0.00142194,0,,,,,1.0,,,3.0,2.0,5.0,1.0,,,,,6.0,,,,,1.0,2.0,,,2.0,,,,,,,,
11409196,away,Moreirense,Gonçalo Franco,goncalo-franco,G. Franco,M,17,176,243,M,,984866,EUR,974419200,M,88,88,False,27.0,22.0,1.0,,9.0,12.0,13.0,15.0,5.0,,89.0,42.0,7.4,8.0,0.0,0.0,0.055961,0,,,,,,,1.0,1.0,4.0,7.0,,1.0,,,,1.0,,4.0,1.0,4.0,2.0,2.0,,,2.0,1.0,,,,,,,
11409196,away,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,,892170,EUR,898992000,M,80,80,False,35.0,32.0,1.0,,15.0,17.0,17.0,18.0,9.0,,90.0,45.0,6.8,3.0,0.0,0.0,0.0181627,0,,,,,,,,1.0,1.0,5.0,,,1.0,1.0,,2.0,1.0,,,2.0,1.0,1.0,,,1.0,,,,,,,,
11409196,away,Moreirense,Kobamelo Kodisang,kobamelo-kodisang,K. Kodisang,M,13,169,215,M,,822874,EUR,935798400,M,21,21,False,9.0,5.0,1.0,,,1.0,5.0,10.0,1.0,,73.0,19.0,6.4,8.0,0.0,0.0,0.0102526,0,,,,,2.0,,,,2.0,2.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,2.0
11409196,away,Moreirense,Alan,alan,Alan,M,11,163,525,M,,905455,EUR,952473600,M,11,11,False,18.0,17.0,2.0,2.0,8.0,8.0,9.0,14.0,4.0,,88.0,41.0,8.1,8.0,0.6901,0.3103,0.0258102,4,,,,,4.0,,2.0,,8.0,6.0,1.0,,3.0,2.0,1.0,,1.0,,1.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,,1.0,,1.0,,,
11409196,away,Moreirense,João Camacho,joao-camacho,J. Camacho,M,37,174,51,M,,317677,EUR,772329600,M,19,19,False,22.0,12.0,5.0,2.0,7.0,9.0,5.0,13.0,6.0,,88.0,36.0,7.9,12.0,0.1045,0.2591,0.0337457,3,,,,,,,2.0,,6.0,3.0,1.0,,2.0,1.0,1.0,,,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,,,
11409196,away,Moreirense,André Luis,andre-luis,A. Luis,F,9,182,773,M,,904297,EUR,763171200,F,9,9,False,18.0,13.0,2.0,1.0,3.0,4.0,10.0,14.0,6.0,,89.0,34.0,6.6,13.0,0.0476,0.0,0.0149922,1,,,,True,,,6.0,5.0,8.0,6.0,,,1.0,,,2.0,,,7.0,1.0,2.0,,,,,,1.0,,,,,,
11409196,away,Moreirense,Madson de Souza Silva,madson-de-souza-silva,M. d. S. Silva,M,9,164,238,M,,937555,EUR,935625600,F,31,31,True,8.0,7.0,1.0,1.0,,,7.0,10.0,,,17.0,15.0,6.7,6.0,0.0,0.0,0.0296847,0,,,,,2.0,,,1.0,2.0,2.0,,,2.0,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,
11409196,away,Moreirense,Wallisson Luiz,wallisson-luiz,Wallisson Luiz,M,8,184,182,M,,922601,EUR,874972800,M,8,8,True,4.0,2.0,,,,1.0,2.0,3.0,,,12.0,9.0,6.8,4.0,0.0,0.0,0.00034943,0,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,2.0,,,1.0,,,1.0,1.0,,,,,,,
11409196,away,Moreirense,Pedro Aparício,pedro-aparicio,P. Aparício,M,10,171,39,M,,1091674,EUR,809049600,M,10,10,True,5.0,4.0,,,1.0,1.0,3.0,4.0,,,12.0,9.0,6.7,2.0,0.0675,0.0,0.0385695,1,,Pedro Aparício,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,
11409196,away,Moreirense,Pedro Amador,pedro-amador,P. Amador,D,18,181,89,M,,927038,EUR,913939200,D,18,18,True,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11409196,away,Moreirense,Matheus Aiás,matheus-aias,M. Aiás,F,9,175,293,M,,899902,EUR,851904000,F,7,7,True,1.0,,,,,1.0,,,,,1.0,2.0,,2.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11409196,away,Moreirense,Caio,caio,Caio,G,22,192,67,M,,345843,EUR,661824000,G,22,22,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409196,away,Moreirense,Gilberto Batista,batista-gilberto,G. Batista,D,66,185,135,M,,1153099,EUR,1072656000,D,66,66,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409196,away,Moreirense,Rúben Ramos Ismael,ruben-ramos-ismael,Ismael,M,16,184,179,M,,1469058,EUR,922320000,M,6,6,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409196,away,Moreirense,Rodrigo Macedo,macedo-rodrigo,R. Macedo,F,92,180,30,M,,1394914,EUR,1057708800,F,90,90,True,,,,,,,,,,,,,,,,0.0,,0,,Rodrigo,Macedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
