match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_shotOffTarget,stat_interceptionWon,stat_penaltyConceded,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_penaltyWon,stat_hitWoodwork,stat_outfielderBlock,stat_goodHighClaim,stat_errorLeadToAGoal,stat_errorLeadToAShot
12451076,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,31.0,25.0,11.0,5.0,0.0,24.0,27.0,1.0,4.0,7.0,1.0,1.0,90.0,37.0,6.5,7.0,0.00025457,0,-0.9685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451076,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,,65.0,56.0,6.0,2.0,0.0,34.0,37.0,22.0,29.0,3.0,,,76.0,71.0,6.3,10.0,0.00719892,0,,1.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451076,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,,106.0,98.0,11.0,7.0,0.0,60.0,63.0,38.0,43.0,4.0,,,90.0,115.0,6.7,10.0,0.0293028,0,,,5.0,8.0,7.0,,2.0,,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12451076,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,,92.0,84.0,6.0,3.0,0.0,44.0,47.0,40.0,45.0,11.0,,,90.0,104.0,6.9,9.0,0.067087,2,,,5.0,2.0,10.0,,,4.0,2.0,1.0,1.0,,,,1.0,1.0,,,2.0,1.0,1.0,0.2409,1.0,,,,,,,,,,,,,,,
12451076,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,,89.0,75.0,3.0,1.0,0.0,26.0,28.0,50.0,69.0,3.0,,,90.0,116.0,7.8,24.0,0.248261,1,,8.0,,4.0,4.0,,,4.0,3.0,2.0,,2.0,,,,,,,,1.0,,0.7884,1.0,przemek.franek_,1.0,1.0,1.0,1.0,0.9235,,,,,,,,,
12451076,home,RC Lens,Neil El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186,16055,M,1128530,EUR,994032000,M,23,23,False,,38.0,33.0,,,0.0,11.0,12.0,23.0,29.0,4.0,,,69.0,49.0,6.6,9.0,0.0966117,2,,3.0,2.0,5.0,3.0,1.0,,,,,2.0,2.0,1.0,1.0,,,Neil,El Aynaoui,2.0,,,0.1771,1.0,,1.0,,,,,1.0,,,,,,,,
12451076,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,28,28,False,,58.0,51.0,2.0,1.0,0.0,21.0,24.0,31.0,37.0,8.0,,,90.0,73.0,7.0,13.0,0.0599277,2,,3.0,,9.0,2.0,1.0,1.0,,,1.0,4.0,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.1868,3.0,,1.0,,1.0,1.0,0.9945,1.0,1.0,,,,,,,
12451076,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179,1117,M,822110,EUR,746928000,M,3,3,False,,34.0,29.0,2.0,,0.0,17.0,19.0,15.0,18.0,4.0,,,90.0,55.0,7.5,8.0,0.265384,1,,3.0,1.0,3.0,7.0,,,4.0,3.0,1.0,1.0,,1.0,,1.0,2.0,,,,1.0,,0.0239,2.0,,3.0,1.0,,,,,,1.0,,,,,,
12451076,home,RC Lens,David Pereira da Costa,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,F,10,10,False,,27.0,26.0,1.0,1.0,0.0,8.0,8.0,20.0,22.0,,,,69.0,35.0,7.5,4.0,0.228874,1,,3.0,,2.0,2.0,,,,,,1.0,1.0,,,1.0,2.0,,,,,,0.042,2.0,,2.0,1.0,,,,,,1.0,1.0,,,,,
12451076,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,F,18,18,False,,38.0,27.0,2.0,1.0,0.0,10.0,11.0,17.0,27.0,2.0,,,63.0,47.0,6.4,15.0,0.0341011,1,,,1.0,4.0,2.0,2.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,0.0922,,,,,,,,1.0,,,,1.0,,,,
