match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,captain,stat_accurateCross,player_sofascoreId,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAGoal
14493419,home,Como,Jean Butez,jean-butez,J. Butez,G,1,188,1350,M,599114,EUR,802569600,G,1,1,False,38.0,35.0,8.0,5.0,0.0,34.0,36.0,1.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,2.0,90.0,46.0,8.3,3.0,0.5231,0,0.07,0.05,0.2,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493419,home,Como,Stefan Posch,stefan-posch,S. Posch,D,4,188,1362,M,355486,EUR,863568000,D,27,27,False,16.0,9.0,1.0,,0.0,7.0,8.0,2.0,8.0,1.0,3.0,,,,,,45.0,36.0,7.1,10.0,,2,-0.24,0.36,0.13,,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,-0.57,,,,,,,,,,,,,,,,,,,,
14493419,home,Como,Edoardo Goldaniga,edoardo-goldaniga,E. Goldaniga,D,5,193,349,M,295133,EUR,752198400,D,5,5,False,90.0,81.0,9.0,4.0,0.0,52.0,55.0,29.0,35.0,4.0,4.0,,,,,,90.0,98.0,7.4,12.0,,0,0.35,0.23,-0.01,,2.0,1.0,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
14493419,home,Como,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,885,M,226974,EUR,791251200,D,2,2,False,81.0,74.0,3.0,1.0,0.0,67.0,68.0,7.0,13.0,3.0,4.0,,,,,,90.0,93.0,7.8,7.0,,2,0.14,0.16,0.43,,,10.0,2.0,11.0,,,1.0,,,,1.0,-0.46,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
14493419,home,Como,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171,866,M,229740,EUR,710294400,D,18,18,False,102.0,90.0,8.0,3.0,0.0,59.0,62.0,31.0,40.0,1.0,7.0,,,,,,90.0,116.0,7.3,16.0,,0,0.23,0.15,0.2,,1.0,,,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
14493419,home,Como,Maxence Caqueret,maxence-caqueret,M. Caqueret,M,6,174,2493,M,859027,EUR,950572800,M,6,6,False,90.0,82.0,4.0,4.0,1.0,46.0,48.0,36.0,42.0,,12.0,,,,,,90.0,107.0,8.1,13.0,,0,0.46,0.47,-0.03,,1.0,1.0,4.0,6.0,1.0,,,1.0,,1.0,3.0,,,,,,,4.0,,2.0,2.0,1.0,1.0,3.0,,,,,,,,
14493419,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174,1976,M,911848,EUR,992044800,M,33,33,False,95.0,88.0,1.0,,0.0,53.0,56.0,35.0,39.0,,5.0,,,,,,90.0,108.0,7.5,9.0,,2,0.27,0.29,-0.03,,4.0,,2.0,5.0,1.0,,,5.0,3.0,,,0.01,,,1.0,2.0,,1.0,,,,,,2.0,True,2.0,,,,,,
14493419,home,Como,Jayden Addai,jayden-addai,J. Addai,M,42,176,3079,M,1177723,EUR,1125014400,M,42,42,False,23.0,19.0,1.0,1.0,0.0,4.0,5.0,15.0,18.0,,3.0,,,,,,78.0,42.0,7.3,14.0,,0,0.19,0.36,0.19,,2.0,,7.0,7.0,,,,2.0,2.0,3.0,2.0,,,,1.0,,,,1.0,2.0,6.0,3.0,,1.0,,,,,,,,
14493419,home,Como,Martin Baturina,martin-baturina,M. Baturina,M,20,172,10779,M,1090019,EUR,1045353600,M,20,20,False,42.0,39.0,1.0,1.0,1.0,17.0,17.0,22.0,25.0,,5.0,,,,,,84.0,64.0,7.0,14.0,,1,0.18,0.26,-0.07,,5.0,1.0,8.0,8.0,,,,1.0,1.0,3.0,6.0,-0.28,,,2.0,1.0,,,2.0,2.0,2.0,,2.0,5.0,,2.0,martinbaturina,,,,,
14493419,home,Como,Jesús Rodriguez,jesus-rodriguez,J. Rodriguez,M,17,185,4183,M,1800245,EUR,1132531200,M,17,17,False,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,,,,,,,45.0,18.0,8.8,7.0,,2,-0.01,0.35,0.13,,,,4.0,3.0,,,,1.0,1.0,3.0,1.0,0.88,,,1.0,2.0,,,1.0,,3.0,1.0,,,,,,2.0,,,,
