match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_accurateCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_dispossessed,stat_totalOffside,stat_goodHighClaim,stat_hitWoodwork,stat_errorLeadToAShot
14131899,away,Rio Ave,Dario Špikić,dario-spikic,D. Špikić,M,18,183,790,M,826024,EUR,922060800,F,18,18,False,11.0,8.0,1.0,1.0,0.0,3.0,3.0,8.0,3.0,,,79.0,26.0,6.9,9.0,0.0123859,,1,,0.0,0.23,0.15,,,,5.0,2.0,1.0,,3.0,4.0,2.0,2.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,0.039,,-0.18,,1.0,2.0,,1.0,,,1.0,
14131899,away,Rio Ave,João Tomé,joao-tome,J. Tomé,D,20,183,171,M,1173124,EUR,1045008000,D,20,20,True,11.0,11.0,,,0.0,6.0,6.0,5.0,1.0,,,23.0,16.0,6.3,2.0,0.0142451,,1,,0.06,0.02,-0.17,,,,5.0,2.0,,,,,,,,1.0,,,,,,2.0,,,1.0,,,,0.0686,,0.01,1.0,1.0,1.0,,,,,,
14131899,away,Rio Ave,João Graça,joao-graca,J. Graça,M,21,177,46,M,309296,EUR,803433600,M,21,21,True,17.0,16.0,2.0,1.0,0.0,8.0,8.0,9.0,,,,23.0,20.0,6.3,3.0,0.0352977,,0,,0.04,0.08,-0.16,,,,8.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0
14131899,away,Rio Ave,Tobias Medina,medina-tobias,T. Medina,F,27,170,106,M,1485103,EUR,1078272000,M,27,27,True,6.0,5.0,,,0.0,2.0,2.0,4.0,3.0,,,11.0,11.0,6.8,1.0,0.00248784,,0,,-0.15,-0.02,0.22,,Tobias Medina,,3.0,,,,1.0,3.0,,,,1.0,,,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,
14131899,away,Rio Ave,Marc Gual,marc-gual,M. Gual,F,28,184,483,M,860683,EUR,826675200,F,28,28,True,4.0,2.0,,,0.0,,2.0,2.0,,,,11.0,6.0,6.5,2.0,0.0105636,,1,,-0.11,0.2,-0.02,,,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,0.0507,,-0.08,,,,1.0,,,,,
14131899,away,Rio Ave,Tamás Nikitscher,nikitscher-tamas,T. Nikitscher,M,44,193,971,M,1393242,EUR,941587200,M,44,44,True,9.0,8.0,,,0.0,4.0,4.0,5.0,2.0,,,13.0,11.0,6.6,1.0,0.00207866,,0,,-0.06,0.05,0.13,,,,4.0,,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14131899,away,Rio Ave,Kevin Chamorro,kevin-chamorro,K. Chamorro,G,22,183,263,M,905406,EUR,955152000,G,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131899,away,Rio Ave,Omar Richards,omar-richards,O. Richards,D,77,174,528,M,892483,EUR,887500800,D,77,77,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131899,away,Rio Ave,Jakub Brabec,jakub-brabec,J. Brabec,D,32,186,152,M,72020,EUR,713059200,D,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131899,away,Rio Ave,Andreas Ndoj,andreas-ndoj,A. Ndoj,D,5,190,426,M,1005992,EUR,1044144000,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
