match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_accurateCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_dispossessed,stat_totalOffside,stat_goodHighClaim,stat_hitWoodwork,stat_errorLeadToAShot
14131899,home,Moreirense,Caio,caio,Caio,G,22,192,67,M,345843,EUR,661824000,G,22,22,False,32.0,21.0,15.0,4.0,0.0,21.0,21.0,11.0,7.0,2.0,4.0,90.0,40.0,6.8,11.0,3.119e-05,0.4424,0,0.1121,0.0,-0.08,-0.08,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131899,home,Moreirense,Dinis Pinto,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,False,36.0,28.0,2.0,1.0,2.0,9.0,13.0,23.0,3.0,,,90.0,57.0,7.7,11.0,0.102708,,0,,0.39,0.11,-0.02,,Dinis Pinto,,19.0,2.0,2.0,1.0,4.0,7.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
14131899,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,54.0,45.0,8.0,2.0,0.0,40.0,43.0,11.0,2.0,,,90.0,68.0,7.9,10.0,0.00239782,,2,,0.04,0.04,0.26,,,,5.0,,,3.0,1.0,7.0,,,,4.0,1.0,1.0,2.0,2.0,,,True,1.0,1.0,2.0,1.0,1.0,1.196,1.6218,0.4,,,,,,,,,
14131899,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,53.0,51.0,5.0,4.0,0.0,44.0,45.0,8.0,5.0,,,86.0,65.0,6.8,2.0,0.00206527,,0,,0.1,0.04,-0.06,,,,7.0,,2.0,,3.0,4.0,1.0,1.0,,3.0,1.0,3.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,
14131899,home,Moreirense,Kiko,kiko,Kiko,D,27,180,151,M,1395583,EUR,1018915200,D,27,27,False,51.0,43.0,7.0,2.0,0.0,29.0,32.0,19.0,1.0,,,86.0,74.0,6.6,12.0,0.116797,,1,,0.26,-0.04,-0.07,,,,14.0,1.0,,,3.0,3.0,1.0,,,2.0,1.0,1.0,3.0,,2.0,1.0,,,,,,2.0,0.1851,,-0.54,1.0,1.0,2.0,,,,,,
14131899,home,Moreirense,Mateja Stjepanović,mateja-stjepanovic,M. Stjepanović,M,8,185,313,M,1166006,EUR,1077235200,M,8,8,False,75.0,68.0,6.0,5.0,0.0,33.0,35.0,40.0,4.0,,,90.0,87.0,7.3,12.0,0.0391227,,0,,0.29,0.08,0.17,,Mateja Stjepanovic,,35.0,,,,1.0,2.0,,,,1.0,,1.0,2.0,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,
14131899,home,Moreirense,Vasco Sousa,vasco-sousa,V. Sousa,M,15,169,899,M,1006995,EUR,1049328000,M,15,15,False,39.0,34.0,3.0,2.0,0.0,15.0,16.0,23.0,8.0,,,58.0,49.0,7.2,7.0,0.181636,,1,,0.3,0.12,0.13,,,,19.0,,,,1.0,5.0,1.0,1.0,,,,1.0,1.0,3.0,,3.0,,1.0,,1.0,,1.0,0.0671,0.3307,0.11,,,2.0,,,,,,
14131899,home,Moreirense,Cedric Teguia,cedric-teguia,C. Teguia,M,7,180,82,M,910033,EUR,1001894400,M,7,7,False,18.0,15.0,4.0,4.0,0.0,7.0,7.0,11.0,1.0,,,45.0,28.0,6.4,8.0,0.014188,,2,,-0.06,0.05,-0.13,,,,8.0,3.0,1.0,,5.0,3.0,1.0,1.0,,,,,,2.0,1.0,,,3.0,,,,,0.1198,,-0.39,,1.0,1.0,1.0,,,,,
14131899,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,48.0,46.0,1.0,1.0,1.0,14.0,14.0,34.0,5.0,,,90.0,71.0,9.3,10.0,0.689002,,2,,1.0,0.22,-0.06,,,,32.0,7.0,1.0,,6.0,4.0,1.0,1.0,2.0,,,,2.0,1.0,2.0,2.0,,1.0,,1.0,1.0,1.0,0.0748,0.159,0.5,4.0,1.0,3.0,,2.0,1.0,,,
14131899,home,Moreirense,Kiko Bondoso,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,10,10,False,33.0,30.0,,,0.0,10.0,11.0,22.0,4.0,,,90.0,45.0,7.5,8.0,0.147172,,1,,0.39,0.42,-0.06,,,,20.0,1.0,1.0,,3.0,5.0,2.0,1.0,,,,,4.0,,,2.0,,,,,,1.0,0.0312,,-0.26,,1.0,1.0,,1.0,1.0,,,
14131899,home,Moreirense,Guilherme Schettine,guilherme-schettine,G. Schettine,F,95,178,325,M,856119,EUR,813283200,F,95,95,False,16.0,12.0,,,0.0,7.0,9.0,7.0,2.0,,,74.0,22.0,6.1,7.0,0.0125485,,1,,-0.09,0.07,0.16,,,,5.0,,2.0,,5.0,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,0.0821,0.0916,-0.2,,,1.0,,2.0,,,,
14131899,home,Moreirense,Diogo Travassos,diogo-travassos,D. Travassos,D,2,175,511,M,1142578,EUR,1080691200,D,2,2,True,15.0,15.0,1.0,1.0,0.0,5.0,5.0,10.0,1.0,,,45.0,29.0,7.3,4.0,0.0243274,,3,,0.06,0.03,-0.12,,,,10.0,2.0,1.0,,1.0,1.0,,,,3.0,,,,1.0,1.0,,,,,2.0,1.0,,0.4066,0.4545,0.46,,1.0,1.0,,,1.0,,,
14131899,home,Moreirense,Bernardo Martins,bernardo-martins,B. Martins,M,8,176,81,M,845811,EUR,881193600,M,20,20,True,22.0,18.0,1.0,1.0,0.0,6.0,7.0,15.0,2.0,,,32.0,33.0,6.8,7.0,0.103178,,2,,0.24,0.32,-0.09,,,,12.0,,,,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,0.0881,0.0244,-0.43,,,2.0,1.0,1.0,,,,
14131899,home,Moreirense,Yan Maranhão,yan,Y. Maranhão,F,99,183,107,M,1188685,EUR,1031875200,F,99,99,True,4.0,2.0,,,0.0,1.0,1.0,3.0,1.0,,,16.0,8.0,6.4,5.0,0.00178352,,0,,-0.24,0.51,0.13,,Yan,,1.0,1.0,4.0,,7.0,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,
14131899,home,Moreirense,Gilberto Batista,batista-gilberto,G. Batista,D,66,185,135,M,1153099,EUR,1072656000,D,66,66,True,1.0,1.0,,,0.0,,,1.0,,,,12.0,2.0,6.8,,7.303e-05,,0,,0.02,,0.18,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14131899,home,Moreirense,Joel Jorquera,joel-jorquera,J. Jorquera,M,19,171,23,M,1084416,EUR,946684800,F,19,19,True,,,,,0.0,,,,1.0,,,12.0,,6.3,,,,0,,,,,,Joel,Jorquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131899,home,Moreirense,André Ferreira,andre-ferreira,A. Ferreira,G,13,193,225,M,788197,EUR,833328000,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131899,home,Moreirense,Álvaro Martínez,alvaro-martinez,Á. Martínez,D,17,181,50,M,1175474,EUR,1020470400,D,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131899,home,Moreirense,Landerson,landerson,Landerson,M,78,167,96,M,1471229,EUR,1165881600,F,78,78,True,,,,,,,,,,,,,,,,,,0,,,,,,Landerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131899,home,Moreirense,Afonso Assis,afonso-assis,A. Assis,M,25,180,55,M,2030567,EUR,1152921600,M,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131899,away,Rio Ave,Cezary Miszta,cezary-miszta,C. Miszta,G,1,192,662,M,938292,EUR,1004400000,G,1,1,False,33.0,25.0,14.0,6.0,0.0,21.0,25.0,8.0,10.0,2.0,5.0,90.0,48.0,6.0,8.0,0.00289103,0.3851,0,-0.3179,0.1,0.01,-0.22,-0.54,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
14131899,away,Rio Ave,Francisco Petrasso,petrasso-francisco,F. Petrasso,D,23,191,153,M,1467139,EUR,1014854400,D,23,23,False,63.0,54.0,8.0,2.0,0.0,41.0,45.0,18.0,7.0,,,90.0,75.0,6.3,10.0,0.0062242,,0,,0.11,0.1,-0.45,,Francisco Petrasso,,13.0,,,2.0,1.0,4.0,,,,6.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,
14131899,away,Rio Ave,Jonathan Panzo,jonathan-panzo,J. Panzo,D,37,186,230,M,867438,EUR,971568000,D,4,4,False,37.0,36.0,,,0.0,35.0,35.0,2.0,2.0,,,67.0,43.0,6.2,2.0,0.00089187,,0,,0.02,0.01,-0.22,,,,1.0,,,2.0,2.0,2.0,1.0,,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
14131899,away,Rio Ave,Nelson Abbey,nelson-abbey,N. Abbey,D,6,187,247,M,1064359,EUR,1062028800,D,6,6,False,68.0,63.0,3.0,1.0,0.0,46.0,47.0,21.0,4.0,,,90.0,76.0,6.3,7.0,0.0104575,,0,,0.19,0.16,-0.37,,Nelson Abbey,,17.0,1.0,,,,1.0,,,,4.0,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,
14131899,away,Rio Ave,Marios Vrousai,marios-vrousai,M. Vrousai,D,17,183,243,M,848521,EUR,899337600,M,17,17,False,26.0,16.0,2.0,1.0,0.0,11.0,16.0,10.0,6.0,,,67.0,42.0,6.3,15.0,0.00612721,,0,,-0.07,0.08,-0.05,,,,5.0,2.0,,2.0,5.0,4.0,,,,3.0,,,2.0,,3.0,1.0,True,,,,,1.0,,,,,,1.0,,2.0,,,,
14131899,away,Rio Ave,Georgios Liavas,georgios-liavas,G. Liavas,M,54,175,143,M,946909,EUR,981849600,M,54,54,False,37.0,35.0,3.0,3.0,1.0,23.0,24.0,13.0,5.0,,,85.0,49.0,7.2,4.0,0.0471111,,1,,0.3,0.06,-0.03,,,,12.0,1.0,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,,2.0,,1.0,,1.0,0.0212,0.1204,0.0,,,,,,,,,
14131899,away,Rio Ave,Ole Pohlmann,ole-pohlmann,O. Pohlmann,M,80,184,239,M,930273,EUR,986428800,M,80,80,False,37.0,35.0,1.0,,0.0,23.0,24.0,13.0,3.0,,,79.0,52.0,6.6,7.0,0.0149572,,1,,0.04,0.13,-0.25,,,,12.0,1.0,,1.0,6.0,5.0,4.0,2.0,,2.0,,1.0,1.0,1.0,,,,3.0,,,,1.0,0.0202,,-0.14,,1.0,1.0,,1.0,,,,
14131899,away,Rio Ave,Nikolaos Athanasiou,athanasiou-nikolaos,N. Athanasiou,D,3,177,212,M,1100204,EUR,984614400,M,3,3,False,31.0,23.0,5.0,2.0,0.0,12.0,15.0,16.0,1.0,,,90.0,52.0,7.1,13.0,0.207003,,2,,0.27,0.1,-0.2,,,,11.0,8.0,,3.0,2.0,7.0,2.0,2.0,1.0,1.0,,,1.0,2.0,2.0,3.0,,,,,,1.0,0.0475,,-0.14,3.0,,,2.0,,1.0,,,
14131899,away,Rio Ave,André Luiz,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,F,11,11,False,14.0,10.0,3.0,,0.0,5.0,6.0,8.0,5.0,,,90.0,38.0,7.6,18.0,0.0217964,,5,,-0.35,0.87,0.14,,André Luiz,,5.0,3.0,,,8.0,3.0,7.0,,1.0,,,,1.0,2.0,,1.0,,,,1.0,1.0,1.0,0.5868,0.6363,0.44,,3.0,3.0,1.0,1.0,1.0,,1.0,
14131899,away,Rio Ave,Clayton,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,9,9,False,11.0,10.0,,,0.0,4.0,4.0,7.0,2.0,,,90.0,24.0,6.0,9.0,0.00523451,,3,,-0.1,0.24,-0.05,,,,6.0,1.0,2.0,2.0,11.0,3.0,1.0,,,1.0,,,,1.0,5.0,,,1.0,2.0,2.0,,,0.3396,0.3554,0.03,,,4.0,1.0,2.0,1.0,,,
