match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_wasFouled,captain,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,player_sofascoreId,stat_goals,player_firstName,player_lastName,stat_goodHighClaim
11391106,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,44.0,40.0,6.0,2.0,39.0,40.0,1.0,4.0,1.0,5.0,2.0,3.0,90.0,51.0,6.8,4.0,0.0,0.0,0.00107629,0,-0.1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391106,home,Stade Rennais,Lorenz Assignon,lorenz-assignon,L. Assignon,M,22,179,641,M,1009334,EUR,961632000,D,22,22,False,63.0,60.0,3.0,2.0,15.0,15.0,48.0,51.0,1.0,9.0,,,89.0,74.0,7.3,5.0,0.017,0.0,0.397632,1,,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
11391106,home,Stade Rennais,Warmed Omari,omari-warmed,W. Omari,D,17,185,538,M,999030,EUR,956448000,D,23,23,False,103.0,101.0,2.0,2.0,49.0,49.0,52.0,54.0,1.0,2.0,,,90.0,110.0,7.1,4.0,0.0,0.0,0.0302755,0,,,,,2.0,,,,,2.0,,,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11391106,home,Stade Rennais,Arthur Theate,arthur-theate,A. Theate,D,3,186,2210,M,965778,EUR,959212800,D,5,5,False,105.0,98.0,3.0,1.0,55.0,56.0,43.0,49.0,1.0,5.0,,,90.0,112.0,7.1,8.0,0.059,0.0,0.0212735,1,,,,2.0,3.0,1.0,,,,,,,3.0,4.0,,,,2.0,1.0,,1.0,,,,,,,,,,,
11391106,home,Stade Rennais,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,16,16,False,39.0,34.0,,,20.0,21.0,14.0,21.0,4.0,4.0,,,74.0,67.0,7.1,12.0,0.0,0.0,0.017713,0,,3.0,,,4.0,1.0,,,3.0,1.0,1.0,,1.0,9.0,1.0,2.0,1.0,,5.0,2.0,,2.0,,,,,,,,,,
11391106,home,Stade Rennais,Benjamin Bourigeaud,benjamin-bourigeaud,B. Bourigeaud,M,19,178,962,M,324399,EUR,758505600,M,14,14,False,76.0,68.0,9.0,7.0,19.0,21.0,51.0,62.0,2.0,5.0,,,90.0,94.0,8.2,16.0,0.1607,0.0,0.221084,2,,7.0,2.0,1.0,3.0,,,1.0,,3.0,,6.0,,2.0,2.0,,,,2.0,2.0,1.0,,True,1.0,1.0,,,,,,,
11391106,home,Stade Rennais,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,8,8,False,86.0,81.0,3.0,2.0,47.0,48.0,34.0,38.0,,9.0,,,90.0,100.0,6.6,8.0,0.7162,1.1398,0.0187115,4,,,,2.0,5.0,,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,,,1.0,,,1.0,1.0,,,,2.0,2.0,,,,,
11391106,home,Stade Rennais,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,M,28,28,False,55.0,53.0,1.0,1.0,13.0,13.0,40.0,43.0,,5.0,,,74.0,75.0,7.5,10.0,0.043,0.0,0.377311,1,,1.0,,,4.0,3.0,,,,3.0,1.0,3.0,,5.0,,2.0,1.0,,4.0,4.0,1.0,,,,,,,,,,,
11391106,home,Stade Rennais,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,934386,EUR,1022457600,F,10,10,False,38.0,35.0,1.0,1.0,9.0,9.0,27.0,30.0,,4.0,,,84.0,61.0,9.3,6.0,0.4176,0.6005,0.577495,4,,1.0,1.0,1.0,4.0,1.0,,,,1.0,2.0,2.0,,14.0,,9.0,9.0,,2.0,2.0,1.0,3.0,,,,,3.0,Dokss,1.0,,,
11391106,home,Stade Rennais,Arnaud Kalimuendo,arnaud-kalimuendo,A. Kalimuendo,F,25,175,3552,M,954061,EUR,1011484800,F,9,9,False,25.0,21.0,1.0,1.0,6.0,7.0,15.0,18.0,,2.0,,,74.0,35.0,7.6,9.0,0.8898,0.9908,0.174799,3,,,,1.0,3.0,2.0,,2.0,,2.0,,2.0,,2.0,,,,,1.0,,,1.0,,,,,1.0,,1.0,,,
