match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_wasFouled,stat_totalContest,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14035916,home,Royale Union Saint-Gilloise,Kjell Scherpen,kjell-scherpen,K. Scherpen,G,37,205.0,781,M,852394,EUR,948585600,G,37,37,False,30.0,24.0,16.0,10.0,0.0,15.0,17.0,9.0,13.0,1.0,4.0,1.0,2.0,2.0,1.0,90.0,38.0,7.1,6.0,0.00850112,0.0303,0,0.1803,0.1,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035916,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175.0,9946,M,895327,EUR,878860800,D,5,5,False,44.0,38.0,6.0,4.0,0.0,22.0,26.0,16.0,18.0,5.0,1.0,,,,,90.0,68.0,7.9,9.0,0.0141098,,0,,0.21,0.02,0.87,,2.0,1.0,6.0,6.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14035916,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196.0,311,M,303634,EUR,686793600,D,16,16,False,50.0,40.0,6.0,2.0,0.0,32.0,36.0,8.0,14.0,6.0,2.0,,,,,90.0,60.0,7.2,10.0,0.00731454,,1,,0.09,0.03,0.44,,2.0,3.0,2.0,3.0,,2.0,,,,,,,True,1.0,0.0324,0.1259,1.0,-0.11,,,,,,,,,,,,,,,,,,
14035916,home,Royale Union Saint-Gilloise,Ross Sykes,ross-sykes,R. Sykes,D,26,196.0,234,M,845558,EUR,922406400,D,26,26,False,41.0,32.0,6.0,1.0,0.0,15.0,16.0,17.0,25.0,3.0,3.0,,,,,90.0,58.0,7.7,12.0,0.12036,,2,,-0.05,0.13,0.66,,,5.0,,9.0,,,,1.0,1.0,1.0,,,,2.0,0.0939,0.5232,2.0,-0.24,,,1.0,3.0,,,,,,,,,,,,,,
14035916,home,Royale Union Saint-Gilloise,Anan Khalaili,khalaili-anan,A. Khalaili,M,25,183.0,2317,M,1403362,EUR,1094169600,M,25,25,False,23.0,16.0,7.0,2.0,0.0,9.0,13.0,7.0,10.0,6.0,7.0,,,,,84.0,46.0,6.5,12.0,0.0673898,,0,,0.01,0.14,0.25,,1.0,1.0,7.0,2.0,2.0,1.0,1.0,,,,2.0,,,,,,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,
14035916,home,Royale Union Saint-Gilloise,Kamiel Van de Perre,van-de-perre-kamiel,K. V. D. Perre,M,6,181.0,375,M,1146316,EUR,1076544000,M,6,6,False,29.0,27.0,5.0,5.0,1.0,9.0,10.0,18.0,19.0,2.0,7.0,,,,,90.0,53.0,8.0,5.0,0.0162435,,1,,0.2,-0.06,0.37,,,1.0,2.0,10.0,,,2.0,,8.0,6.0,1.0,,,,0.0625,,3.0,-0.14,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,
14035916,home,Royale Union Saint-Gilloise,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179.0,194,M,133164,EUR,764380800,M,17,17,False,23.0,19.0,3.0,,0.0,4.0,5.0,15.0,18.0,,2.0,,,,,77.0,39.0,6.9,10.0,0.228005,,2,,0.33,0.07,-0.05,,,1.0,2.0,2.0,1.0,,2.0,,1.0,1.0,,,,,0.0649,,3.0,-0.12,,,6.0,,,2.0,1.0,,4.0,2.0,1.0,,,,,,,
14035916,home,Royale Union Saint-Gilloise,Ousseynou Niang,ousseynou-niang,O. Niang,M,22,168.0,3149,M,880780,EUR,1002844800,M,22,22,False,32.0,22.0,1.0,,0.0,8.0,9.0,14.0,23.0,2.0,4.0,,,,,90.0,52.0,7.6,15.0,0.050198,,1,,0.34,0.6,0.22,,,,1.0,4.0,,,1.0,,1.0,1.0,,,,,0.057,,,-0.39,,,4.0,2.0,2.0,,,1.0,,,,1.0,,,,,,
14035916,home,Royale Union Saint-Gilloise,Marc Giger,marc-giger,M. Giger,M,20,186.0,215,M,1406947,EUR,1080345600,F,20,20,False,10.0,10.0,1.0,1.0,0.0,,,10.0,10.0,,4.0,,,,,62.0,31.0,7.0,9.0,0.0513554,,1,,0.25,-0.03,0.16,,,,4.0,7.0,,,,,4.0,2.0,,,,,0.1508,,1.0,-0.26,,,1.0,1.0,3.0,2.0,3.0,,,1.0,,2.0,,,,,,
14035916,home,Royale Union Saint-Gilloise,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167.0,2677,M,964764,EUR,1019260800,F,10,10,False,27.0,21.0,2.0,1.0,0.0,4.0,6.0,17.0,21.0,,8.0,,,,,90.0,47.0,7.7,13.0,0.463267,,3,,0.49,0.55,0.23,,,,3.0,5.0,,,1.0,,2.0,2.0,1.0,,,,0.2532,,2.0,-0.57,,,5.0,1.0,4.0,1.0,,2.0,2.0,1.0,,2.0,1.0,,,,,
