match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,player_sofascoreId,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_lastManTackle,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_shotValueNormalized,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_bigChanceCreated,stat_penaltyConceded
14167911,home,Olympique Lyonnais,Malick Fofana,malick-fofana,M. Fofana,F,11,169,6170,M,1195784,EUR,1112227200,F,11,11,False,17.0,13.0,1.0,,0.0,9.0,10.0,4.0,7.0,5.0,,,2.0,,,,68.0,28.0,6.8,9.0,0.00139569,,1,,-0.14,0.19,0.13,,Malick Fofana,,1.0,,1.0,,,3.0,,,1.0,,,,3.0,1.0,,,,,,,,0.0906,,,0.0,,,,1.0,,,,,,,,
14167911,home,Olympique Lyonnais,Afonso Moreira,afonso-moreira,A. Moreira,F,17,175,2494,M,1215906,EUR,1111190400,F,17,17,True,12.0,11.0,,,0.0,4.0,4.0,7.0,8.0,3.0,,,2.0,,,,22.0,24.0,8.0,6.0,0.175929,,2,,0.3,0.06,-0.01,,,,5.0,,2.0,,,1.0,,1.0,2.0,1.0,,,,,,,,,,1.0,,0.0564,0.757,,0.54,2.0,,,1.0,1.0,,,,,,,
14167911,home,Olympique Lyonnais,Rachid Ghezzal,rachid-ghezzal,R. Ghezzal,M,18,182,3141,M,123228,EUR,705369600,F,18,18,True,5.0,4.0,,,0.0,4.0,5.0,,0.0,2.0,1.0,,,,,,13.0,10.0,6.7,3.0,7.1e-05,,1,,-0.05,-0.13,0.15,,,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,0.0535,,,0.02,,,,1.0,,,,,,,,
14167911,home,Olympique Lyonnais,Martín Satriano,martin-satriano,M. Satriano,F,10,187,2192,M,973536,EUR,982627200,F,20,20,True,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,,,2.0,,,,,13.0,6.0,6.5,,0.0051317,,1,,-0.01,,0.15,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.2733,,,0.01,,1.0,1.0,,,,,,,,,
14167911,home,Olympique Lyonnais,Mathys de Carvalho,mathys-de-carvalho,M. d. Carvalho,M,39,183,447,,1545023,EUR,1114905600,M,39,39,True,,,,,0.0,,,,,,,,,,,,1.0,,,,,,0,,,,,,Mathys,de Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,home,Olympique Lyonnais,Lassine Diarra,lassine-diarra,L. Diarra,G,20,195,505,M,1481174,EUR,1036972800,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Lassine Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,home,Olympique Lyonnais,Abner Vinícius,abner-vinicius,Abner Vinícius,D,16,181,3931,M,973838,EUR,959385600,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,home,Olympique Lyonnais,Ruben Kluivert,ruben-kluivert,R. Kluivert,D,21,187,1724,M,1014540,EUR,990403200,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,home,Olympique Lyonnais,Hans Hateboer,hans-hateboer,H. Hateboer,D,33,185,622,M,356352,EUR,758073600,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,home,Olympique Lyonnais,Khalis Merah,khalis-merah,K. Merah,M,44,178,3633,,2127096,EUR,1172188800,M,44,44,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Khalis,Merah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,away,RC Strasbourg,Mike Penders,mike-penders,M. Penders,G,39,199,4381,M,1149148,EUR,1122768000,G,39,39,False,61.0,49.0,19.0,7.0,0.0,45.0,46.0,4.0,15.0,,,10.0,,2.0,2.0,,90.0,64.0,7.9,12.0,0.00128516,0.6156,0,-0.3183,0.17,0.12,0.16,0.49,Mike Penders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,
14167911,away,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,D,6,6,False,38.0,34.0,4.0,3.0,0.0,28.0,31.0,6.0,7.0,,,3.0,,,,,67.0,44.0,5.1,4.0,0.0019807,,0,,0.05,0.02,-0.74,,Ismael Doukoure,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
14167911,away,RC Strasbourg,Mamadou Sarr,sarr-mamadou,M. Sarr,D,19,194,21849,M,1154657,EUR,1125273600,D,23,23,False,73.0,69.0,1.0,,0.0,64.0,66.0,5.0,7.0,3.0,7.0,6.0,2.0,,,,90.0,88.0,6.4,6.0,0.00156105,,0,,0.07,0.07,-0.27,,Mamadou Sarr,,,,2.0,,2.0,1.0,2.0,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,
14167911,away,RC Strasbourg,Lucas Høgsberg,lucas-hogsberg,L. Høgsberg,D,24,187,1156,M,1426597,EUR,1151020800,D,24,24,False,47.0,43.0,2.0,1.0,0.0,38.0,40.0,5.0,7.0,2.0,,5.0,1.0,,,,89.0,56.0,6.6,4.0,0.00257973,,0,,0.1,0.01,-0.16,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14167911,away,RC Strasbourg,Guéla Doué,guela-doue,G. Doué,D,2,187,10608,M,1002033,EUR,1034812800,M,22,22,False,24.0,19.0,1.0,,1.0,11.0,12.0,8.0,12.0,6.0,3.0,3.0,3.0,,,,90.0,51.0,6.9,14.0,0.398681,,0,,0.3,-0.01,0.15,,,,1.0,2.0,8.0,,,4.0,5.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,
14167911,away,RC Strasbourg,Abdoul Ouattara,abdoul-ouattara,A. Ouattara,M,3,180,1131,M,1930811,EUR,1129939200,M,42,42,False,17.0,14.0,,,0.0,7.0,8.0,7.0,9.0,3.0,1.0,2.0,1.0,,,,90.0,29.0,6.4,4.0,0.0240848,,2,,0.06,0.31,-0.15,,,,1.0,,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,0.1682,,,-0.56,1.0,1.0,,1.0,,,,,,,,
14167911,away,RC Strasbourg,Valentín Barco,valentin-barco,V. Barco,M,32,172,11515,M,1127057,EUR,1090540800,M,32,32,False,45.0,37.0,6.0,2.0,0.0,25.0,25.0,12.0,20.0,5.0,,4.0,3.0,,,,90.0,60.0,6.3,13.0,0.188055,,0,,0.25,0.12,-0.51,,Valentín Barco,,1.0,,4.0,1.0,1.0,2.0,1.0,,2.0,1.0,,colo.barco,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0
14167911,away,RC Strasbourg,Samir El Mourabet,el-mourabet-samir,S. E. Mourabet,M,29,186,2528,M,1605921,EUR,1128556800,M,29,29,False,35.0,30.0,,,0.0,26.0,29.0,4.0,6.0,2.0,,5.0,,,,,77.0,41.0,6.9,6.0,0.20342,,0,,0.28,0.33,0.21,,Samir El Mourabet,,,,2.0,,2.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14167911,away,RC Strasbourg,Diego Moreira,diego-moreira,D. Moreira,F,7,179,6007,M,1142233,EUR,1091750400,M,7,7,False,32.0,27.0,1.0,1.0,0.0,17.0,19.0,10.0,13.0,3.0,2.0,1.0,1.0,,,,89.0,46.0,6.4,9.0,0.00637674,,1,,-0.09,0.01,0.13,,Diego,Moreira,3.0,1.0,5.0,1.0,1.0,,2.0,1.0,,,1.0,diegzyyy,1.0,,,1.0,,,,,,0.0823,,,-0.23,,1.0,,,,,,,,,,
14167911,away,RC Strasbourg,Joaquin Panichelli,panichelli-joaquin,J. Panichelli,F,9,190,11517,M,1410925,EUR,1033948800,F,9,9,False,27.0,13.0,,,0.0,3.0,7.0,10.0,20.0,8.0,2.0,2.0,1.0,,,,90.0,39.0,7.5,18.0,0.0351624,,1,,-0.61,0.2,0.14,,Joaquín Panichelli,,,5.0,6.0,,,1.0,3.0,1.0,3.0,1.0,,,1.0,,2.0,1.0,,,,1.0,,0.1249,0.7397,,0.51,,,1.0,,1.0,,,,,,,
14167911,away,RC Strasbourg,Julio Enciso,julio-enciso,J. Enciso,M,19,173,12907,M,973556,EUR,1074816000,F,19,19,False,30.0,27.0,,,0.0,14.0,15.0,13.0,15.0,2.0,,1.0,1.0,,,,77.0,49.0,6.3,11.0,0.0300684,,3,,0.12,0.29,-0.01,,,,1.0,,8.0,,,1.0,1.0,1.0,3.0,1.0,,julioenciso.33,,,,4.0,,,,1.0,,0.1113,0.0388,,-0.53,,1.0,,1.0,,,,,,,,
14167911,away,RC Strasbourg,Andrew Omobamidele,andrew-omobamidele,A. Omobamidele,D,2,188,720,M,983066,EUR,1024790400,D,2,2,True,1.0,1.0,,,0.0,1.0,1.0,,,2.0,3.0,,,,,,13.0,5.0,6.6,,1.31e-06,,0,,0.0,,0.17,,,,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14167911,away,RC Strasbourg,Félix Lemaréchal,felix-lemarechal,F. Lemaréchal,M,80,181,791,M,1130942,EUR,1060214400,M,80,80,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,,,,,,13.0,7.0,6.2,3.0,0.00742609,,0,,-0.13,0.05,-0.11,,,,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,away,RC Strasbourg,Kendry Páez,kendry-paez,K. Páez,M,19,177,23800,M,1464025,EUR,1178236800,M,16,16,True,,,,,0.0,,,,,,,,,,,,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,kendrypaez_10,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,away,RC Strasbourg,Martial Godo,martial-godo,M. Godo,F,20,169,1281,M,1190938,EUR,1047600000,F,20,20,True,,,,,0.0,,,,,,,,,,,,8.0,,6.3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,away,RC Strasbourg,Stefan Bajić,stefan-bajic,S. Bajić,G,50,187,241,M,911843,EUR,1009065600,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,away,RC Strasbourg,Eduard Sobol,eduard-sobol,E. Sobol,D,23,186,579,M,186017,EUR,798336000,D,77,77,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,away,RC Strasbourg,Mathis Amougou,mathis-amougou,M. Amougou,M,17,177,3772,M,1426224,EUR,1137542400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,away,RC Strasbourg,Rafael Luis,luis-rafael,R. Luís,M,83,186,579,M,1153333,EUR,1108684800,M,83,83,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Rafael Luís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167911,away,RC Strasbourg,Sebastian Nanasi,sebastian-nanasi,S. Nanasi,M,11,178,2778,M,962068,EUR,1021507200,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sebastian Nanasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
