match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,captain,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_goals,stat_dispossessed,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented,stat_errorLeadToAGoal
11368678,home,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180.0,265,M,891931,EUR,868233600,M,6,6,True,9.0,6.0,1.0,,4.0,6.0,2.0,3.0,1.0,,18.0,12.0,6.5,3.0,0.00188081,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368678,home,Deportivo Alavés,Álex Sola,alex-sola,Á. Sola,M,7,178.0,195,M,966836,EUR,928886400,D,7,7,True,2.0,2.0,,,2.0,2.0,1.0,2.0,,,8.0,6.0,7.4,1.0,0.181903,0,2.0,,1.0,1.0,,,1.0,,,,,,,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,
11368678,home,Deportivo Alavés,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193.0,14784,M,1503836,EUR,1083715200,F,32,32,True,2.0,1.0,,,1.0,2.0,,,,,8.0,2.0,6.5,1.0,4.19e-06,0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,Samuel,Aghehowa,,,,,,samuaghehowa9,,,,,,
11368678,home,Deportivo Alavés,Luis Rioja,luis-rioja,L. Rioja,M,11,173.0,860,M,900433,EUR,750729600,F,11,11,True,2.0,1.0,,,,,1.0,3.0,,,8.0,3.0,6.5,2.0,0.00033013,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368678,home,Deportivo Alavés,Joaquin Panichelli,panichelli-joaquin,J. Panichelli,F,9,190.0,11517,M,1410925,EUR,1033948800,F,29,29,True,,,,,,,,,1.0,,8.0,4.0,6.7,2.0,,1,,1.0,,2.0,,,,,,,,2.0,,,,1.0,,1.0,0.0596,,,,,,,Joaquín Panichelli,,,,,,,,,,,,,
11368678,home,Deportivo Alavés,Jesús Owono,jesus-owono,J. Owono,G,13,183.0,434,M,990659,EUR,983404800,G,31,31,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368678,home,Deportivo Alavés,Álvaro García,alvaro-garcia,Á. García,D,26,192.0,8,M,1855438,EUR,1104537600,D,47,47,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Álvaro García,,,,,,,,,,,,,
11368678,home,Deportivo Alavés,Eneko Ortiz,eneko-ortiz,E. Ortiz,D,3,,13,M,1120373,EUR,1053907200,D,39,39,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Eneko Ortiz,,,,,,,,,,,,,
11368678,home,Deportivo Alavés,Selu Diallo,selu-diallo,S. Diallo,M,23,187.0,166,M,1522234,EUR,1064966400,M,35,35,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Selu Diallo,,,,,,,,,,,,,
11368678,home,Deportivo Alavés,Ianis Hagi,ianis-hagi,I. Hagi,M,14,180.0,7098,M,756344,EUR,909014400,M,10,10,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ianishagi,,,,,,
11368678,home,Deportivo Alavés,Xeber Alkain,xeber-alkain,X. Alkain,M,7,174.0,53,M,1010409,EUR,867283200,F,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368678,home,Deportivo Alavés,Abderrahman Rebbach,abderrahman-rebbach,A. Rebbach,M,21,176.0,1315,M,1082968,EUR,902793600,F,21,21,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190.0,509,M,32023,EUR,537235200,G,25,25,False,20.0,18.0,7.0,5.0,17.0,17.0,1.0,3.0,8.0,,90.0,33.0,7.2,2.0,0.00250329,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,1.0,-0.1787,
11368678,away,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184.0,3812,M,859773,EUR,926553600,D,3,3,False,86.0,72.0,9.0,3.0,30.0,37.0,42.0,50.0,3.0,,90.0,108.0,6.1,21.0,0.0547272,0,1.0,1.0,3.0,4.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0
11368678,away,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187.0,207,M,1069703,EUR,981849600,D,28,28,False,77.0,69.0,8.0,4.0,40.0,46.0,29.0,31.0,4.0,,90.0,88.0,6.2,9.0,0.0121533,0,,1.0,3.0,2.0,,,,3.0,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186.0,733,M,892521,EUR,854582400,D,4,4,False,40.0,36.0,8.0,5.0,24.0,26.0,12.0,14.0,2.0,,54.0,53.0,6.8,7.0,0.0120863,0,,2.0,2.0,5.0,,,,5.0,1.0,3.0,1.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Carles Pérez,carles-perez,C. Pérez,M,7,172.0,1038,M,794950,EUR,887587200,M,7,7,False,28.0,22.0,3.0,2.0,10.0,11.0,12.0,17.0,5.0,,79.0,48.0,6.5,11.0,0.0165711,0,,1.0,5.0,6.0,2.0,,,2.0,,4.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,
11368678,away,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170.0,770,M,835484,EUR,918000000,M,8,8,False,40.0,34.0,3.0,1.0,14.0,17.0,20.0,23.0,5.0,,73.0,48.0,6.7,8.0,0.0130088,0,,,2.0,1.0,1.0,1.0,,3.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Jailson,jailson,Jailson,D,,187.0,384,M,794861,EUR,810432000,M,16,16,False,60.0,55.0,4.0,2.0,16.0,16.0,39.0,45.0,1.0,,90.0,69.0,6.8,7.0,0.0526178,0,1.0,1.0,2.0,4.0,2.0,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179.0,623,M,984789,EUR,966988800,M,23,23,False,22.0,17.0,1.0,1.0,11.0,11.0,6.0,11.0,3.0,,54.0,39.0,6.7,10.0,0.00783414,0,,,2.0,3.0,1.0,,,1.0,1.0,2.0,2.0,3.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176.0,5000,M,19356,EUR,554774400,F,10,10,False,31.0,23.0,1.0,1.0,7.0,7.0,16.0,28.0,,,90.0,44.0,7.0,16.0,0.0333029,2,4.0,1.0,,2.0,,,,,,,,4.0,,,,2.0,,1.0,0.1651,True,,,,,,,,,,,,,i.aspas10,,,,,,
11368678,away,Celta Vigo,Anastasios Douvikas,douvikas-anastasios,A. Douvikas,F,11,184.0,4342,M,894863,EUR,933552000,F,12,12,False,12.0,8.0,,,6.0,7.0,2.0,5.0,1.0,,73.0,20.0,6.9,5.0,0.00393247,1,,1.0,2.0,5.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,3.0,0.044,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Hugo Álvarez,hugo-alvarez,H. Álvarez,M,23,176.0,698,M,1154935,EUR,1057104000,F,33,33,False,28.0,24.0,,,10.0,10.0,14.0,20.0,4.0,,90.0,48.0,6.3,13.0,0.0309318,0,2.0,1.0,11.0,2.0,3.0,,,1.0,,,,2.0,4.0,1.0,1.0,,,1.0,,,,1.0,,,,Hugo Álvarez,,,2.0,,,,,,,,,,
11368678,away,Celta Vigo,Williot Swedberg,williot-swedberg,W. Swedberg,M,19,185.0,4221,M,1126779,EUR,1075593600,M,19,19,True,18.0,14.0,1.0,,5.0,6.0,9.0,12.0,1.0,,36.0,24.0,6.4,7.0,0.0184479,0,,,2.0,2.0,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
11368678,away,Celta Vigo,Luca De La Torre,luca-de-la-torre,L. D. L. Torre,M,14,178.0,551,M,846492,EUR,895881600,M,14,14,True,21.0,19.0,,,4.0,5.0,15.0,17.0,,,36.0,31.0,6.5,8.0,0.0224519,0,1.0,1.0,3.0,4.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
11368678,away,Celta Vigo,Hugo Sotelo,hugo-sotelo,H. Sotelo,M,22,180.0,632,M,1120669,EUR,1071792000,M,30,30,True,22.0,20.0,1.0,1.0,2.0,2.0,18.0,20.0,1.0,,17.0,25.0,6.6,4.0,0.0202162,0,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,1.0,,,,Hugo Sotelo,,,,,,,,,,,,,
11368678,away,Celta Vigo,Tadeo Allende,tadeo-allende,T. Allende,M,21,185.0,6789,M,1108451,EUR,919468800,F,9,9,True,5.0,5.0,,,,,5.0,5.0,,,17.0,6.0,6.6,1.0,0.061578,0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Miguel Rodríguez,miguel-rodriguez,M. Rodríguez,M,22,179.0,653,M,1014118,EUR,1051574400,F,24,24,True,4.0,4.0,,,,,4.0,4.0,,,11.0,12.0,6.6,2.0,0.0089787,1,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,0.01,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183.0,223,M,848980,EUR,868406400,G,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Javier Manquillo,javier-manquillo,J. Manquillo,D,2,180.0,210,M,210082,EUR,768096000,D,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Mihailo Ristić,mihailo-ristic,M. Ristić,D,21,180.0,595,M,363774,EUR,815097600,D,21,21,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185.0,781,M,360718,EUR,801964800,D,2,2,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Damián Rodríguez,damian-rodriguez,D. Rodríguez,M,23,180.0,272,M,1216080,EUR,1047859200,M,34,34,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165.0,1013,M,557008,EUR,769910400,M,11,11,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368678,away,Celta Vigo,Jonathan Bamba,jonathan-bamba,J. Bamba,F,19,175.0,1936,M,595576,EUR,827798400,F,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
