match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_ownGoals,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAShot
12421064,home,K. Beerschot V.A.,Nick Shinton,,,nick-shinton,N. Shinton,G,33,196,117,M,909962,EUR,989452800,G,33,33,False,43.0,23.0,28.0,8.0,0.0,16.0,19.0,7.0,24.0,1.0,1.0,12.0,1.0,1.0,5.0,9.0,2.0,2.0,90.0,58.0,7.5,20.0,0.00221388,0,0.6456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Loïc Mbe Soh,,,loic-mbe-soh,L. M. Soh,D,4,186,287,M,904992,EUR,992390400,D,5,5,False,54.0,44.0,6.0,4.0,0.0,30.0,33.0,14.0,21.0,6.0,2.0,12.0,,3.0,,,,,90.0,64.0,6.8,11.0,0.0319722,1,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0463,,,,,,,,,,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Herve Matthys,,,herve-matthys,H. Matthys,D,3,184,82,M,318637,EUR,822009600,D,3,3,False,69.0,59.0,9.0,5.0,0.0,38.0,44.0,22.0,27.0,4.0,3.0,10.0,,2.0,,,,,90.0,82.0,6.6,11.0,0.0419373,0,,2.0,,,,,,,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Katuku Derrick Tshimanga,,,katuku-derrick-tshimanga,K. D. Tshimanga,D,26,176,30,M,46014,EUR,594777600,D,26,26,False,44.0,31.0,6.0,1.0,0.0,17.0,20.0,14.0,24.0,6.0,1.0,9.0,,5.0,,,,,90.0,62.0,7.0,15.0,0.018549,1,,1.0,4.0,1.0,,,,1.0,3.0,3.0,0.0366,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Brian Plat,,,brian-plat,B. Plat,D,4,191,60,M,980673,EUR,954892800,M,4,4,False,12.0,10.0,,,0.0,7.0,7.0,3.0,6.0,2.0,1.0,5.0,,2.0,,,,,45.0,23.0,6.7,5.0,0.000727,0,,,,,,,,,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Ewan Henderson,,,ewan-henderson,E. Henderson,M,20,186,63,M,862951,EUR,954115200,M,8,8,False,33.0,27.0,2.0,1.0,0.0,12.0,14.0,16.0,22.0,7.0,,2.0,,4.0,,,,,75.0,50.0,7.0,11.0,0.0607529,2,,,1.0,1.0,,1.0,1.0,2.0,,3.0,0.0438,3.0,1.0,,,,,2.0,,2.0,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Ryan Sanusi,,,ryan-sanusi,R. Sanusi,M,18,181,35,M,164025,EUR,694569600,M,18,18,False,65.0,58.0,3.0,,0.0,23.0,25.0,36.0,43.0,6.0,2.0,9.0,,1.0,,,,,90.0,83.0,7.0,9.0,0.178534,1,,1.0,3.0,1.0,,,,,1.0,1.0,0.0264,3.0,1.0,,2.0,1.0,,,1.0,4.0,True,1.0,,,,,,,,,,
12421064,home,K. Beerschot V.A.,ArJany Martha,,,martha-arjany,A. Martha,D,11,180,259,M,1004277,EUR,1062633600,M,42,42,False,42.0,34.0,5.0,4.0,0.0,16.0,17.0,18.0,25.0,9.0,3.0,6.0,,7.0,,,,,90.0,78.0,6.7,17.0,0.0541202,1,,,10.0,5.0,3.0,2.0,1.0,,4.0,2.0,0.0248,,,,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Antoine Colassin,,,antoine-colassin,A. Colassin,F,25,188,181,M,909965,EUR,983145600,F,25,25,False,27.0,15.0,4.0,,0.0,7.0,9.0,8.0,18.0,5.0,1.0,1.0,,3.0,,,,,75.0,53.0,6.7,19.0,0.00807912,5,,2.0,9.0,,2.0,3.0,,2.0,1.0,3.0,0.3608,,,,,3.0,,2.0,1.0,,,2.0,1.0,0.4791,,,,,,,,
12421064,home,K. Beerschot V.A.,Florian Krüger,,,florian-kruger,F. Krüger,F,26,186,130,M,945878,EUR,918864000,F,11,11,False,9.0,8.0,,,0.0,3.0,3.0,5.0,6.0,,,1.0,,,,,,,45.0,12.0,6.5,1.0,0.120301,0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,
12421064,home,K. Beerschot V.A.,Thibaud Verlinden,,,thibaud-verlinden,T. Verlinden,M,7,173,110,M,826172,EUR,931478400,F,10,10,False,1.0,1.0,,,0.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,10.0,5.0,6.9,,0.338004,0,,,,,,2.0,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Charly Keita,,,keita-charly,C. Keita,F,99,192,56,M,1137495,EUR,929491200,F,27,27,True,18.0,12.0,,,0.0,3.0,5.0,9.0,13.0,8.0,,1.0,,1.0,,,,,80.0,34.0,7.0,11.0,0.0258515,3,,4.0,6.0,,1.0,,,1.0,1.0,,0.1702,,,,1.0,5.0,,4.0,,3.0,,2.0,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Marco Weymans,,,marco-weymans,M. Weymans,D,28,175,96,M,802065,EUR,868406400,D,28,28,True,25.0,22.0,3.0,3.0,0.0,5.0,6.0,19.0,22.0,6.0,,3.0,,4.0,,,,,45.0,40.0,7.3,4.0,0.30699,0,,,2.0,2.0,,1.0,1.0,,,2.0,,3.0,2.0,,3.0,,,,,1.0,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,D'Margio Wright-Phillips,,,dmargio-wright-phillips,D. Wright-Phillips,F,32,170,82,M,1018367,EUR,1001289600,F,32,32,True,9.0,6.0,,,0.0,1.0,1.0,5.0,8.0,3.0,,1.0,,2.0,,,,,45.0,16.0,6.3,6.0,0.0139243,0,,,4.0,2.0,,2.0,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Ayouba Kosiah,,,ayouba-kosiah,A. Kosiah,F,92,188,256,M,1046939,EUR,995760000,F,9,9,True,6.0,4.0,,,0.0,2.0,2.0,2.0,4.0,1.0,,1.0,,,,,,,15.0,7.0,6.5,2.0,0.0081888,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Tom Reyners,,,tom-reyners,T. Reyners,F,10,169,57,M,965779,EUR,956188800,F,7,7,True,11.0,10.0,,,0.0,4.0,4.0,6.0,7.0,3.0,,1.0,,,,,,,15.0,14.0,6.8,1.0,0.00928824,0,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Davor Matijaš,,,davor-matijas,D. Matijaš,G,71,188,108,M,826029,EUR,935366400,G,71,71,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Apostolos Konstantopoulos,,,konstantopoulos-apostolos,A. Konstantopoulos,D,44,188,197,M,1033264,EUR,1028246400,D,66,66,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Félix Nzouango Bikien,,,felix-nzouango-bikien,F. N. Bikien,D,99,188,117,M,1012653,EUR,1041897600,D,55,55,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421064,home,K. Beerschot V.A.,Dean Huiberts,,,huiberts-dean,D. Huiberts,M,30,186,75,M,990922,EUR,958435200,M,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421064,away,Sint-Truidense VV,Léo Kokubo,,,leo-kokubo,L. Kokubo,G,16,193,966,M,997020,EUR,980208000,G,16,16,False,33.0,18.0,20.0,5.0,0.0,16.0,24.0,2.0,9.0,,1.0,8.0,,,1.0,1.0,,,90.0,41.0,6.6,15.0,0.00138059,0,0.4791,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
12421064,away,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,61.0,50.0,11.0,5.0,0.0,39.0,41.0,11.0,20.0,6.0,3.0,6.0,,3.0,,,,,90.0,91.0,8.3,14.0,0.00800485,2,,2.0,4.0,1.0,1.0,,,1.0,3.0,2.0,0.0779,,,,1.0,2.0,5.0,,,1.0,,1.0,,,,,,,,,,
12421064,away,Sint-Truidense VV,Shogo Taniguchi,Shogo,Taniguchi,shogo-taniguchi,S. Taniguchi,D,5,182,732,M,386958,EUR,679536000,D,5,5,False,57.0,48.0,12.0,7.0,0.0,41.0,44.0,7.0,13.0,4.0,5.0,5.0,,1.0,,,,,90.0,68.0,8.1,9.0,0.701098,1,,3.0,2.0,,,,,,1.0,1.0,0.2853,,,,1.0,1.0,1.0,,1.0,,,,1.0,0.9221,,,,1.0,1.0,,,
12421064,away,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,61.0,53.0,7.0,5.0,0.0,42.0,45.0,11.0,16.0,3.0,1.0,4.0,,,,,,,90.0,81.0,7.5,11.0,0.0145195,3,,2.0,5.0,2.0,,1.0,1.0,1.0,4.0,,0.7891,,,,,2.0,,,1.0,,True,,2.0,1.2007,,,,,,1.0,,
12421064,away,Sint-Truidense VV,Louis Patris,,,louis-patris,L. Patris,M,27,187,275,M,923972,EUR,991872000,M,19,19,False,26.0,14.0,4.0,1.0,0.0,7.0,11.0,7.0,16.0,5.0,3.0,4.0,,2.0,,,,,90.0,51.0,6.8,19.0,0.00371277,1,,1.0,8.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,0.1457,1.0,,,1.0,,,3.0,2.0,,,,,,,,,,,2.0,1.0,
12421064,away,Sint-Truidense VV,Rihito Yamamoto,,,rihito-yamamoto,R. Yamamoto,M,6,179,455,M,1030211,EUR,1008115200,M,6,6,False,30.0,27.0,2.0,1.0,0.0,18.0,19.0,9.0,12.0,6.0,1.0,5.0,,2.0,,,,,90.0,43.0,6.6,8.0,0.0105634,0,,1.0,8.0,1.0,3.0,2.0,1.0,,,2.0,,1.0,,,,1.0,,,2.0,2.0,,,,,,,,,,,,
12421064,away,Sint-Truidense VV,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,M,8,8,False,37.0,28.0,5.0,4.0,0.0,17.0,19.0,11.0,18.0,2.0,,13.0,,1.0,,,,,79.0,52.0,6.5,14.0,0.00564037,1,,1.0,9.0,1.0,3.0,1.0,,1.0,1.0,1.0,0.0156,,,,,2.0,,1.0,2.0,,,,,,,,,,,,,1.0
12421064,away,Sint-Truidense VV,Ryoya Ogawa,,,ryoya-ogawa,R. Ogawa,M,7,182,155,M,790973,EUR,848793600,M,2,2,False,50.0,40.0,5.0,1.0,0.0,32.0,34.0,9.0,22.0,4.0,2.0,4.0,,2.0,,,,,90.0,75.0,6.8,19.0,0.0730808,0,,1.0,4.0,,1.0,2.0,1.0,,1.0,1.0,,6.0,1.0,,2.0,1.0,,,1.0,,,,,,,,,1.0,,,,
12421064,away,Sint-Truidense VV,Billal Brahimi,,,billal-brahimi,B. Brahimi,F,26,183,3098,M,948250,EUR,952992000,F,7,7,False,39.0,32.0,4.0,1.0,0.0,14.0,14.0,22.0,37.0,5.0,,7.0,,,,,,,86.0,76.0,7.9,28.0,0.369906,5,,,11.0,,5.0,10.0,4.0,,,,0.1383,12.0,4.0,,5.0,,,2.0,,1.0,,1.0,4.0,0.6294,,,,,,,,
12421064,away,Sint-Truidense VV,Kahveh Zahiroleslam,Kahveh Zahiroleslam,,kahveh-zahiroleslam,K. Zahiroleslam,F,18,193,237,M,1519355,EUR,1023926400,F,15,15,False,19.0,12.0,,,0.0,6.0,7.0,6.0,12.0,2.0,1.0,,,,,,,,66.0,31.0,6.5,13.0,0.00530833,1,,2.0,6.0,,1.0,1.0,,,,,0.0131,,,,1.0,3.0,,4.0,1.0,,,,1.0,0.2146,,,,,,,,
