match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,player_lastName,stat_dispossessed,stat_wasFouled,stat_blockedScoringAttempt,stat_accurateCross,stat_aerialLost,stat_ownGoals,stat_bigChanceMissed
13444515,home,Ventura County FC,Brady Scott,brady-scott,B. Scott,G,31,189.0,24,M,880797,EUR,930700800.0,G,31,31,False,True,37.0,36.0,2.0,1.0,0.0,35.0,35.0,1.0,2.0,5.0,1.0,1.0,1.0,90.0,44.0,7.2,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444515,home,Ventura County FC,Jason Bucknor,jason-bucknor,J. Bucknor,D,7,182.0,44,M,2063487,EUR,1016323200.0,D,55,55,False,,48.0,45.0,,,1.0,24.0,26.0,21.0,22.0,7.0,,,,90.0,72.0,9.7,8.0,3,Jason Bucknor,2.0,4.0,5.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,
13444515,home,Ventura County FC,Ascel Essengue,ascel-essengue,A. Essengue,D,51,185.0,44,M,1825929,EUR,1051660800.0,D,51,51,False,,80.0,76.0,8.0,6.0,0.0,65.0,68.0,11.0,12.0,12.0,,,,90.0,90.0,8.0,6.0,1,,1.0,4.0,4.0,,1.0,1.0,,,1.0,1.0,,2.0,2.0,1.0,4.0,,1.0,2.0,,,,,,,,,
13444515,home,Ventura County FC,Chris Rindov,rindov-chris,C. Rindov,D,63,188.0,34,M,1469330,EUR,1002499200.0,D,63,63,False,,104.0,103.0,4.0,4.0,0.0,82.0,83.0,21.0,21.0,5.0,,,,90.0,112.0,7.8,1.0,1,Chris Rindov,,,1.0,,,,,,1.0,,,,,,,,1.0,2.0,3.0,,,,,,,,
13444515,home,Ventura County FC,Mateo Tsakiris,mateo-tsakiris,M. Tsakiris,D,,175.0,15,M,2063492,EUR,1204675200.0,D,66,66,False,,46.0,44.0,,,0.0,34.0,35.0,10.0,11.0,4.0,,,,60.0,58.0,6.8,4.0,1,Mateo,,3.0,3.0,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,Tsakiris,2.0,2.0,,,,,
13444515,home,Ventura County FC,Thomas Musto,thomas-musto,T. Musto,M,65,180.0,8,M,1801757,EUR,1068422400.0,M,65,65,False,,33.0,33.0,1.0,1.0,0.0,23.0,23.0,10.0,10.0,3.0,,,,45.0,36.0,6.4,2.0,0,Thomas Musto,1.0,6.0,1.0,2.0,,,,,,,,1.0,1.0,,3.0,,,,,,1.0,,,,,,
13444515,home,Ventura County FC,Sean Karani,sean-karani,S. Karani,F,,173.0,9,M,1823854,EUR,976752000.0,M,61,61,False,,28.0,24.0,2.0,2.0,0.0,7.0,7.0,17.0,21.0,1.0,,,,60.0,43.0,7.4,10.0,2,Sean Karani,2.0,3.0,6.0,,3.0,2.0,,,1.0,,1.0,3.0,3.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,
13444515,home,Ventura County FC,Jeorgio Kocevski,jeorgio-kocevski,J. Kocevski,M,47,185.0,14,M,1800526,EUR,1029715200.0,M,47,47,False,,87.0,79.0,3.0,2.0,0.0,33.0,34.0,46.0,53.0,5.0,,,,90.0,95.0,7.4,11.0,0,Jeorgio Kocevski,2.0,2.0,2.0,,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,4.0,,1.0,,,,,,1.0,,,
13444515,home,Ventura County FC,Dylan Vanney,dylan-vanney,D. Vanney,M,,,9,M,1898488,EUR,1196294400.0,M,49,49,False,,60.0,54.0,1.0,,0.0,21.0,21.0,33.0,39.0,2.0,,,,90.0,70.0,7.2,9.0,2,,,3.0,3.0,1.0,,,,2.0,,,,2.0,1.0,2.0,1.0,4.0,,,,,1.0,1.0,,,,,
13444515,home,Ventura County FC,Luis Muller,muller-luis,L. Müller,M,78,187.0,26,M,1820704,EUR,981936000.0,M,78,78,False,,31.0,24.0,6.0,4.0,3.0,6.0,8.0,18.0,23.0,,,,,69.0,49.0,9.2,15.0,2,Luis,6.0,4.0,3.0,1.0,3.0,2.0,,1.0,1.0,1.0,,1.0,,3.0,,6.0,,1.0,,Muller,1.0,,,3.0,1.0,,
