match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_shotOffTarget,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_goals
10385449,home,Southampton,Gavin Bazunu,Gavin,Bazunu,bazunu-gavin,G. Bazunu,G,31,189,914,M,936719,EUR,1014163200,G,31,31,False,25.0,13.0,18.0,6.0,7.0,10.0,6.0,15.0,1.0,1.0,8.0,4.0,4.0,1.0,90.0,33.0,7.2,12.0,0.0,0.0,0.00106632,0,-0.6588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385449,home,Southampton,Lyanco,,,lyanco,Lyanco,D,4,187,2875,M,797893,EUR,854755200,D,4,4,False,32.0,21.0,5.0,3.0,12.0,17.0,9.0,15.0,10.0,4.0,6.0,,,,90.0,56.0,7.3,17.0,0.0609,0.0927,0.00753189,2,,7.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
10385449,home,Southampton,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,6,6,False,29.0,23.0,6.0,4.0,15.0,19.0,8.0,10.0,4.0,5.0,7.0,,,,84.0,41.0,7.0,7.0,0.0,0.0,0.00216694,0,,2.0,1.0,,,1.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10385449,home,Southampton,Mohammed Salisu,,,mohammed-salisu,M. Salisu,D,22,188,5721,M,946158,EUR,924307200,D,22,22,False,43.0,31.0,10.0,3.0,20.0,25.0,11.0,19.0,5.0,7.0,7.0,,,,90.0,67.0,7.4,14.0,0.1002,0.1745,0.00338648,2,,4.0,4.0,,1.0,1.0,5.0,1.0,1.0,,,2.0,salisu_sarki,1.0,2.0,1.0,,,,,,,,,,,,,,,
10385449,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,823085,EUR,860889600,D,2,2,False,25.0,20.0,1.0,,9.0,12.0,12.0,15.0,9.0,2.0,9.0,,,,90.0,62.0,6.5,18.0,0.0,0.0,0.108677,0,,,10.0,3.0,,,,5.0,2.0,2.0,2.0,,,2.0,2.0,,1.0,1.0,6.0,2.0,,,,,,,,,,,
10385449,home,Southampton,Ibrahima Diallo,,,diallo-ibrahima,I. Diallo,M,6,180,255,M,873050,EUR,920851200,M,27,27,False,45.0,36.0,8.0,5.0,22.0,28.0,14.0,17.0,9.0,,14.0,,,,90.0,55.0,7.4,10.0,0.0,0.0,0.0169866,0,,2.0,,,,,,6.0,3.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,
10385449,home,Southampton,Roméo Lavia,Romeo Lavia,,romeo-lavia,R. Lavia,M,45,181,16643,M,1069488,EUR,1073347200,M,45,45,False,21.0,13.0,6.0,2.0,4.0,4.0,10.0,18.0,4.0,1.0,2.0,,,,61.0,32.0,6.8,10.0,0.0136,0.0,0.0256438,1,,1.0,2.0,2.0,,,,3.0,1.0,,,,romeolavia,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,
10385449,home,Southampton,Samuel Edozie,Samuel Edozie,,samuel-edozie,S. Edozie,M,23,181,769,M,1065214,EUR,1043712000,M,23,23,False,14.0,11.0,,,3.0,5.0,8.0,12.0,9.0,1.0,4.0,,,,62.0,34.0,7.0,10.0,0.0,0.0,0.00743486,0,,1.0,2.0,,,,,3.0,,2.0,5.0,,,3.0,1.0,,,,1.0,,,,,,,,,,,,
10385449,home,Southampton,James Ward-Prowse,,,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,8,8,False,35.0,27.0,3.0,3.0,9.0,12.0,21.0,28.0,2.0,1.0,6.0,,,,90.0,46.0,7.1,13.0,0.0,0.0,0.338341,0,,1.0,6.0,,,,,1.0,,3.0,,2.0,prowsey16,5.0,2.0,,3.0,2.0,,,,3.0,True,1.0,,,,,,,
10385449,home,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172,1450,M,361352,EUR,855532800,M,9,9,False,11.0,7.0,,,4.0,4.0,3.0,7.0,2.0,1.0,2.0,,,,84.0,18.0,6.3,6.0,0.2908,0.7943,0.00201962,1,,,4.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,,,,,,1.0,,,,,,,1.0,,,,,,
