match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_totalContest,stat_accurateCross,stat_challengeLost,stat_unsuccessfulTouch,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_dispossessed,captain,stat_bigChanceCreated,stat_keyPass,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt
14025016,home,Aston Villa,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,41.0,20.0,26.0,5.0,0.0,16.0,20.0,4.0,21.0,1.0,12.0,3.0,1.0,3.0,1.0,3.0,3.0,90.0,52.0,6.9,21.0,0.00046773,0.236,0,0.6442,-0.01,0.0,0.17,0.27,4.07,1.29,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025016,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,833956,EUR,870912000,D,2,2,False,13.0,10.0,3.0,1.0,0.0,5.0,5.0,5.0,8.0,3.0,2.0,,,,,,,90.0,42.0,7.6,10.0,0.00334747,,0,,-0.08,0.02,0.89,,2.88,4.95,1.39,0.69,0.25,mattycash622,4.0,2.0,3.0,4.0,5.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14025016,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,827679,EUR,877564800,D,4,4,False,33.0,30.0,2.0,1.0,0.0,16.0,17.0,14.0,16.0,3.0,1.0,,,,,,,66.0,39.0,6.5,4.0,0.0081678,,0,,0.2,0.05,0.24,,2.09,3.37,0.95,0.25,0.11,,,,2.0,2.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
14025016,home,Aston Villa,Tyrone Mings,tyrone-mings,T. Mings,D,5,195,1992,M,303638,EUR,731980800,D,5,5,False,41.0,35.0,5.0,2.0,0.0,25.0,28.0,10.0,13.0,3.0,2.0,,,,,,,90.0,49.0,7.0,7.0,0.00357327,,0,,0.11,0.04,0.28,,3.13,4.43,1.55,0.44,0.17,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
14025016,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,96538,EUR,743126400,D,12,12,False,27.0,18.0,6.0,1.0,0.0,8.0,13.0,10.0,14.0,3.0,3.0,,,,,,,90.0,49.0,6.7,17.0,0.0102898,,0,,-0.09,0.09,0.22,,3.59,4.52,1.58,0.68,0.22,LDigne,2.0,3.0,6.0,3.0,,2.0,2.0,1.0,,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
14025016,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,826204,EUR,943315200,M,44,44,False,39.0,32.0,3.0,2.0,0.0,11.0,13.0,21.0,26.0,2.0,6.0,,,,,,,90.0,53.0,7.7,10.0,0.0319904,,1,,0.32,0.21,0.26,,2.84,4.72,1.87,0.65,0.13,,,1.0,3.0,10.0,,1.0,2.0,1.0,3.0,1.0,,,4.0,2.0,,,2.0,1.0,1.0,1.0,0.0528,0.0306,-0.25,,,,,,,
14025016,home,Aston Villa,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,923973,EUR,997920000,M,24,24,False,43.0,36.0,5.0,2.0,0.0,18.0,20.0,18.0,23.0,2.0,7.0,,,,,,,90.0,58.0,7.3,8.0,0.0130309,,0,,0.02,0.17,0.24,,2.79,5.03,1.87,0.63,0.17,its_onana,,,2.0,7.0,1.0,2.0,2.0,1.0,2.0,,,,1.0,2.0,,1.0,,2.0,,,,,,1.0,,,,,,
14025016,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,250223,EUR,782438400,M,7,7,False,19.0,13.0,,,0.0,6.0,10.0,7.0,9.0,,7.0,,,,,,,84.0,34.0,6.5,13.0,0.0912292,,0,,0.21,0.21,-0.01,,2.65,3.95,1.32,0.46,0.15,,3.0,1.0,6.0,1.0,,,,,,2.0,,,,3.0,2.0,,3.0,1.0,,,,,,1.0,True,1.0,1.0,,,
14025016,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,331737,EUR,862963200,M,8,8,False,19.0,14.0,1.0,,0.0,5.0,7.0,9.0,12.0,2.0,2.0,,,,,,,90.0,31.0,6.6,9.0,0.00629877,,0,,-0.08,0.23,0.27,,2.79,5.39,1.84,0.77,0.21,youritielemans,1.0,2.0,5.0,3.0,,1.0,2.0,1.0,,4.0,,,1.0,,,,2.0,,,,,,,,,,,,,
14025016,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13638,M,948261,EUR,1027641600,M,27,27,False,20.0,10.0,7.0,2.0,0.0,3.0,6.0,7.0,14.0,,5.0,,,,,,,90.0,33.0,6.6,19.0,0.0513599,,0,,0.28,0.26,-0.01,,2.91,5.57,1.72,0.6,0.16,mrogers,,4.0,7.0,3.0,,1.0,1.0,,,1.0,,,,3.0,,,5.0,2.0,,,,,,1.0,,,1.0,,,
14025016,home,Aston Villa,Ollie Watkins,ollie-watkins,O. Watkins,F,11,179,19908,M,555386,EUR,820281600,F,11,11,False,15.0,9.0,1.0,1.0,0.0,3.0,4.0,6.0,11.0,1.0,3.0,,,,,,,90.0,30.0,6.7,10.0,0.013313,,1,,-0.4,0.51,0.19,,3.17,4.92,1.49,0.54,0.29,OllieWatkins,1.0,6.0,7.0,6.0,,1.0,,,2.0,1.0,,,1.0,3.0,,,2.0,3.0,,1.0,0.1207,0.0973,-0.36,1.0,,,1.0,2.0,,
14025016,home,Aston Villa,Donyell Malen,donyell-malen,D. Malen,F,14,176,10886,M,803039,EUR,916704000,F,17,17,True,,,,,0.0,,,,,,,,,,,,,13.0,2.0,6.6,1.0,,,1,,,-0.05,0.0,,0.39,0.73,0.35,0.12,0.05,donyellmalen,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,0.0302,0.0762,0.09,,,,,,,
14025016,home,Aston Villa,James Wright,wright-james,J. Wright,G,64,188,113,M,1138445,EUR,1101945600,G,64,64,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,James Wright,,,,,,,,,,,,,,,,,,,
14025016,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,864169,EUR,853372800,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,pauttorres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025016,home,Aston Villa,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5464,M,976263,EUR,1015718400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,maatsen_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025016,home,Aston Villa,Lamare Bogarde,lamare-bogarde,L. Bogarde,D,26,183,1118,M,1089388,EUR,1073260800,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025016,home,Aston Villa,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170,7699,M,783126,EUR,851472000,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,EM10Buendia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025016,home,Aston Villa,Jamaldeen Jimoh,jamaldeen-jimoh,J. Jimoh,M,18,188,963,M,1410178,EUR,1159747200,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Jamaldeen Jimoh,,,,,,,,,,,,,,,,,,,
14025016,home,Aston Villa,Evann Guessand,evann-guessand,E. Guessand,F,29,185,5228,M,930245,EUR,993945600,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
