match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded,player_sofascoreId
12448404,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,True,40.0,32.0,13.0,5.0,0.0,27.0,27.0,5.0,13.0,1.0,1.0,1.0,4.0,90.0,45.0,5.6,8.0,0.00374941,0,-1.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448404,home,Sparta Rotterdam,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,D,2,2,False,,37.0,32.0,5.0,2.0,0.0,13.0,15.0,19.0,24.0,2.0,6.0,5.0,6.0,90.0,57.0,6.4,9.0,0.01828,1,,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0761,,,,,,,,,,,,,,,,,,,,,
12448404,home,Sparta Rotterdam,Marvin Young,marvin-young,M. Young,D,3,182,187,M,1648759,EUR,1128211200,D,3,3,False,,66.0,57.0,7.0,2.0,0.0,43.0,45.0,14.0,21.0,1.0,5.0,7.0,5.0,90.0,85.0,6.8,10.0,0.00876291,0,,,1.0,3.0,1.0,,,4.0,3.0,,,,,Marvin,Young ,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12448404,home,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,947842,EUR,963446400,D,4,4,False,,78.0,62.0,15.0,6.0,0.0,32.0,36.0,30.0,42.0,5.0,6.0,4.0,2.0,90.0,89.0,6.5,17.0,0.0500895,0,,,1.0,4.0,,1.0,,1.0,1.0,,,2.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,
12448404,home,Sparta Rotterdam,Djevencio van der Kust,djevencio-van-der-kust,D. v. d. Kust,D,5,178,181,M,974530,EUR,988588800,D,5,5,False,,34.0,29.0,4.0,1.0,0.0,13.0,15.0,16.0,21.0,,5.0,2.0,3.0,68.0,55.0,6.5,9.0,0.016194,0,,2.0,1.0,4.0,1.0,,,5.0,4.0,2.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,
12448404,home,Sparta Rotterdam,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,6,6,False,,50.0,39.0,7.0,3.0,0.0,13.0,16.0,28.0,39.0,3.0,3.0,2.0,6.0,73.0,63.0,7.1,17.0,0.176574,1,,5.0,1.0,4.0,1.0,,1.0,,,2.0,,1.0,0.0257,,,1.0,,,3.0,2.0,1.0,,,,,,,,,,,,,
12448404,home,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,8,8,False,,33.0,28.0,1.0,,0.0,8.0,10.0,20.0,23.0,2.0,3.0,4.0,5.0,73.0,51.0,6.4,11.0,0.0197437,0,,,1.0,6.0,,,,,,2.0,1.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,
12448404,home,Sparta Rotterdam,Kayky,kayky,Kayky,M,37,175,2630,M,1106151,EUR,1055203200,M,7,7,False,,9.0,7.0,,,0.0,2.0,3.0,5.0,7.0,,3.0,,1.0,45.0,24.0,6.6,9.0,0.0055762,2,,1.0,1.0,4.0,,2.0,,1.0,1.0,3.0,,1.0,0.3345,Kayky,,2.0,,1.0,,,,2.0,1.0,2.0,0.2908,,,,,,,,,
12448404,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,10,10,False,,26.0,18.0,3.0,2.0,0.0,8.0,9.0,10.0,17.0,2.0,6.0,1.0,6.0,90.0,40.0,6.2,13.0,0.0138239,1,,,4.0,12.0,3.0,1.0,1.0,4.0,3.0,3.0,,3.0,0.0332,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,
12448404,home,Sparta Rotterdam,Mohamed Nassoh,mohamed-nassoh,M. Nassoh,M,10,186,724,M,1088895,EUR,1043539200,M,11,11,False,,18.0,15.0,1.0,1.0,0.0,3.0,3.0,12.0,16.0,1.0,3.0,,2.0,45.0,30.0,7.2,8.0,0.0866639,2,,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,,0.0718,Mohamed Nassoh,,,1.0,,2.0,,1.0,1.0,,,,1.0,,,,,,,,
12448404,home,Sparta Rotterdam,Charles-Andreas Brym,charles-andreas-brym,C. Brym,F,7,180,203,M,990814,EUR,902534400,F,9,9,False,,11.0,6.0,,,0.0,2.0,3.0,4.0,8.0,4.0,10.0,,1.0,88.0,27.0,7.0,10.0,0.00306986,2,,,5.0,8.0,,1.0,,,,3.0,5.0,2.0,0.0597,Charles-Andreas,Brym,1.0,,,2.0,,,1.0,,,,2.0,2.0,,,,,,,
12448404,home,Sparta Rotterdam,Shunsuke Mito,shunsuke-mito,S. Mito,M,11,164,867,M,1002479,EUR,1033171200,F,17,17,True,,15.0,12.0,3.0,2.0,0.0,5.0,6.0,8.0,10.0,,2.0,,2.0,45.0,25.0,6.5,7.0,0.0206944,0,,1.0,2.0,4.0,,4.0,,,,2.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,
12448404,home,Sparta Rotterdam,Camiel Neghli,camiel-neghli,C. Neghli,M,10,180,992,M,1089021,EUR,1005004800,F,19,19,True,,14.0,12.0,1.0,,0.0,4.0,4.0,8.0,13.0,,,1.0,1.0,45.0,26.0,6.5,9.0,0.0183172,0,,3.0,,1.0,,,,,,3.0,,,,Camiel Neghli,,1.0,,,,,,,,,,,,,,,,,,
12448404,home,Sparta Rotterdam,Mike Kleijn,kleijn-mike,M. Kleijn,D,15,175,123,M,1193084,EUR,1107907200,D,13,13,True,,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,3.0,,2.0,17.0,10.0,6.1,2.0,0.00046772,0,,,,1.0,,,,2.0,2.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
