match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalContest,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_punches,stat_totalOffside
11453024,home,Al-Ittihad,Karim Benzema,karim-benzema,K. Benzema,F,90,184.0,194410,M,3306,EUR,566870400,F,9,9,False,51.0,46.0,1.0,1.0,6.0,6.0,3.0,,,90.0,62.0,9.0,9.0,3,40.0,45.0,1.0,5.0,,,,,,,1.0,5.0,,2.0,1.0,1.0,,,,6.0,,3.0,KBenz9,1.0,4.0,2.0,,,,1.0,1.0,True,,
11453024,home,Al-Ittihad,Romarinho,romarinho,Romarinho,M,,176.0,1742,M,797619,EUR,660960000,F,90,90,True,26.0,20.0,,,7.0,9.0,3.0,,,45.0,36.0,6.9,8.0,0,13.0,17.0,,2.0,,,,1.0,,,,4.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,
11453024,home,Al-Ittihad,Faisal Al-Ghamdi,al-ghamdi-faisal,F. A. Ghamdi,M,16,185.0,951,M,966452,EUR,997660800,M,16,16,True,16.0,16.0,1.0,1.0,7.0,7.0,1.0,,,23.0,23.0,6.5,1.0,0,9.0,9.0,3.0,6.0,,,1.0,1.0,Faisal,Al-Ghamdi,,3.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,
11453024,home,Al-Ittihad,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,9,182.0,11081,M,826961,EUR,661392000,F,99,99,True,5.0,4.0,,,,,2.0,,,23.0,8.0,6.5,3.0,1,4.0,5.0,,1.0,,,,1.0,,,,,,,,,,,,,2.0,,abderrazak_hamdallah,,,,,,,,1.0,,,
11453024,home,Al-Ittihad,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,818813,EUR,777772800,D,33,33,True,6.0,5.0,,,2.0,2.0,,,,8.0,7.0,6.5,2.0,0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
11453024,home,Al-Ittihad,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,,187.0,197,M,118159,EUR,538358400,G,1,1,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453024,home,Al-Ittihad,Suwailem Al-Manhali,swailem-al-menhali,S. Al-Menhali,D,93,182.0,54,M,1217919,EUR,1082160000,D,25,25,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453024,home,Al-Ittihad,Saleh Al-Amri,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800,F,77,77,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453024,home,Al-Ittihad,Talal Abubakr Haji,haji-talal-abubakr,T. A. Haji,F,90,175.0,455,M,1501473,EUR,1189900800,F,52,52,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453024,home,Al-Ittihad,Marwan Alsahafi,alsahafi-marwan,M. Alsahafi,F,9,179.0,1132,M,1474689,EUR,1076976000,M,17,17,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453024,away,Al-Hazem,Ibrahim Zaied,ibrahim-zaied,I. Zaied,G,23,190.0,14,M,328745,EUR,632966400,G,23,23,False,17.0,9.0,15.0,7.0,7.0,9.0,5.0,2.0,3.0,90.0,23.0,7.0,9.0,0,2.0,8.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,2.0,
11453024,away,Al-Hazem,Ahmad Al Mhemaid,ahmad-al-mhemaid,A. A. Mhemaid,M,99,179.0,11,M,1085117,EUR,930787200,D,99,99,False,41.0,35.0,5.0,4.0,13.0,16.0,3.0,,,90.0,56.0,7.0,7.0,0,22.0,25.0,,1.0,,1.0,1.0,1.0,Ahmad Al Mhemaid,,,3.0,,,,,3.0,3.0,,,,1.0,,,,,,,,,,,,
11453024,away,Al-Hazem,Paulo Ricardo,paulo-ricardo,P. Ricardo,D,3,186.0,171,M,576008,EUR,771465600,D,2,2,False,16.0,12.0,2.0,,9.0,11.0,3.0,,,90.0,28.0,6.7,4.0,0,3.0,5.0,,1.0,3.0,,3.0,,,,,3.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,
11453024,away,Al-Hazem,Bruno Viana,bruno-viana,B. Viana,D,30,187.0,241,M,804703,EUR,791942400,D,36,36,False,33.0,29.0,10.0,8.0,23.0,27.0,6.0,,,90.0,47.0,6.9,6.0,0,6.0,6.0,,2.0,6.0,2.0,,1.0,,,2.0,3.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
11453024,away,Al-Hazem,Majed Mohammed,majed-mohammed,M. Mohammed,D,50,169.0,71,M,1385284,EUR,1007337600,D,27,27,False,36.0,29.0,1.0,1.0,17.0,21.0,6.0,,,86.0,57.0,7.2,12.0,0,13.0,16.0,,2.0,3.0,,,,Majed Mohammed,,1.0,4.0,,1.0,,,2.0,2.0,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,
11453024,away,Al-Hazem,Vina,vina,Vina,M,29,177.0,1454,M,1101714,EUR,671673600,M,29,29,False,25.0,23.0,3.0,3.0,10.0,11.0,5.0,,,45.0,36.0,6.9,6.0,2,14.0,15.0,1.0,4.0,1.0,,1.0,1.0,,,1.0,2.0,,1.0,,,,,,2.0,1.0,2.0,,,1.0,,1.0,1.0,,2.0,,,,
11453024,away,Al-Hazem,Mohammed Abusabaan,mohammed-abusabaan,M. Abusabaan,M,,176.0,2,M,232202,EUR,632793600,M,88,88,False,36.0,30.0,1.0,,21.0,25.0,6.0,,,90.0,52.0,7.2,9.0,1,9.0,11.0,1.0,4.0,1.0,,4.0,2.0,,,,5.0,1.0,,,,4.0,4.0,1.0,,3.0,,,,,,,,,1.0,,,,
11453024,away,Al-Hazem,Tozé,toze,Tozé,M,20,165.0,386,M,1089231,EUR,726969600,M,20,20,False,59.0,52.0,3.0,1.0,24.0,26.0,10.0,,,90.0,82.0,6.3,18.0,1,29.0,37.0,,11.0,1.0,,2.0,1.0,,,,4.0,4.0,4.0,,,2.0,1.0,1.0,3.0,1.0,1.0,,,1.0,,4.0,1.0,,,1.0,,,
11453024,away,Al-Hazem,Mohammed Al-Thani,mohammed-al-thain,M. Al-Thani,M,17,174.0,72,M,954643,EUR,855532800,F,11,11,False,21.0,18.0,1.0,,9.0,12.0,4.0,,,86.0,37.0,7.1,12.0,1,9.0,10.0,1.0,9.0,,,1.0,3.0,,,,4.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,,,,,1.0,,,,,,,
11453024,away,Al-Hazem,Muhammed Badamosi,muhammed-badammosi,M. Badamosi,F,15,198.0,404,M,919496,EUR,914716800,F,90,90,False,7.0,6.0,,,4.0,4.0,1.0,,,45.0,15.0,6.7,5.0,2,2.0,3.0,1.0,4.0,,,,,,,,,,1.0,1.0,,,,,2.0,1.0,2.0,,,,,,,,,1.0,,,
11453024,away,Al-Hazem,Faïz Selemani,faiz-selemani,F. Selemani,F,7,178.0,359,M,842745,EUR,754617600,F,10,10,False,40.0,31.0,3.0,3.0,13.0,16.0,5.0,,,89.0,59.0,7.8,16.0,4,18.0,26.0,3.0,9.0,,,1.0,2.0,,,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,1.0,,2.0,,,2.0,,,,1.0
11453024,away,Al-Hazem,Yousef Al-Shammari,yousef-al-shammari,Y. Al-Shammari,F,7,170.0,52,M,917232,EUR,881625600,F,7,7,True,20.0,14.0,2.0,1.0,10.0,10.0,3.0,,,45.0,27.0,7.3,6.0,0,4.0,10.0,1.0,3.0,,,,1.0,,,3.0,9.0,1.0,,,,2.0,1.0,2.0,2.0,,1.0,,,2.0,1.0,,,,,,,,
11453024,away,Al-Hazem,Turki Al Mutairi,turki-al-mutairi,T. Al-Mutairi,F,9,,12,M,1019325,EUR,991267200,F,66,66,True,5.0,5.0,1.0,1.0,4.0,4.0,2.0,,,45.0,11.0,6.4,4.0,0,1.0,1.0,,2.0,1.0,,,,Turki,Al Mutairi,,,1.0,,,,,,,1.0,3.0,,,,,,,,,,,,,
11453024,away,Al-Hazem,Farhan Al-Azmi,farhan-al-azmi,F. Al-Azmi,D,,175.0,13,M,1127129,EUR,775612800,D,12,12,True,,,,,,,,,,12.0,1.0,6.4,1.0,0,,,,1.0,,,,,Farhan Al-Azmi,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11453024,away,Al-Hazem,Basil Yousef Al-Sayyali,basil-yousef-al-sayyali,B. Y. Al-Sayyali,M,20,171.0,50,M,1066584,EUR,993168000,M,6,6,True,4.0,3.0,,,,,,,,12.0,7.0,6.5,1.0,1,3.0,4.0,1.0,1.0,,,,,Basil Yousef Al-Sayyali,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,
11453024,away,Al-Hazem,Nawaf Al-Habashi,nawaf-al-habashi,N. Al-Habashi,M,19,184.0,28,M,954528,EUR,898560000,M,19,19,True,,,,,,,,,,1.0,4.0,,3.0,0,,,,2.0,,,,1.0,,,,1.0,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,
11453024,away,Al-Hazem,Aymen Dahmen,dahmen-aymen,A. Dahmen,G,30,188.0,1160,M,1198374,EUR,854409600,G,30,30,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453024,away,Al-Hazem,Talal Al-Absi,talal-al-absi,T. Al-Absi,D,,180.0,6,M,818788,EUR,730339200,D,3,3,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453024,away,Al-Hazem,Abdurahman Al-Dakheel,abdurahman-al-dakheel,A. Al-Dakheel,D,34,184.0,18,M,948601,EUR,833068800,D,34,34,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453024,away,Al-Hazem,Ammar Al Najjar,ammar-al-najjar,A. A. Najjar,F,90,166.0,17,M,869269,EUR,856742400,M,15,15,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
