match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_challengeLost,captain,stat_totalCross,stat_totalContest,stat_wonContest,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_goals,stat_clearanceOffLine,stat_outfielderBlock,player_sofascoreId,stat_bigChanceMissed,stat_keyPass,player_firstName,player_lastName,stat_goalAssist,stat_accurateCross,stat_penaltyWon,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_penaltyFaced,stat_penaltyConceded
10388346,home,SV Werder Bremen,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,521,M,154040,EUR,703209600,G,1,1,False,33.0,23.0,15.0,6.0,21.0,25.0,2.0,8.0,2.0,10.0,1.0,2.0,2.0,90.0,45.0,5.7,10.0,0.0,0.0,0.00179122,0,-2.1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388346,home,SV Werder Bremen,Amos Pieper,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,False,63.0,45.0,13.0,8.0,31.0,38.0,14.0,25.0,5.0,8.0,,,,90.0,75.0,6.2,18.0,0.0,0.0,0.00971717,0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10388346,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,60.0,49.0,9.0,6.0,42.0,47.0,7.0,13.0,4.0,5.0,,,,90.0,67.0,6.2,11.0,0.0,0.0,0.00449458,0,,1.0,4.0,1.0,1.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388346,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,82.0,60.0,18.0,10.0,43.0,46.0,17.0,37.0,4.0,7.0,,,,90.0,98.0,6.8,23.0,0.0,0.0,0.0562445,0,,3.0,2.0,9.0,,4.0,2.0,1.0,1.0,1.0,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388346,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,25.0,17.0,1.0,,9.0,11.0,8.0,14.0,,5.0,,,,77.0,51.0,6.7,14.0,0.0851,0.1618,0.0176979,2,,,4.0,8.0,,3.0,2.0,3.0,,,1.0,,,5.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10388346,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,12.0,7.0,1.0,,5.0,6.0,2.0,6.0,,2.0,,,,30.0,20.0,7.2,8.0,0.0252,0.0523,0.0039636,1,,1.0,3.0,4.0,,1.0,1.0,1.0,2.0,,,,,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
10388346,home,SV Werder Bremen,Christian Groß,christian-gross,C. Groß,D,,182,27,M,40323,EUR,602899200,M,36,36,False,24.0,19.0,2.0,2.0,13.0,13.0,6.0,11.0,2.0,7.0,,,,65.0,34.0,5.8,7.0,0.0,0.0,0.00287473,0,,1.0,9.0,2.0,,,,1.0,3.0,,5.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
10388346,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,21.0,9.0,2.0,1.0,4.0,8.0,5.0,13.0,,2.0,,,,65.0,30.0,6.6,15.0,0.1281,0.0,0.0679574,1,,,1.0,3.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,
10388346,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,M,3,3,False,35.0,29.0,3.0,1.0,17.0,18.0,12.0,17.0,,3.0,,,,65.0,55.0,7.6,9.0,0.0375,0.3295,0.0222954,1,,1.0,4.0,3.0,1.0,1.0,,1.0,2.0,2.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
10388346,home,SV Werder Bremen,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,132645,EUR,729216000,F,11,11,False,31.0,18.0,,,5.0,7.0,13.0,25.0,,1.0,,,,90.0,45.0,6.9,15.0,1.3413,0.9921,0.0615243,3,,4.0,4.0,9.0,,,,2.0,2.0,4.0,,,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,,,niclas.fuellkrug24,2.0,2.0,,,,,,,,,,
10388346,home,SV Werder Bremen,Marvin Ducksch,marvin-ducksch,M. Ducksch,F,33,187,1088,M,258325,EUR,762998400,F,7,7,False,21.0,18.0,,,8.0,8.0,11.0,20.0,1.0,3.0,,,,90.0,38.0,7.3,13.0,0.0,0.0,0.0572674,0,,,2.0,3.0,,,,2.0,,,1.0,,7.0,2.0,1.0,,,,2.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,
