match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalOffside,player_lastName,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_fouls,captain,stat_wonContest,stat_blockedScoringAttempt,stat_shotOffTarget,stat_punches,player_sofascoreId
12624969,home,Al-Riyadh,Milan Borjan,milan-borjan,M. Borjan,G,82,193.0,807,M,79413,EUR,561945600,G,82,82,False,25.0,15.0,14.0,4.0,0.0,13.0,14.0,2.0,11.0,1.0,2.0,1.0,12.0,1.0,3.0,2.0,2.0,90.0,39.0,7.5,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12624969,home,Al-Riyadh,Hussain Al-Nuweqi,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170.0,14,M,1525073,EUR,817948800,D,27,27,False,22.0,18.0,2.0,1.0,0.0,5.0,6.0,13.0,19.0,,1.0,3.0,1.0,,,,,64.0,43.0,7.0,12.0,0,Hussain Al-Nuweqi,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12624969,home,Al-Riyadh,Marzouq Tambakti,marzouq-tambakti,M. Tambakti,D,87,187.0,50,M,1544937,EUR,1044921600,D,87,87,False,30.0,27.0,2.0,1.0,0.0,17.0,19.0,10.0,11.0,,3.0,1.0,4.0,1.0,,,,90.0,42.0,7.2,4.0,0,Marzouq Tambakti,,,2.0,,,,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,
12624969,home,Al-Riyadh,Ahmad Asiri,ahmad-asiri,A. Asiri,D,13,179.0,31,M,350060,EUR,690076800,D,29,29,False,24.0,19.0,7.0,3.0,0.0,14.0,16.0,5.0,8.0,,3.0,8.0,3.0,,,,,90.0,39.0,7.3,5.0,0,,,,,,,,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,
12624969,home,Al-Riyadh,Yoann Barbet,yoann-barbet,Y. Barbet,D,5,190.0,128,M,369544,EUR,736992000,D,5,5,False,54.0,46.0,6.0,4.0,0.0,25.0,27.0,22.0,28.0,1.0,1.0,3.0,2.0,,,,,90.0,63.0,7.3,9.0,1,,1.0,,1.0,,,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,
12624969,home,Al-Riyadh,Nawaf Al-Hawsawi,nawaf-al-hawsawi,N. Al-Hawsawi,D,50,170.0,18,M,1048000,EUR,975801600,D,50,50,False,36.0,32.0,4.0,1.0,0.0,11.0,12.0,22.0,25.0,,3.0,3.0,7.0,1.0,,,,89.0,56.0,7.2,10.0,0,Nawaf Al-Hawsawi,1.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,
12624969,home,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400,M,88,88,False,46.0,38.0,4.0,3.0,0.0,12.0,15.0,26.0,34.0,,7.0,,3.0,,,,,90.0,71.0,7.1,19.0,1,,3.0,,7.0,3.0,3.0,,5.0,3.0,2.0,1.0,1.0,,,,,,,,2.0,True,2.0,1.0,,,
12624969,home,Al-Riyadh,Lucas Kal,lucas-kal,Lucas Kal,M,21,186.0,179,M,840118,EUR,826934400,M,21,21,False,48.0,47.0,6.0,5.0,0.0,15.0,16.0,32.0,32.0,1.0,5.0,,4.0,1.0,,,,90.0,58.0,6.9,5.0,0,,,4.0,7.0,,,,3.0,1.0,3.0,1.0,1.0,,1.0,,,,,,2.0,,,,,,
12624969,home,Al-Riyadh,Tozé,toze,Tozé,M,20,165.0,386,M,1089231,EUR,726969600,M,20,20,False,43.0,37.0,5.0,5.0,0.0,13.0,13.0,24.0,30.0,,5.0,1.0,6.0,3.0,,,,90.0,55.0,7.3,8.0,2,,,1.0,6.0,1.0,,1.0,2.0,2.0,1.0,1.0,4.0,,,,,,,1.0,,,,,1.0,,
12624969,home,Al-Riyadh,Faïz Selemani,faiz-selemani,F. Selemani,F,7,178.0,359,M,842745,EUR,754617600,F,17,17,False,28.0,21.0,2.0,1.0,0.0,4.0,4.0,17.0,28.0,1.0,3.0,3.0,1.0,2.0,,,,90.0,55.0,6.6,19.0,1,,4.0,3.0,10.0,3.0,3.0,,,,2.0,,1.0,,1.0,,,,,1.0,,,,,,,
12624969,home,Al-Riyadh,Ibrahim Bayesh,ibrahim-bayesh,I. Bayesh,M,29,177.0,2466,M,920815,EUR,957139200,F,11,11,False,16.0,13.0,,,0.0,1.0,3.0,12.0,14.0,,4.0,1.0,3.0,3.0,,,,90.0,34.0,6.4,10.0,2,,1.0,6.0,10.0,1.0,2.0,,,,2.0,,,,,6.0,,,1.0,1.0,2.0,,1.0,,1.0,,
12624969,home,Al-Riyadh,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,M,43,43,True,12.0,10.0,,,0.0,2.0,2.0,8.0,10.0,,1.0,1.0,1.0,,,,,26.0,14.0,6.7,2.0,0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
12624969,home,Al-Riyadh,Nawaf Al-Abed,nawaf-al-abed,N. Al-Abed,M,,168.0,122,,144377,EUR,633312000,M,10,10,True,,,,,0.0,,,,1.0,,,,,,,,,1.0,2.0,,2.0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12624969,home,Al-Riyadh,Abdulrahman Al Shammari,abdulrahman-al-shammari,A. A. Shammari,G,22,178.0,15,M,982349,EUR,963100800,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12624969,home,Al-Riyadh,Suwailem Al-Manhali,swailem-al-menhali,S. Al-Menhali,D,93,182.0,54,M,1217919,EUR,1082160000,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12624969,home,Al-Riyadh,Mohamed Al Oqil,mohamed-al-oqil,M. A. Oqil,M,18,177.0,5,M,1521957,EUR,870134400,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,Mohamed Al Oqil,,,,,,,,,,,,,,,,,,,,,,,,,
12624969,home,Al-Riyadh,Nasser Al Bishi,nasser-al-bishi,N. A. Bishi,M,72,169.0,15,M,1201503,EUR,1023062400,F,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,Nasser Al Bishi,,,,,,,,,,,,,,,,,,,,,,,,,
12624969,home,Al-Riyadh,Mohammed Al Aqal,mohammed-al-aqal,M. A. Aqal,M,90,182.0,24,M,1127133,EUR,949881600,M,7,7,True,,,,,,,,,,,,,,,,,,,,,,0,Mohammed Al Aqal,,,,,,,,,,,,,,,,,,,,,,,,,
12624969,home,Al-Riyadh,Rayan Albloushi,rayan-albloushi,R. Albloushi,F,14,177.0,25,M,1092811,EUR,983232000,F,24,24,True,,,,,,,,,,,,,,,,,,,,,,0,Rayan Albloushi,,,,,,,,,,,,,,,,,,,,,,,,,
12624969,home,Al-Riyadh,Bader Al Mutairi,bader-al-mutairi,B. A. Mutairi,F,28,,11,M,1521955,EUR,1071792000,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,0,Bader Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,
12624969,away,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188.0,518,M,358694,EUR,850435200,G,1,1,False,32.0,26.0,11.0,5.0,0.0,24.0,25.0,2.0,7.0,,1.0,1.0,11.0,,,3.0,4.0,90.0,49.0,8.0,6.0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,
