match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_blockedScoringAttempt,stat_shotOffTarget,stat_onTargetScoringAttempt,captain,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_goodHighClaim,stat_goalAssist,stat_errorLeadToAShot,player_sofascoreId,stat_goals,stat_penaltyWon,stat_penaltyMiss
11067277,home,América Mineiro,Matheus Cavichioli,,,matheus-cavichioli,M. Cavichioli,G,1,195,104,M,243097,EUR,522806400,G,1,1,False,19.0,9.0,10.0,2.0,9.0,12.0,7.0,1.0,5.0,4.0,1.0,1.0,5.0,2.0,2.0,90.0,27.0,7.2,10.0,0.0,0.0,6.519e-05,0,1.2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067277,home,América Mineiro,Nino Paraíba,,,nino-paraiba,N. Paraíba,D,22,168,105,M,77375,EUR,505699200,D,2,2,False,29.0,19.0,3.0,1.0,3.0,4.0,32.0,,6.0,,,,,,,90.0,64.0,6.0,21.0,0.0,0.0,0.230252,0,,19.0,7.0,3.0,1.0,8.0,6.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,
11067277,home,América Mineiro,Éder,,,eder-ferreira,Éder,D,33,184,208,M,842072,EUR,797126400,D,33,33,False,35.0,25.0,7.0,2.0,11.0,14.0,22.0,2.0,6.0,,,,,,,90.0,49.0,6.4,13.0,0.0,0.0,0.0713743,0,,15.0,1.0,1.0,,4.0,3.0,,,,2.0,3.0,3.0,2.0,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11067277,home,América Mineiro,Iago Maidana,,,iago-maidana,I. Maidana,D,36,194,211,M,599686,EUR,823564800,D,3,3,False,18.0,15.0,3.0,2.0,9.0,9.0,9.0,1.0,,,,,,,,63.0,25.0,6.4,4.0,0.0574,0.0,0.00207856,1,,6.0,,,2.0,5.0,4.0,1.0,,,1.0,2.0,,,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
11067277,home,América Mineiro,Marlon Lopes,,,marlon-lopes,Marlon,D,6,177,100,M,870933,EUR,761097600,D,6,6,False,32.0,26.0,5.0,2.0,10.0,12.0,27.0,1.0,8.0,,,,,,,90.0,54.0,6.2,14.0,0.0176,0.0,0.0350172,1,,16.0,7.0,,1.0,8.0,5.0,,,,3.0,3.0,1.0,1.0,,1.0,2.0,,,2.0,4.0,,1.0,,,,,,,,,,,,,
11067277,home,América Mineiro,Emmanuel Martínez,,,emmanuel-martinez,E. Martinez,M,6,177,616,M,794312,EUR,770688000,M,5,5,False,35.0,31.0,4.0,2.0,7.0,7.0,34.0,,4.0,,,,,,,73.0,56.0,6.9,12.0,0.0,0.0,0.0760179,0,,25.0,6.0,1.0,,7.0,4.0,1.0,5.0,3.0,2.0,,,,,1.0,3.0,,2.0,2.0,,1.0,,,,,,,,,,,,,,
11067277,home,América Mineiro,Alê,,,ale,Alê,M,16,184,96,M,869564,EUR,644630400,M,16,16,False,46.0,39.0,3.0,3.0,15.0,16.0,30.0,,12.0,,,,,,,90.0,56.0,6.8,10.0,0.0716,0.0,0.0287926,2,,24.0,,,1.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,,,,1.0,,,2.0,,,,,,,,,,,,
11067277,home,América Mineiro,Everaldo,,,everaldo,Everaldo,M,,172,208,M,923951,EUR,770083200,M,37,37,False,25.0,19.0,5.0,2.0,4.0,7.0,23.0,,2.0,,,,,,,63.0,42.0,6.6,15.0,0.037,0.2608,0.032546,2,,15.0,5.0,,,3.0,2.0,1.0,,,,1.0,1.0,2.0,,1.0,,,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,
11067277,home,América Mineiro,Juninho,,,juninho,Juninho,M,28,173,218,M,330691,EUR,561945600,M,8,8,False,21.0,18.0,2.0,1.0,2.0,3.0,19.0,1.0,6.0,,,,,,,90.0,35.0,6.8,5.0,0.2941,0.6893,0.255944,2,,16.0,1.0,,1.0,4.0,6.0,,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,True,1.0,,,,,,,,,
11067277,home,América Mineiro,Felipe Azevedo,,,felipe-azevedo,Felipe Azevedo,M,11,175,88,M,166471,EUR,537235200,M,11,11,False,15.0,12.0,1.0,1.0,3.0,4.0,12.0,,3.0,,,,,,,69.0,24.0,6.5,5.0,0.0425,0.0,0.0120001,1,,9.0,1.0,,,5.0,2.0,,,,1.0,1.0,1.0,,,1.0,3.0,,,2.0,,,1.0,,,,,,,,,,,,,
