match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wonContest,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_errorLeadToAShot,stat_penaltyConceded,stat_totalOffside
14065088,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,37.0,33.0,9.0,5.0,0.0,32.0,33.0,1.0,4.0,9.0,3.0,3.0,2.0,2.0,90.0,43.0,7.5,4.0,0.00027415,0.2645,0,0.3113,0.11,0.04,0.23,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065088,home,FC Bayern München,Sacha Boey,boey-sacha,S. Boey,D,93,178,14393,M,sacha_boey,980418,EUR,968803200,D,23,23,False,,65.0,52.0,2.0,1.0,0.0,17.0,19.0,35.0,46.0,7.0,,,,,90.0,87.0,7.1,17.0,0.0717343,,1,,-0.07,0.14,0.68,,,,2.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0448,2.0,-0.29,,,,,,,,,,,,,,,,,,
14065088,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,Upamecano,798583,EUR,909446400,D,2,2,False,,85.0,79.0,7.0,4.0,0.0,45.0,48.0,34.0,37.0,6.0,,,,,90.0,96.0,7.4,11.0,0.0259267,,0,,0.33,0.18,-0.01,,,,1.0,,1.0,2.0,2.0,4.0,1.0,,1.0,1.0,,2.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,
14065088,home,FC Bayern München,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,jonatah,227672,EUR,823996800,D,4,4,False,,68.0,67.0,1.0,,0.0,40.0,40.0,27.0,28.0,2.0,,,,,90.0,78.0,8.5,1.0,0.0155498,,1,,0.23,0.08,0.29,,,,,,,2.0,,4.0,,,3.0,3.0,,2.0,1.0,,,,0.137,,0.51,1.0,1.0,1.0,0.9034,,,,,,,,,,,,,,
14065088,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,KonradLaimer,355492,EUR,864691200,D,27,27,False,,63.0,55.0,2.0,1.0,0.0,20.0,23.0,35.0,40.0,7.0,,,,,90.0,85.0,8.6,14.0,0.152328,,1,,0.19,0.46,0.17,,,,1.0,1.0,,3.0,3.0,6.0,2.0,,2.0,,,1.0,1.0,3.0,1.0,1.0,0.1538,5.0,0.51,1.0,1.0,1.0,0.8009,1.0,1.0,,,,,,,,,,,,
14065088,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,leon_goretzka,184661,EUR,792028800,M,8,8,False,,53.0,47.0,4.0,3.0,0.0,17.0,19.0,30.0,34.0,5.0,,,,,61.0,66.0,8.0,7.0,0.69435,,1,,0.72,0.31,0.19,,,,,,,,3.0,4.0,1.0,1.0,2.0,1.0,,3.0,2.0,,,1.0,0.0165,2.0,-0.22,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
14065088,home,FC Bayern München,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,,1129935,EUR,1119916800,M,20,20,False,,84.0,77.0,3.0,2.0,1.0,28.0,29.0,49.0,55.0,7.0,,,,,90.0,96.0,6.9,11.0,0.0989868,,2,,0.09,0.37,-0.08,,,,2.0,,,,5.0,1.0,,2.0,,2.0,,1.0,1.0,2.0,,3.0,0.1252,3.0,-0.05,,,1.0,,2.0,,,1.0,,,,,,,,,,
14065088,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79532,M,MOlise,978838,EUR,1008115200,M,17,17,False,,56.0,46.0,3.0,1.0,1.0,14.0,14.0,32.0,42.0,3.0,,,,,78.0,76.0,7.4,16.0,0.504729,,5,,0.54,0.74,-0.1,,,,3.0,2.0,,,6.0,,4.0,1.0,,1.0,,,,1.0,,,0.3571,4.0,-0.57,3.0,,,0.378,2.0,,,1.0,1.0,1.0,,,,,,,,
14065088,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19183,M,sergegnabry,187433,EUR,805680000,M,7,7,False,,40.0,37.0,1.0,,0.0,10.0,10.0,27.0,30.0,2.0,,,,,61.0,52.0,6.3,9.0,0.0353822,,2,,0.09,0.18,-0.03,,,,2.0,,,,4.0,,,,,2.0,,,,1.0,,2.0,0.0498,,-0.17,1.0,,,0.0678,,,2.0,,,1.0,,,,,,,,
14065088,home,FC Bayern München,Luis Díaz,luis-diaz,L. Díaz,F,14,178,143501,M,LuisDíaz,883537,EUR,853113600,M,14,14,False,,40.0,34.0,3.0,3.0,1.0,12.0,12.0,22.0,28.0,6.0,,,,,84.0,58.0,7.6,11.0,0.148069,,3,,0.32,0.72,0.17,,,,1.0,,,,3.0,3.0,4.0,,,1.0,,1.0,1.0,2.0,,,0.1516,2.0,-0.63,,,,,1.0,2.0,,2.0,,3.0,,,,,,,,
14065088,home,FC Bayern München,Harry Kane,harry-kane,H. Kane,F,9,188,299741,M,HurriKane,108579,EUR,743817600,F,9,9,False,,19.0,15.0,2.0,1.0,0.0,4.0,5.0,11.0,14.0,,,,,,78.0,34.0,7.5,6.0,0.0270162,,6,,-0.06,0.39,0.18,,,,1.0,,1.0,,3.0,1.0,,,3.0,1.0,,,,,1.0,,1.9159,1.0,0.1,5.0,2.0,1.0,1.9216,1.0,,1.0,,2.0,1.0,1.0,,,,,,,
14065088,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,raphaelguerreiro14,246999,EUR,756518400,D,22,22,True,,17.0,15.0,1.0,1.0,0.0,4.0,4.0,11.0,13.0,1.0,,,,,29.0,21.0,6.5,3.0,0.0559071,,1,,-0.02,-0.11,0.13,,,,,,,,2.0,,1.0,1.0,,,,,,,,1.0,0.1035,2.0,-0.32,,,,,,,,1.0,,,,,,,,,,
14065088,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,True,,25.0,22.0,2.0,2.0,0.0,6.0,7.0,16.0,18.0,4.0,,,,,29.0,31.0,6.8,6.0,0.0256696,,0,,0.25,0.05,-0.04,,,,2.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
