match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_fouls,stat_interceptionWon,stat_totalCross,stat_totalContest,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,stat_blockedScoringAttempt,stat_punches,stat_bigChanceMissed,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork
10385569,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,49.0,26.0,32.0,9.0,18.0,19.0,8.0,30.0,14.0,2.0,3.0,3.0,90.0,60.0,6.9,24.0,0.0,0.0,0.00455392,0,0.0613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385569,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,4.0,1.0,2.0,,1.0,4.0,,,2.0,,,,27.0,8.0,6.3,4.0,0.0,0.0,2.13e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385569,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,33.0,24.0,7.0,,23.0,28.0,1.0,5.0,2.0,,,,90.0,36.0,6.3,9.0,0.0,0.0,0.00013975,0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385569,home,Aston Villa,Tyrone Mings,tyrone-mings,T. Mings,D,5,195,1992,M,,303638,EUR,731980800,D,5,5,False,28.0,25.0,5.0,4.0,21.0,22.0,4.0,6.0,7.0,,,,90.0,37.0,6.8,4.0,0.0,0.0,0.0237214,0,,,,,3.0,1.0,3.0,6.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385569,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,27,27,False,22.0,19.0,3.0,3.0,10.0,10.0,9.0,14.0,8.0,,,,90.0,39.0,7.2,6.0,0.0,0.0,0.0107304,0,,,,2.0,3.0,3.0,8.0,,2.0,,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,
10385569,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,35.0,26.0,6.0,2.0,15.0,18.0,11.0,20.0,6.0,,,,90.0,50.0,6.5,16.0,0.0,0.0,0.133144,0,,,,1.0,1.0,4.0,3.0,2.0,1.0,,,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10385569,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,34.0,26.0,3.0,1.0,20.0,24.0,6.0,10.0,6.0,,,,90.0,42.0,6.6,10.0,0.0,0.0,0.00336708,0,,,,1.0,,4.0,3.0,1.0,3.0,2.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
10385569,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,13.0,8.0,1.0,,6.0,9.0,2.0,5.0,1.0,,,,65.0,24.0,6.4,10.0,0.0,0.0,0.0003201,0,,,,,,2.0,,,,,2.0,1.0,,1.0,,1.0,,2.0,,True,1.0,,,,,,,,,,,,
10385569,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7677,M,leonbailey,808590,EUR,871084800,M,31,31,False,12.0,11.0,,,4.0,4.0,7.0,8.0,1.0,,,,89.0,19.0,6.6,5.0,0.1654,0.6039,0.0051285,2,,,,6.0,,9.0,,,,,,,2.0,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10385569,home,Aston Villa,Jacob Ramsey,jacob-ramsey,J. Ramsey,M,41,180,3186,M,,975937,EUR,991008000,M,41,41,False,19.0,13.0,,,4.0,4.0,9.0,15.0,1.0,,,,90.0,29.0,6.6,9.0,0.0,0.0,0.0682041,0,,,,1.0,1.0,5.0,4.0,,3.0,,,,1.0,,,1.0,2.0,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,,
