match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_bigChanceCreated,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_penaltyWon,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_goalsPrevented,stat_lastManTackle,stat_penaltyConceded
12499779,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,37.0,32.0,12.0,7.0,0.0,27.0,30.0,5.0,7.0,4.0,3.0,3.0,90.0,38.0,6.9,5.0,0.00173025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499779,home,FC Bayern München,Sacha Boey,boey-sacha,S. Boey,D,93,178,14393,M,sacha_boey,980418,EUR,968803200,D,23,23,False,,72.0,69.0,1.0,,0.0,14.0,15.0,56.0,59.0,2.0,,,73.0,87.0,6.8,9.0,0.0741788,1,,,2.0,1.0,2.0,8.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0467,0.0675,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499779,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,Upamecano,798583,EUR,909446400,D,2,2,False,,115.0,111.0,9.0,7.0,0.0,50.0,53.0,61.0,62.0,7.0,,,90.0,124.0,7.7,5.0,0.0497135,1,,,,,,1.0,3.0,,1.0,,1.0,2.0,,0.0309,0.323,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12499779,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15013,M,kiminjae3,896569,EUR,848016000,D,3,3,False,,111.0,106.0,3.0,1.0,0.0,53.0,55.0,53.0,56.0,7.0,,,90.0,115.0,7.2,5.0,0.0397786,0,,,,,,3.0,3.0,,,,,,3.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499779,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,raphaelguerreiro14,246999,EUR,756518400,D,22,22,False,,54.0,49.0,1.0,1.0,0.0,18.0,19.0,31.0,36.0,8.0,,,89.0,64.0,7.2,7.0,0.578963,0,,,1.0,,1.0,3.0,2.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12499779,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,,164.0,157.0,7.0,4.0,0.0,38.0,39.0,121.0,130.0,7.0,,,90.0,183.0,8.8,14.0,0.674637,1,,,5.0,2.0,,,3.0,,,,1.0,2.0,,0.0461,0.0141,5.0,,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
12499779,home,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10825,M,alekspavlovic_,1142251,EUR,1083542400,M,45,45,False,,109.0,103.0,5.0,5.0,0.0,24.0,26.0,79.0,83.0,4.0,,,81.0,119.0,8.0,6.0,0.11697,1,,,,,,,8.0,,,2.0,1.0,5.0,,0.0576,0.0782,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,,
12499779,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79532,M,MOlise,978838,EUR,1008115200,M,17,17,False,,82.0,77.0,3.0,2.0,0.0,8.0,8.0,69.0,77.0,2.0,,,90.0,113.0,8.7,15.0,0.367124,4,,,3.0,,1.0,4.0,9.0,,,7.0,1.0,,1.0,0.3442,0.1047,2.0,,,1.0,,2.0,,3.0,4.0,5.0,1.0,1.0,2.0,,,,,,,,,,,
12499779,home,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116690,M,Bambi,1010231,EUR,1046217600,M,42,42,False,,62.0,55.0,,,0.0,13.0,14.0,43.0,50.0,2.0,,,90.0,86.0,7.5,19.0,0.250114,2,,,2.0,1.0,1.0,9.0,6.0,,3.0,8.0,2.0,1.0,1.0,0.1988,0.2315,4.0,,1.0,,,,,3.0,1.0,4.0,1.0,,,1.0,,,,,,,,,,
12499779,home,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32905,M,KingComan,280441,EUR,834624000,M,11,11,False,,32.0,30.0,1.0,1.0,0.0,5.0,5.0,26.0,29.0,2.0,,,81.0,44.0,7.3,7.0,0.185025,2,,,2.0,1.0,1.0,3.0,5.0,,1.0,4.0,,,,0.1004,,2.0,2.0,,,,,,1.0,,3.0,,2.0,,,,,,,,,,,,
