match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_crossNotClaimed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_penaltyMiss,stat_totalOffside,stat_goals,stat_shotOffTarget,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_hitWoodwork,stat_penaltyConceded,stat_bigChanceCreated
10385496,home,Southampton,Gavin Bazunu,Gavin,Bazunu,bazunu-gavin,G. Bazunu,G,31,189,914,M,936719,EUR,1014163200,G,31,31,False,35.0,12.0,29.0,6.0,8.0,15.0,4.0,20.0,1.0,8.0,1.0,1.0,1.0,1.0,90.0,42.0,6.5,24.0,0.0,0.0,0.00075657,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385496,home,Southampton,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,D,3,3,False,36.0,24.0,10.0,3.0,12.0,20.0,12.0,16.0,3.0,9.0,,,,,90.0,65.0,7.0,22.0,0.0,0.0,0.0621713,0,2.0,1.0,5.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385496,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,6978,M,286085,EUR,829267200,D,35,35,False,42.0,32.0,10.0,3.0,26.0,30.0,6.0,12.0,5.0,6.0,,,,,90.0,55.0,7.1,10.0,0.0,0.0,0.00388587,0,1.0,,1.0,3.0,,,,,3.0,1.0,1.0,,,janbednarek_,2.0,,,,,,,,,,,,,,,,,,,,,
10385496,home,Southampton,Armel Bella-Kotchap,,,armel-bella-kotchap,A. Bella-Kotchap,D,37,190,1085,M,976025,EUR,1008028800,D,37,37,False,35.0,29.0,5.0,3.0,23.0,25.0,6.0,10.0,4.0,9.0,,,,,90.0,49.0,7.4,6.0,0.0,0.0,0.00332778,0,2.0,2.0,2.0,5.0,,,,,3.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10385496,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,823085,EUR,860889600,D,2,2,False,23.0,19.0,2.0,,10.0,11.0,9.0,12.0,2.0,5.0,,,,,90.0,55.0,7.3,9.0,0.0,0.0,0.012618,0,2.0,1.0,4.0,7.0,,,5.0,3.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10385496,home,Southampton,James Ward-Prowse,,,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,8,8,False,40.0,34.0,2.0,1.0,21.0,23.0,14.0,22.0,1.0,3.0,,,,,90.0,57.0,6.8,12.0,0.8318,1.045,0.0614611,3,3.0,1.0,7.0,5.0,1.0,1.0,,,1.0,3.0,,,2.0,prowsey16,1.0,True,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
10385496,home,Southampton,Roméo Lavia,Romeo Lavia,,romeo-lavia,R. Lavia,M,45,181,16643,M,1069488,EUR,1073347200,M,45,45,False,32.0,24.0,1.0,,11.0,14.0,13.0,18.0,1.0,14.0,,,,,90.0,48.0,7.4,10.0,0.0,0.0,0.0211544,0,,,3.0,5.0,,1.0,2.0,1.0,1.0,3.0,2.0,,2.0,romeolavia,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,
10385496,home,Southampton,Theo Walcott,,,theo-walcott,T. Walcott,M,,176,709,,10501,EUR,606009600,M,32,32,False,18.0,9.0,2.0,,7.0,11.0,2.0,9.0,,7.0,,,,,63.0,29.0,6.5,13.0,0.1533,0.0,0.00180129,1,1.0,2.0,5.0,6.0,2.0,1.0,1.0,1.0,,2.0,,1.0,,,1.0,,2.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,
10385496,home,Southampton,Carlos Alcaraz,,,carlos-alcaraz,C. Alcaraz,M,24,183,6146,M,1017392,EUR,1038614400,M,26,26,False,12.0,11.0,,,4.0,4.0,7.0,8.0,1.0,1.0,,,,,50.0,23.0,7.1,2.0,0.2887,0.5066,0.00514204,4,1.0,,5.0,3.0,1.0,,1.0,1.0,,,,1.0,,_alcaraz22,2.0,,,,,2.0,2.0,,3.0,,,1.0,,,,,,,,,,
10385496,home,Southampton,Kamaldeen Sulemana,,,kamaldeen-sulemana,K. Sulemana,F,7,174,8299,M,1019442,EUR,1013731200,M,20,20,False,19.0,12.0,2.0,,4.0,6.0,8.0,13.0,1.0,4.0,,,,,80.0,45.0,6.3,17.0,0.0755,0.0238,0.0128576,2,2.0,,10.0,4.0,2.0,2.0,5.0,1.0,,3.0,1.0,3.0,,kamaldeenho10,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,
10385496,home,Southampton,Che Adams,,,che-adams,C. Adams,F,19,175,2940,M,773409,EUR,837216000,F,10,10,False,14.0,10.0,2.0,1.0,1.0,2.0,9.0,12.0,,3.0,,,,,63.0,20.0,6.9,8.0,0.0,0.0,0.330701,0,6.0,3.0,9.0,4.0,,2.0,,,,,,2.0,1.0,,1.0,,,,,,,,1.0,,2.0,,,1.0,,,,,,,,
