match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,captain,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_goals,stat_wonTackle,stat_shotOffTarget,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13981489,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,28.0,13.0,22.0,8.0,0.0,5.0,8.0,8.0,20.0,1.0,7.0,1.0,1.0,1.0,90.0,31.0,6.0,15.0,0.00195225,-0.0001,0,-0.9177,0.1,0.02,-0.2,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981489,home,Hellas Verona,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,5,5,False,7.0,4.0,1.0,,0.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,,,16.0,11.0,6.8,3.0,0.00036107,,0,,0.03,0.01,0.13,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981489,home,Hellas Verona,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2685,M,846148,EUR,908323200,D,15,15,False,33.0,28.0,6.0,3.0,0.0,13.0,14.0,15.0,19.0,2.0,4.0,1.0,,,90.0,41.0,6.3,8.0,0.0205227,,0,,0.34,0.03,-0.39,,1.0,Nelsson,1.0,5.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13981489,home,Hellas Verona,Nicolás Valentini,nicolas-valentini,N. Valentini,D,6,184,1144,M,1116570,EUR,986515200,D,6,6,False,25.0,18.0,6.0,,0.0,12.0,12.0,6.0,13.0,2.0,4.0,1.0,,,90.0,37.0,6.3,7.0,0.385561,,1,,0.37,-0.14,-0.31,,,,,3.0,1.0,5.0,,1.0,2.0,Nicolás Valentini,,1.0,1.0,1.0,1.0,0.0144,0.0346,1.0,-0.09,,,,,,,,,,,,,,,,
13981489,home,Hellas Verona,Rafik Belghali,belghali-rafik,R. Belghali,M,7,177,6591,M,1103488,EUR,1023408000,M,7,7,False,29.0,24.0,1.0,,0.0,7.0,9.0,17.0,20.0,2.0,6.0,,,,70.0,44.0,6.7,10.0,0.0164339,,0,,0.24,-0.05,0.14,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,2.0,1.0,3.0,,,,,,,,,,,,,
13981489,home,Hellas Verona,Suat Serdar,suat-serdar,S. Serdar,M,8,183,687,M,800408,EUR,860716800,M,8,8,False,27.0,17.0,5.0,,0.0,6.0,7.0,11.0,20.0,4.0,3.0,2.0,,,90.0,42.0,6.3,13.0,0.0171096,,2,,0.22,0.03,-0.04,,1.0,,2.0,8.0,1.0,1.0,1.0,,3.0,,,,,,1.0,0.2048,0.1208,,0.03,2.0,1.0,1.0,True,1.0,1.0,1.0,1.0,2.0,,,,,,,
13981489,home,Hellas Verona,Roberto Gagliardini,roberto-gagliardini,R. Gagliardini,M,63,188,567,M,287057,EUR,765676800,M,63,63,False,52.0,35.0,7.0,1.0,0.0,22.0,23.0,13.0,29.0,5.0,9.0,,,,90.0,72.0,7.4,19.0,0.0131702,,1,,0.08,0.06,-0.04,,2.0,,3.0,5.0,,4.0,3.0,3.0,2.0,,,,,,1.0,0.0107,0.1838,,0.54,,,1.0,,,,,,,1.0,1.0,,,,,
13981489,home,Hellas Verona,Jean-Daniel Akpa Akpro,jean-daniel-akpa-akpro,J. A. Akpro,M,11,180,386,M,164511,EUR,718761600,M,11,11,False,14.0,11.0,,,0.0,4.0,6.0,7.0,8.0,7.0,1.0,,,,45.0,27.0,6.8,4.0,0.00845375,,0,,0.14,-0.08,0.15,,1.0,,2.0,6.0,1.0,1.0,,5.0,2.0,,,,,,,,,2.0,,2.0,1.0,,,,,,,,,4.0,,,,,
13981489,home,Hellas Verona,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,12,178,1470,M,897594,EUR,944784000,M,12,12,False,20.0,14.0,3.0,,0.0,9.0,13.0,5.0,7.0,3.0,2.0,,,,90.0,32.0,6.4,9.0,0.00422532,,0,,-0.11,-0.22,-0.08,,,,,2.0,,2.0,,2.0,1.0,,,1.0,,1.0,,,,1.0,,2.0,1.0,,,,,,,,,1.0,,,,,
13981489,home,Hellas Verona,Giovane,giovane,Giovane,F,23,184,4926,M,1170773,EUR,1069632000,F,17,17,False,29.0,18.0,2.0,,2.0,5.0,6.0,13.0,23.0,7.0,4.0,2.0,,,78.0,56.0,7.8,21.0,0.230714,,3,,0.18,0.42,0.0,,3.0,,5.0,7.0,,,1.0,,1.0,,,6.0,2.0,1.0,1.0,0.6262,0.4855,3.0,-0.61,4.0,2.0,4.0,,,1.0,1.0,,,,,1.0,,,,
