match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_challengeLost,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_penaltyMiss,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_goalAssist,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
11452969,home,Al-Nassr,Nawaf Al-Aqidi,,,nawaf-al-aqidi,N. Al-Aqidi,G,1,188,1512,M,1014518,EUR,957916800,G,44,44,False,13.0,13.0,1.0,1.0,13.0,13.0,1.0,5.0,1.0,1.0,90.0,17.0,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452969,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173,1607,M,830126,EUR,768182400,D,2,2,False,49.0,42.0,2.0,,22.0,24.0,1.0,5.0,,,81.0,73.0,8.3,3,21.0,28.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,14.0,,,,,,,,,,,,,,,,,,
11452969,home,Al-Nassr,Mohammed Al-Fatil,,,mohammed-al-fatil,M. Al-Fatil,D,33,181,549,M,328829,EUR,694483200,D,4,4,False,47.0,44.0,3.0,2.0,35.0,36.0,,9.0,,,90.0,53.0,7.3,0,9.0,11.0,,,1.0,,6.0,,,,,,,5.0,3.0,,,,3.0,,,,,,,,,,,,,,,,,,
11452969,home,Al-Nassr,Aymeric Laporte,,,aymeric-laporte,A. Laporte,D,14,191,10350,M,149734,EUR,769996800,D,27,27,False,24.0,23.0,,,20.0,20.0,1.0,4.0,,,81.0,29.0,6.9,0,3.0,4.0,,,1.0,1.0,1.0,,,,,,2.0,,,,,,1.0,laporte27,1.0,1.0,,,,,,,,,,,,,,,
11452969,home,Al-Nassr,Ghislain Konan,Ghislain,Konan,ghislain-konan,G. Konan,D,3,176,2811,M,831781,EUR,820022400,D,13,13,False,47.0,44.0,3.0,2.0,15.0,15.0,2.0,4.0,,,90.0,64.0,7.2,0,29.0,34.0,2.0,,,2.0,1.0,1.0,,,,,2.0,1.0,1.0,,,1.0,7.0,,,,,,,,,,,,,,,,,,
11452969,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178,1250,M,867179,EUR,840153600,M,17,17,False,70.0,65.0,2.0,,34.0,36.0,1.0,7.0,,,90.0,76.0,6.9,0,31.0,34.0,,,,3.0,2.0,1.0,,,,,,1.0,1.0,,1.0,1.0,7.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
11452969,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181,13081,M,108800,EUR,721872000,M,77,77,False,91.0,87.0,10.0,9.0,38.0,39.0,1.0,4.0,,,90.0,111.0,7.7,1,51.0,56.0,4.0,2.0,1.0,9.0,2.0,2.0,2.0,,1.0,,3.0,1.0,1.0,,,3.0,11.0,marcelo_brozovic,,,2.0,3.0,,,,,,,,,,,,,
11452969,home,Al-Nassr,Abdulrahman Ghareeb,,,abdulrahman-ghareeb,A. Ghareeb,F,29,164,2201,M,1014447,EUR,859766400,M,29,29,False,51.0,48.0,,,14.0,14.0,,9.0,,,90.0,74.0,6.8,3,35.0,39.0,2.0,1.0,,9.0,5.0,4.0,4.0,2.0,2.0,,,2.0,1.0,3.0,1.0,3.0,16.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11452969,home,Al-Nassr,Otávio,,,otavio,Otávio,M,25,171,6951,M,244801,EUR,792288000,M,25,25,False,40.0,35.0,2.0,2.0,8.0,8.0,,5.0,,,86.0,62.0,7.3,1,27.0,34.0,2.0,,,8.0,8.0,2.0,2.0,,,,3.0,5.0,3.0,2.0,3.0,2.0,13.0,otavio,,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,
11452969,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175,169227,M,217704,EUR,702864000,M,10,10,False,27.0,22.0,,,7.0,8.0,,,,,81.0,48.0,6.9,2,15.0,22.0,3.0,,1.0,9.0,5.0,3.0,6.0,3.0,1.0,1.0,,,,3.0,1.0,1.0,17.0,SadioMané,,,2.0,,,,,,,1.0,1.0,,,,,,
