match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_wasFouled,stat_shotOffTarget,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_accurateCross,stat_onTargetScoringAttempt,captain,stat_bigChanceCreated,stat_bigChanceMissed
11369851,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,160,M,794989,EUR,910051200,G,1,1,False,40.0,28.0,21.0,9.0,24.0,26.0,4.0,14.0,9.0,1.0,4.0,4.0,1.0,1.0,90.0,51.0,8.1,13.0,0.0,0.0,0.0055587,0,0.5051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369851,home,KV Mechelen,Sandy Walsh,sandy-walsh,S. Walsh,D,14,185,7746,M,163199,EUR,795139200,D,5,5,False,38.0,33.0,6.0,5.0,22.0,25.0,11.0,17.0,2.0,,,,,,79.0,51.0,6.8,10.0,0.0,0.0,0.00430179,0,,,,sandywalsh,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369851,home,KV Mechelen,Jordi Vanlerberghe,jordi-vanlerberghe,J. Vanlerberghe,D,30,189,145,M,284727,EUR,835833600,D,30,30,False,49.0,41.0,12.0,7.0,36.0,41.0,5.0,9.0,9.0,,,,,,90.0,70.0,7.3,11.0,0.0255,0.0,0.00368512,1,,,,,1.0,1.0,5.0,2.0,4.0,,,9.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11369851,home,KV Mechelen,Elias Cobbaut,elias-cobbaut,E. Cobbaut,D,33,188,177,M,828570,EUR,880329600,D,22,22,False,24.0,20.0,4.0,1.0,14.0,16.0,6.0,8.0,4.0,,,,,,90.0,39.0,7.7,5.0,0.0,0.0,0.00082592,0,,,,,,,1.0,2.0,,1.0,1.0,7.0,,4.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,
11369851,home,KV Mechelen,Daam Foulon,daam-foulon,D. Foulon,M,5,180,205,M,826170,EUR,922147200,D,23,23,False,33.0,20.0,5.0,2.0,10.0,18.0,10.0,16.0,4.0,,,,,,90.0,50.0,7.2,15.0,0.0,0.0,0.00355042,0,,,,,1.0,,4.0,3.0,2.0,1.0,,2.0,,2.0,1.0,2.0,2.0,,,1.0,1.0,,,,,,,,,
11369851,home,KV Mechelen,Patrick Pflücke,patrick-pflucke,P. Pflücke,M,14,170,191,M,281283,EUR,849312000,M,77,77,False,35.0,32.0,2.0,2.0,12.0,14.0,20.0,25.0,7.0,,,,,,90.0,49.0,7.2,9.0,0.0737,0.0,0.0966913,2,,,,,4.0,1.0,,3.0,,,,2.0,,,,1.0,1.0,2.0,,,1.0,2.0,1.0,1.0,,,,,,
11369851,home,KV Mechelen,Mory Konate,mory-konate,M. Konate,M,8,191,1273,M,889927,EUR,753321600,M,8,8,False,36.0,31.0,2.0,1.0,23.0,25.0,8.0,11.0,8.0,,,,,,90.0,49.0,7.6,6.0,0.093,0.0,0.0059428,2,,,,,,3.0,2.0,9.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,,
11369851,home,KV Mechelen,Kerim Mrabti,kerim-mrabti,K. Mrabti,F,19,175,187,M,338869,EUR,769392000,M,19,19,False,40.0,37.0,4.0,4.0,22.0,24.0,15.0,17.0,4.0,,,,,,90.0,58.0,7.7,6.0,0.0411,0.0,0.0205547,2,,,,,1.0,,3.0,3.0,2.0,,,,,1.0,2.0,3.0,3.0,1.0,,,,2.0,,1.0,1.0,,,,,
11369851,home,KV Mechelen,Nikola Storm,nikola-storm,N. Storm,F,26,178,277,M,149796,EUR,780883200,M,11,11,False,22.0,20.0,3.0,2.0,11.0,11.0,11.0,16.0,4.0,,,,,,79.0,38.0,7.3,8.0,0.0951,0.4929,0.0570426,3,,,,,5.0,,3.0,3.0,,3.0,2.0,,1.0,,,1.0,,2.0,1.0,1.0,,,,2.0,,2.0,2.0,,,
11369851,home,KV Mechelen,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,F,16,16,False,43.0,37.0,5.0,2.0,20.0,20.0,18.0,24.0,2.0,,,,,,89.0,52.0,7.4,9.0,0.0414,0.0307,0.292497,1,,,,,1.0,1.0,5.0,4.0,1.0,3.0,2.0,,,,,,,1.0,1.0,2.0,1.0,,,4.0,,1.0,1.0,True,2.0,
11369851,home,KV Mechelen,Lion Lauberbach,lion-lauberbach,L. Lauberbach,F,29,197,268,M,886171,EUR,887500800,F,20,20,False,17.0,12.0,1.0,1.0,4.0,5.0,8.0,13.0,3.0,,,,,,89.0,37.0,6.6,15.0,1.0049,0.0,0.00693803,3,,,,,1.0,4.0,4.0,5.0,,1.0,,2.0,,1.0,,,,7.0,,2.0,1.0,3.0,1.0,1.0,1.0,,,,,2.0
11369851,home,KV Mechelen,Toon Raemaekers,toon-raemaekers,T. Raemaekers,D,28,195,180,M,1006483,EUR,968457600,D,4,4,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,,,,11.0,10.0,6.9,,0.0,0.0,0.00028362,0,,,,,,,,1.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,
11369851,home,KV Mechelen,Geoffry Hairemans,geoffry-hairemans,G. Hairemans,F,11,184,140,M,58917,EUR,688003200,M,7,7,True,6.0,6.0,,,1.0,1.0,5.0,5.0,2.0,,,,,,11.0,8.0,6.6,,0.0,0.0,0.00095985,0,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
11369851,home,KV Mechelen,Jannes Van Hecke,jannes-van-hecke,J. V. Hecke,M,78,175,70,M,965741,EUR,1011052800,M,6,6,True,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,0.0,0.0,3.572e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369851,home,KV Mechelen,Norman Bassette,bassette-norman,N. Bassette,F,17,186,557,M,1137328,EUR,1099958400,F,70,70,True,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,0.0,0.0,6.059e-05,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
11369851,home,KV Mechelen,Yannick Thoelen,yannick-thoelen,Y. Thoelen,G,15,188,95,M,794571,EUR,648259200,G,15,15,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
