match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_interceptionWon,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_penaltyConceded,captain,stat_bigChanceCreated,stat_penaltyWon,stat_totalOffside,stat_hitWoodwork,stat_punches,stat_bigChanceMissed
12450994,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188.0,21320,M,996953,EUR,1005004800,G,30,30,False,26.0,23.0,4.0,1.0,0.0,23.0,24.0,2.0,9.0,1.0,1.0,1.0,1.0,90.0,32.0,6.8,3.0,7.454e-05,0,0.2809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450994,home,Lille,Aïssa Mandi,,,aissa-mandi,A. Mandi,D,23,186.0,10320,M,122810,EUR,688089600,D,2,2,False,46.0,39.0,5.0,2.0,0.0,22.0,24.0,23.0,1.0,,,,,45.0,60.0,6.6,10.0,0.0140914,0,,aissamandi23,17.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450994,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182.0,1863,M,962408,EUR,978739200,D,18,18,False,75.0,69.0,5.0,2.0,0.0,41.0,42.0,33.0,7.0,,,,,90.0,85.0,7.1,8.0,0.0229857,0,,,28.0,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12450994,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192.0,4572,M,1049775,EUR,934156800,D,4,4,False,75.0,68.0,6.0,6.0,0.0,34.0,35.0,41.0,6.0,,,,,90.0,89.0,7.8,10.0,0.0857083,3,,,34.0,1.0,1.0,7.0,,2.0,1.0,,1.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,0.1876,0.3969,,,,,,,,,,,,,,,,,
12450994,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181.0,1194,M,834308,EUR,925344000,D,5,5,False,42.0,38.0,2.0,2.0,0.0,19.0,21.0,24.0,4.0,,,,,77.0,76.0,8.1,14.0,0.0500694,3,,,20.0,3.0,1.0,11.0,,2.0,2.0,1.0,2.0,1.0,5.0,,1.0,1.0,1.0,1.0,0.0984,0.1209,1.0,6.0,3.0,1.0,1.0,5.0,1.0,2.0,,,,,,,,,
12450994,home,Lille,Ngal'ayel Mukau,Ngal'ayel Mukau,,ngalayel-mukau,N. Mukau,M,17,188.0,7441,M,1391541,EUR,1099440000,M,17,17,False,72.0,63.0,6.0,4.0,0.0,16.0,22.0,50.0,6.0,,,,,90.0,81.0,7.2,11.0,0.0585968,0,,,47.0,,,5.0,,2.0,2.0,,1.0,2.0,3.0,1.0,1.0,,,2.0,,,,1.0,1.0,,,,1.0,2.0,,,,,,,,,
12450994,home,Lille,André Gomes,,,andre-gomes,A. Gomes,M,26,188.0,1679,M,235460,EUR,743990400,M,26,26,False,68.0,66.0,5.0,5.0,0.0,22.0,22.0,46.0,4.0,,,,,90.0,93.0,7.5,8.0,0.0861551,3,,,44.0,,1.0,8.0,,4.0,3.0,,2.0,1.0,11.0,4.0,2.0,1.0,2.0,1.0,0.2009,0.2367,,5.0,3.0,,,,3.0,1.0,,,,,,,,,
12450994,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171.0,1177,M,72998,EUR,636854400,M,10,10,False,35.0,32.0,1.0,1.0,0.0,11.0,11.0,27.0,5.0,,,,,64.0,53.0,6.8,7.0,0.130055,4,,,23.0,3.0,,2.0,,2.0,1.0,,1.0,,6.0,1.0,1.0,1.0,,,0.269,,2.0,,,3.0,,,3.0,2.0,1.0,1.0,,,,,,,
12450994,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168.0,3430,M,867441,EUR,967680000,M,8,8,False,27.0,22.0,2.0,2.0,0.0,7.0,8.0,19.0,2.0,,,,,45.0,32.0,6.9,6.0,0.0292137,0,,,15.0,,,5.0,,2.0,2.0,,,1.0,1.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,
12450994,home,Lille,Hakon Arnar Haraldsson,,,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180.0,2141,M,1138804,EUR,1049932800,M,7,7,False,29.0,26.0,3.0,3.0,1.0,2.0,2.0,31.0,3.0,,,,,84.0,46.0,8.1,7.0,0.186284,3,,,27.0,4.0,2.0,4.0,,1.0,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,0.0948,0.1007,3.0,1.0,,,,2.0,1.0,4.0,,,,,,,,,
