match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_totalClearance,stat_interceptionWon,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,captain,stat_keyPass,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed,stat_penaltyMiss,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_errorLeadToAShot,stat_penaltyConceded
10406823,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1214,M,10406,EUR,573609600,G,22,22,False,37.0,23.0,26.0,12.0,12.0,13.0,11.0,24.0,15.0,7.0,8.0,90.0,49.0,8.1,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406823,home,Club Brugge KV,Clinton Mata,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,77,77,False,41.0,36.0,8.0,5.0,18.0,21.0,19.0,22.0,7.0,,,90.0,59.0,7.1,8.0,0,2.0,1.0,1.0,4.0,9.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10406823,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,793,M,248331,EUR,728179200,D,44,44,False,39.0,37.0,7.0,7.0,26.0,26.0,11.0,13.0,1.0,,,90.0,53.0,6.9,3.0,0,,,,1.0,5.0,1.0,,,,4.0,4.0,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10406823,home,Club Brugge KV,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,419,M,904991,EUR,923616000,D,4,4,False,51.0,47.0,5.0,3.0,33.0,34.0,14.0,17.0,4.0,,,90.0,57.0,6.2,6.0,0,,,,4.0,1.0,,1.0,,,1.0,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10406823,home,Club Brugge KV,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187,2521,M,888537,EUR,946425600,M,7,7,False,34.0,25.0,6.0,3.0,4.0,5.0,22.0,32.0,3.0,,,90.0,67.0,8.7,18.0,5,3.0,1.0,,3.0,7.0,,4.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,1.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,
10406823,home,Club Brugge KV,Ruud Vormer,ruud-vormer,R. Vormer,M,25,178,202,M,18995,EUR,579312000,M,25,25,False,33.0,30.0,4.0,3.0,10.0,11.0,20.0,26.0,1.0,,,61.0,41.0,6.7,8.0,0,4.0,,,1.0,3.0,,,,,2.0,2.0,,1.0,1.0,,,,,,1.0,,,,,,,True,,,,,,,,,,,,
10406823,home,Club Brugge KV,Noah Mbamba,noah-mbamba,N. Mbamba,M,17,187,1003,M,1100321,EUR,1104883200,M,72,72,False,15.0,13.0,1.0,,5.0,5.0,8.0,10.0,1.0,,,45.0,20.0,6.5,2.0,0,,,1.0,2.0,3.0,1.0,,,,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10406823,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2896,M,118085,EUR,714614400,M,20,20,False,43.0,33.0,6.0,3.0,5.0,5.0,28.0,38.0,2.0,,,90.0,52.0,7.3,14.0,1,,,2.0,3.0,4.0,1.0,,,,,,4.0,2.0,,,,,,,2.0,,,1.0,,1.0,,,3.0,,,,,,,,,,,
10406823,home,Club Brugge KV,Bjorn Meijer,bjorn-meijer,B. Meijer,D,14,190,686,M,1047509,EUR,1047945600,M,14,14,False,24.0,16.0,2.0,,7.0,8.0,10.0,18.0,3.0,,,61.0,42.0,6.8,10.0,0,2.0,1.0,,2.0,3.0,1.0,1.0,,,2.0,1.0,,1.0,,,,2.0,Bjorn Meijer,,,,,,,,,,,,,,,,,,,,,
10406823,home,Club Brugge KV,Noa Lang,noa-lang,N. Lang,F,77,173,13002,M,875136,EUR,929577600,F,10,10,False,35.0,28.0,3.0,3.0,4.0,5.0,24.0,32.0,1.0,,,82.0,50.0,6.5,16.0,1,2.0,,,6.0,1.0,,3.0,,,1.0,,1.0,,,,,,,,,3.0,1.0,,,,1.0,,1.0,noano,,,,,,,,,,
