match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,captain,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
10438210,home,Portimonense SAD,Kosuke Nakamura,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200,G,32,32,False,45.0,36.0,17.0,8.0,30.0,30.0,6.0,15.0,6.0,1.0,90.0,48.0,7.1,9.0,56.482823854276,9.0,11.55,7.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438210,home,Portimonense SAD,Fahd Moufi,fahd-moufi,F. Moufi,D,18,179,913,M,801066,EUR,831254400,D,18,18,False,39.0,26.0,4.0,3.0,10.0,14.0,17.0,32.0,7.0,,90.0,89.0,8.0,28.0,110.48849105055,9.0,88.935,20.37,0,7.0,1.0,1.0,6.0,5.0,10.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,38.131597621287,2.0,4.0,,,,,,,,,,,,,,,
10438210,home,Portimonense SAD,Pedrão,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600,D,44,44,False,70.0,56.0,20.0,9.0,41.0,46.0,15.0,24.0,9.0,,90.0,82.0,7.6,17.0,166.56037617408,18.0,79.905,18.9,1,,,,4.0,3.0,8.0,,1.0,,4.0,,,2.0,1.0,,1.0,1.0,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,
10438210,home,Portimonense SAD,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,53.0,43.0,15.0,9.0,32.0,36.0,11.0,17.0,5.0,,90.0,62.0,7.7,10.0,122.01565032279,16.0,71.4,17.535,0,,,1.0,1.0,2.0,1.0,,,1.0,5.0,2.0,2.0,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,
10438210,home,Portimonense SAD,Moustapha Seck,moustapha-seck,M. Seck,D,24,176,148,M,807292,EUR,825033600,D,14,14,False,23.0,16.0,5.0,2.0,6.0,8.0,14.0,25.0,2.0,,90.0,70.0,7.1,22.0,91.958835671914,12.0,74.97,23.94,0,10.0,4.0,,2.0,7.0,4.0,2.0,,,3.0,,3.0,1.0,1.0,2.0,,3.0,,,2.0,,,3.0,1.0,,,,,,,,,,,
10438210,home,Portimonense SAD,Gustavo Klismahn,gustavo-klismahn,G. Klismahn,M,77,179,89,M,1162051,EUR,943315200,M,27,27,False,19.0,17.0,4.0,3.0,7.0,8.0,11.0,14.0,4.0,,55.0,27.0,6.7,7.0,9.5508418499258,2.0,3.465,5.565,0,3.0,1.0,,,3.0,2.0,1.0,,,,,,2.0,2.0,3.0,,2.0,,,,Klismahn,,,,,,,,,,,,,,
10438210,home,Portimonense SAD,Henrique Jocu,henrique-jocu,H. Jocu,M,28,171,83,M,976408,EUR,999993600,M,6,6,False,46.0,35.0,4.0,2.0,19.0,23.0,16.0,24.0,10.0,,90.0,58.0,6.4,15.0,79.364678281215,12.0,24.465,12.39,0,1.0,,1.0,1.0,7.0,3.0,3.0,2.0,,2.0,,1.0,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
10438210,home,Portimonense SAD,Pedro Sá,pedro-sa,P. Sá,M,21,175,37,M,803145,EUR,754704000,M,21,21,False,10.0,7.0,1.0,,3.0,3.0,4.0,7.0,2.0,,33.0,10.0,6.5,3.0,8.3491756589033,2.0,5.25,4.305,0,,,,1.0,4.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,True,,,,,,,
10438210,home,Portimonense SAD,Luquinha,luquinha,Luquinha,M,18,167,71,M,981444,EUR,970531200,F,20,20,False,32.0,21.0,3.0,1.0,10.0,11.0,11.0,21.0,6.0,,80.0,40.0,6.8,13.0,162.72498053917,10.0,55.86,37.065,1,,,3.0,,6.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,40.256123621134,1.0,,,,,,,,,,1.0,,,,,,
10438210,home,Portimonense SAD,Bryan Róchez,bryan-rochez,B. Róchez,F,35,181,256,M,796395,EUR,788918400,F,35,35,False,12.0,7.0,,,,,7.0,12.0,2.0,,80.0,32.0,6.1,14.0,28.473853356833,4.0,14.385,11.655,3,,,4.0,3.0,13.0,6.0,1.0,4.0,,2.0,,,2.0,1.0,3.0,1.0,2.0,,,,,,2.0,,,,,,3.0,1.0,1.0,,,,
10438210,home,Portimonense SAD,Welinton Junior,welinton-junior,W. Junior,M,93,175,43,M,329307,EUR,739497600,F,93,93,False,21.0,16.0,2.0,1.0,5.0,5.0,11.0,16.0,5.0,,90.0,51.0,6.4,19.0,155.29400474808,14.0,67.935,24.675,3,,,4.0,1.0,14.0,8.0,,4.0,,1.0,,1.0,2.0,2.0,4.0,4.0,2.0,57.72740170914,3.0,,,,6.0,1.0,,,,,3.0,,1.0,,,,
10438210,home,Portimonense SAD,Rui Gomes,gomes-rui,R. Gomes,M,12,172,41,M,993246,EUR,873331200,F,70,70,True,14.0,11.0,1.0,1.0,4.0,5.0,8.0,11.0,3.0,,57.0,22.0,6.7,6.0,32.176330020679,4.0,12.285,15.96,1,2.0,1.0,,,2.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,
10438210,home,Portimonense SAD,Paulo Estrela,paulo-estrela,P. Estrela,M,20,167,55,M,855664,EUR,919468800,M,38,38,True,20.0,17.0,2.0,1.0,6.0,6.0,11.0,14.0,4.0,,35.0,26.0,6.6,4.0,65.319191607067,3.0,-36.435,13.23,0,,,,1.0,4.0,3.0,1.0,1.0,,,,1.0,1.0,,,1.0,2.0,,,1.0,Paulo,Estrela,,,,,,,,,,,,,
10438210,home,Portimonense SAD,Zié Ouattara,zie-ouattara,Z. Ouattara,D,24,178,133,M,1005407,EUR,947376000,D,3,3,True,7.0,5.0,,,1.0,1.0,4.0,8.0,1.0,,10.0,17.0,6.8,5.0,54.80360513976,5.0,10.5,16.065,0,2.0,,1.0,,2.0,3.0,,1.0,,,,2.0,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,
10438210,home,Portimonense SAD,Ewerton,ewerton,Ewerton,M,8,175,46,M,592588,EUR,723168000,M,8,8,True,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,10.0,2.0,6.5,1.0,,,,,0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10438210,home,Portimonense SAD,Berke Özer,berke-ozer,B. Özer,G,1,191,3024,M,847494,EUR,959212800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438210,home,Portimonense SAD,Gonçalo Costa,goncalo-costa,G. Costa,D,20,170,81,M,1087354,EUR,950832000,D,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438210,home,Portimonense SAD,Vinícius Szeuczuk,vinicius-szeuczuk,V. Szeuczuk,D,,191,9,M,880178,EUR,870739200,D,78,78,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438210,home,Portimonense SAD,Yong-hak Kim,yong-hak-kim,Y. Kim,M,73,172,162,M,1000238,EUR,1053388800,F,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438210,home,Portimonense SAD,Ricardo Matos,ricardo-matos,R. Matos,F,17,181,151,M,976416,EUR,953942400,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438210,away,Famalicão,Luiz Júnior,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,31,31,False,29.0,20.0,14.0,5.0,18.0,18.0,2.0,11.0,11.0,,90.0,37.0,6.5,10.0,23.763200955986,4.0,22.575,7.245,0,,,,,,,,,,2.0,,,,,,,,,,,Luiz Lúcio Reis Júnior,,,,,,,,,,,,1.0,1.0,
10438210,away,Famalicão,Hernán de la Fuente,hernan-de-la-fuente,H. d. l. Fuente,D,2,178,114,M,912936,EUR,852595200,D,22,22,False,47.0,38.0,,,18.0,19.0,20.0,31.0,7.0,,90.0,74.0,6.9,16.0,216.47482617374,17.0,84.525,27.405,1,3.0,,1.0,1.0,3.0,5.0,,1.0,,,1.0,2.0,4.0,1.0,2.0,,,112.19752149785,5.0,,,,1.0,,,,,,,,,1.0,,,
10438210,away,Famalicão,Riccieli,riccieli,Riccieli,D,5,184,208,M,927166,EUR,905990400,D,15,15,False,48.0,34.0,8.0,2.0,28.0,34.0,6.0,14.0,1.0,,90.0,66.0,6.5,14.0,85.172173528118,10.0,54.285,18.27,0,,,3.0,3.0,6.0,5.0,1.0,,,8.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,True,,,,,,,
10438210,away,Famalicão,Enea Mihaj,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,52.0,40.0,4.0,,29.0,38.0,11.0,14.0,7.0,,90.0,69.0,7.3,13.0,153.92797519772,17.0,112.245,27.3,0,,,1.0,3.0,1.0,9.0,,,,6.0,,1.0,2.0,2.0,1.0,2.0,,27.655494933195,1.0,1.0,,,2.0,2.0,,,,,,,,,,,1.0
10438210,away,Famalicão,Rúben Lima,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,5,5,False,32.0,20.0,2.0,,13.0,15.0,8.0,19.0,7.0,,83.0,59.0,7.3,18.0,43.847895230743,8.0,22.995,12.285,1,2.0,1.0,2.0,1.0,2.0,5.0,,,,3.0,,2.0,4.0,2.0,,,,,,2.0,,,,,1.0,,,,,,,,,,
10438210,away,Famalicão,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,False,31.0,22.0,4.0,,10.0,12.0,12.0,19.0,9.0,,83.0,49.0,6.3,15.0,92.643369817122,9.0,6.825,10.08,1,,,1.0,,8.0,7.0,1.0,3.0,,,,,4.0,2.0,3.0,2.0,3.0,,,,,,1.0,1.0,,,,,1.0,,,,,,
10438210,away,Famalicão,Santiago Colombatto,santiago-colombatto,S. Colombatto,M,11,180,597,M,822379,EUR,853459200,M,97,97,False,44.0,42.0,4.0,3.0,24.0,25.0,18.0,21.0,8.0,,90.0,68.0,7.2,8.0,85.680167037706,13.0,11.97,10.5,2,2.0,,2.0,3.0,7.0,11.0,1.0,1.0,,1.0,,2.0,4.0,3.0,1.0,4.0,2.0,,,,,,1.0,,,,,,2.0,,,,,,
10438210,away,Famalicão,Pedro Brazão,pedro-brazao,P. Brazão,M,10,172,169,M,981535,EUR,1041206400,M,11,11,False,24.0,17.0,3.0,1.0,6.0,6.0,11.0,18.0,5.0,,73.0,45.0,6.3,14.0,151.26101603981,17.0,98.805,16.905,3,,,1.0,,7.0,5.0,,2.0,,,,,1.0,,2.0,1.0,1.0,20.229774451787,2.0,1.0,,,6.0,3.0,,,,,1.0,,,2.0,,,
10438210,away,Famalicão,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182,202,M,190171,EUR,796521600,F,7,7,False,41.0,36.0,4.0,3.0,15.0,15.0,23.0,33.0,4.0,,90.0,67.0,7.5,14.0,162.81211100046,20.0,18.69,8.82,1,7.0,2.0,1.0,,4.0,9.0,,2.0,,,,1.0,2.0,1.0,1.0,3.0,,9.8961883571403,1.0,2.0,,,5.0,4.0,,,,,1.0,,,,,,
10438210,away,Famalicão,Álex Millán,alex-millan,Á. Millán,F,23,185,80,M,1010550,EUR,941932800,F,9,9,False,19.0,16.0,1.0,1.0,6.0,7.0,10.0,12.0,2.0,,72.0,26.0,6.9,5.0,48.171411251867,5.0,1.365,11.97,0,,,1.0,,1.0,4.0,,,,,,,1.0,1.0,2.0,3.0,,,,2.0,,,,,,,,,,,,,,,
10438210,away,Famalicão,Junior Kadile,kadile-junior,J. Kadile,M,11,182,126,M,999033,EUR,1039996800,F,14,14,False,19.0,13.0,2.0,,3.0,4.0,10.0,16.0,3.0,,66.0,38.0,6.8,13.0,166.13991335563,13.0,76.23,44.205,3,1.0,,3.0,,5.0,5.0,,,,1.0,,,2.0,2.0,4.0,,1.0,80.408649917196,3.0,1.0,,,4.0,3.0,,,,,2.0,,,1.0,,,
10438210,away,Famalicão,Francisco Moura,francisco-moura,F. Moura,D,74,181,1191,M,985138,EUR,934761600,D,74,74,True,9.0,6.0,1.0,,1.0,3.0,5.0,7.0,2.0,,24.0,20.0,6.8,7.0,21.288485264659,3.0,15.33,9.87,0,1.0,,1.0,1.0,1.0,3.0,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10438210,away,Famalicão,Jhonder Cádiz,jhonder-cadiz,J. Cádiz,F,99,191,1954,M,332257,EUR,806976000,F,29,29,True,7.0,2.0,,,,,3.0,8.0,,,18.0,9.0,6.7,6.0,24.764880153152,1.0,24.675,24.675,0,1.0,1.0,3.0,3.0,3.0,3.0,,,,,,,,,1.0,,,24.764880153152,1.0,1.0,,,,,,,,,,,,,,,
10438210,away,Famalicão,Rui Fonte,rui-fonte,R. Fonte,F,,181,71,M,44235,EUR,640828800,F,17,17,True,6.0,3.0,,,,,3.0,6.0,,,18.0,10.0,6.5,5.0,7.8638782174302,2.0,-2.205,0.63,1,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
10438210,away,Famalicão,André Simões,andre-simoes,A. Simões,M,16,177,73,M,169945,EUR,629769600,M,8,8,True,9.0,6.0,,,1.0,1.0,5.0,8.0,2.0,,15.0,11.0,6.6,3.0,6.0594356997991,1.0,-2.205,-2.205,0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
10438210,away,Famalicão,Théo Fonseca,theo-fonseca,T. Fonseca,F,95,178,41,M,1161023,EUR,960681600,F,95,95,True,,,,,,,,,,,15.0,2.0,6.6,,,,,,0,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,Théo Fonseca,,,,,,,,,,,,,,
10438210,away,Famalicão,Dalberson,dalberson,Dalberson,G,31,191,31,M,870638,EUR,853113600,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438210,away,Famalicão,Alexandre Penetra,alexandre-penetra,A. Penetra,D,5,184,376,M,1004278,EUR,999993600,D,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438210,away,Famalicão,Pelé,pele,Pelé,M,,182,155,,78621,EUR,686102400,M,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438210,away,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
