match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_fouls,player_sofascoreId,stat_aerialWon,stat_dispossessed,stat_accurateCross,captain,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_shotOffTarget,stat_errorLeadToAGoal,stat_totalOffside
12764231,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176.0,9441,M,50070,EUR,675388800,F,10,10,True,11.0,7.0,1.0,1.0,0.0,2.0,2.0,5.0,9.0,1.0,,,26.0,20.0,6.5,7.0,0.0246444,0,,,3.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,lacazettealex,1.0,3.0,,,,,,,,
12764231,home,Olympique Lyonnais,Nemanja Matić,,,nemanja-matic,N. Matić,M,18,194.0,3555,M,44241,EUR,586396800,M,31,31,True,27.0,25.0,,,0.0,7.0,8.0,18.0,19.0,,,,25.0,31.0,6.8,3.0,0.0424535,1,,,1.0,2.0,1.0,1.0,1.0,,,,,,,1.0,,0.0599,,1.0,,,,Mati,1.0,,,,1.0,,,,,
12764231,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172.0,10913,M,158243,EUR,715219200,D,3,3,True,13.0,9.0,,,0.0,6.0,7.0,4.0,8.0,,,,12.0,19.0,6.9,5.0,0.0475755,0,,2.0,,4.0,,,,,,,,,,,2.0,,,1.0,,,,tagliafico3,2.0,,1.0,,,,,,,
12764231,home,Olympique Lyonnais,Saël Kumbedi,,,sael-kumbedi,S. Kumbedi,D,26,175.0,839,M,1155226,EUR,1111795200,D,20,20,True,4.0,4.0,,,0.0,,,4.0,4.0,,,,10.0,6.0,6.7,1.0,0.0232723,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12764231,home,Olympique Lyonnais,Lassine Diarra,Lassine Diarra,,lassine-diarra,L. Diarra,G,20,195.0,508,M,1481174,EUR,1036972800,G,50,50,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764231,home,Olympique Lyonnais,Rémy Descamps,,,remy-descamps,R. Descamps,G,40,194.0,488,M,788180,EUR,835660800,G,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764231,home,Olympique Lyonnais,Warmed Omari,,,omari-warmed,W. Omari,D,17,185.0,537,M,999030,EUR,956448000,D,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764231,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180.0,1322,M,152813,EUR,721094400,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764231,home,Olympique Lyonnais,Enzo Molebe,Enzo,Molebe,enzo-molebe,E. Molebe,F,14,178.0,748,,1861678,EUR,1190073600,F,29,29,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764231,away,Ludogorets,Sergio Padt,,,sergio-padt,S. Padt,G,1,197.0,141,M,42894,EUR,644630400,G,1,1,False,36.0,21.0,21.0,6.0,0.0,19.0,26.0,2.0,10.0,10.0,6.0,7.0,90.0,47.0,8.0,15.0,0.00024508,0,1.4894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764231,away,Ludogorets,Son,,,son,Son,D,17,179.0,216,M,597716,EUR,764985600,D,17,17,False,36.0,29.0,2.0,1.0,0.0,15.0,18.0,16.0,23.0,5.0,,,79.0,66.0,6.8,14.0,0.129983,1,,5.0,3.0,4.0,1.0,2.0,1.0,,1.0,6.0,,1.0,1.0,,1.0,0.0188,0.0318,3.0,,,2.0,,1.0,,2.0,,,,,,1.0,
12764231,away,Ludogorets,Olivier Verdon,,,olivier-verdon,O. Verdon,D,24,190.0,1170,M,889680,EUR,812851200,D,24,24,False,49.0,48.0,1.0,1.0,0.0,36.0,37.0,12.0,12.0,3.0,,,90.0,62.0,6.8,2.0,0.00347477,1,,,3.0,4.0,,1.0,,,,5.0,,3.0,1.0,,,0.0198,,,,,2.0,,1.0,,,,,,,1.0,,
12764231,away,Ludogorets,Dinis Almeida,,,dinis-almeida,D. Almeida,D,4,190.0,98,M,811562,EUR,804297600,D,4,4,False,33.0,32.0,2.0,1.0,0.0,25.0,25.0,7.0,9.0,3.0,,,90.0,46.0,7.6,3.0,0.00207403,1,,1.0,4.0,2.0,2.0,,,,1.0,5.0,1.0,1.0,1.0,1.0,,0.8164,0.9939,1.0,2.0,1.0,,,1.0,,,,,1.0,,,,
12764231,away,Ludogorets,Anton Nedyalkov,,,anton-nedyalkov,A. Nedyalkov,D,3,182.0,138,M,173521,EUR,736128000,D,3,3,False,28.0,23.0,3.0,,0.0,15.0,18.0,8.0,10.0,,,,74.0,44.0,6.3,10.0,0.0047953,0,,,4.0,3.0,2.0,2.0,,,,1.0,2.0,1.0,,2.0,1.0,,,1.0,,,1.0,,1.0,,,True,,,,,,
12764231,away,Ludogorets,Pedro Naressi,,,pedro-naressi,Pedro Naressi,M,30,178.0,218,M,872390,EUR,884390400,M,30,30,False,52.0,43.0,7.0,4.0,0.0,18.0,23.0,25.0,29.0,6.0,,,90.0,75.0,7.1,11.0,0.0567057,0,,,8.0,9.0,2.0,1.0,,,,6.0,1.0,4.0,3.0,,2.0,,,,4.0,1.0,1.0,,3.0,1.0,,,,,,,,
12764231,away,Ludogorets,Jakub Piotrowski,,,jakub-piotrowski,J. Piotrowski,M,24,188.0,2365,M,825271,EUR,875923200,M,6,6,False,49.0,39.0,8.0,5.0,0.0,20.0,25.0,19.0,24.0,7.0,,,90.0,68.0,7.1,14.0,0.0354904,1,,,6.0,7.0,1.0,1.0,,,,3.0,2.0,3.0,3.0,2.0,3.0,0.013,,,1.0,,2.0,,1.0,1.0,,,,,,1.0,,
12764231,away,Ludogorets,Erick Marcus,,,erick-marcus,Erick Marcus,M,77,172.0,690,M,1403439,EUR,1078099200,M,77,77,False,25.0,22.0,2.0,1.0,0.0,7.0,9.0,15.0,19.0,2.0,,,79.0,46.0,7.0,13.0,0.915618,2,,3.0,11.0,5.0,3.0,8.0,4.0,,,,,1.0,1.0,2.0,,0.0408,,2.0,3.0,,1.0,,,,,,1.0,,2.0,1.0,,
12764231,away,Ludogorets,Aguibou Camara,,,aguibou-camara,A. Camara,M,20,167.0,5998,M,906062,EUR,990316800,M,20,20,False,31.0,26.0,2.0,,0.0,5.0,8.0,21.0,23.0,2.0,,,90.0,54.0,6.8,9.0,0.0216066,2,,,6.0,4.0,1.0,1.0,,1.0,2.0,4.0,3.0,3.0,2.0,,,0.3132,0.882,1.0,2.0,,,aguibou_camara2,1.0,2.0,,,,,,,,
12764231,away,Ludogorets,Caio Vidal,Caio Vidal,,caio-vidal,Caio Vidal,M,11,174.0,463,M,1067629,EUR,973296000,M,11,11,False,14.0,11.0,,,0.0,4.0,5.0,7.0,10.0,3.0,,,74.0,34.0,6.5,9.0,0.0128212,6,,1.0,6.0,5.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0115,0.2525,1.0,,,,,1.0,1.0,,,1.0,,,3.0,,1.0
12764231,away,Ludogorets,Rwan Cruz,Rwan Cruz,,rwan-cruz,Rwan Cruz,F,12,187.0,1041,M,1180918,EUR,990316800,F,12,12,False,20.0,17.0,,,1.0,6.0,6.0,13.0,16.0,2.0,,,89.0,37.0,7.3,10.0,0.519807,1,,2.0,7.0,7.0,,3.0,2.0,,,,,1.0,,3.0,3.0,0.1973,,2.0,1.0,,2.0,,1.0,3.0,2.0,,1.0,,1.0,,,1.0
12764231,away,Ludogorets,Denny Gropper,Denny,Gropper,danny-gruper,D. Gropper,D,14,176.0,80,M,993378,EUR,921542400,D,14,14,True,3.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,,,,16.0,8.0,6.8,1.0,0.00592448,0,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,
12764231,away,Ludogorets,Ivajlo Chochev,,,ivajlo-chochev,I. Chochev,M,18,187.0,311,M,94681,EUR,729993600,M,18,18,True,14.0,14.0,,,0.0,4.0,4.0,10.0,10.0,2.0,,,16.0,15.0,6.5,,0.0106459,0,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12764231,away,Ludogorets,Edvin Kurtulus,,,edvin-kurtulus,E. Kurtulus,D,15,185.0,232,M,981899,EUR,952214400,D,15,15,True,6.0,5.0,,,0.0,4.0,4.0,2.0,3.0,1.0,,,11.0,8.0,7.0,1.0,0.0793975,0,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,
12764231,away,Ludogorets,Georgi Rusev,,,georgi-rusev,G. Rusev,M,11,176.0,211,M,869017,EUR,899337600,F,19,19,True,3.0,2.0,,,0.0,,,2.0,4.0,,,,11.0,5.0,6.5,2.0,0.07555,0,,1.0,4.0,1.0,,,,,,,,,,,1.0,,,,2.0,,2.0,,,,,,,,,,,
12764231,away,Ludogorets,Deroy Duarte,,,deroy-duarte,D. Duarte,M,23,177.0,216,M,921089,EUR,931046400,M,23,23,True,,,,,0.0,,,,,,,,1.0,2.0,,1.0,,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12764231,away,Ludogorets,Damyan Hristov,Damyan Hristov,,damyan-hristov,D. Hristov,G,67,188.0,28,M,1091865,EUR,1036800000,G,67,67,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764231,away,Ludogorets,Hendrik Bonmann,,,hendrik-bonmann,H. Bonmann,G,39,192.0,101,M,254461,EUR,759196800,G,39,39,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764231,away,Ludogorets,Georgi Terziev,,,georgi-terziev,G. Terziev,D,5,183.0,42,M,76015,EUR,703555200,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764231,away,Ludogorets,Metodiy Stefanov,Metodiy,Stefanov,stefanov-metodiy,M. Stefanov,M,80,180.0,21,M,888366,EUR,965433600,M,80,80,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764231,away,Ludogorets,Filip Gigov,,,filip-gigov,F. Gigov,F,73,,51,M,1865876,EUR,1175126400,F,73,73,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
