match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_fouls,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_goals,stat_totalOffside
14888326,home,Eastleigh,Nick Townsend,Nick,Townsend,nick-townsend,N. Townsend,G,1,181.0,23,M,307656,EUR,783648000.0,G,1,1,False,49.0,23.0,33.0,7.0,0.0,19.0,21.0,4.0,28.0,1.0,6.0,90.0,53.0,5.4,26.0,0,0.08,0.04,-0.31,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14888326,home,Eastleigh,Richard Brindley,Richard,Brindley,richard-brindley,R. Brindley,D,2,179.0,7,M,288711,EUR,736560000.0,D,2,2,False,43.0,29.0,10.0,1.0,0.0,21.0,24.0,8.0,19.0,3.0,1.0,90.0,71.0,6.1,18.0,0,0.0,0.02,-0.45,,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14888326,home,Eastleigh,Lloyd Humphries,Lloyd,Humphries,lloyd-humphries,L. Humphries,D,4,176.0,12,M,972347,EUR,875836800.0,D,4,4,False,57.0,41.0,10.0,1.0,0.0,28.0,30.0,13.0,27.0,1.0,6.0,90.0,77.0,6.5,22.0,1,0.41,0.25,-0.44,,,2.0,7.0,2.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,0.02,,,,,,,,,,,,,,,,,,,
14888326,home,Eastleigh,Temitope Eweka,Temitope,Eweka,temitope-eweka,T. Eweka,D,6,,1,M,865697,EUR,,D,6,6,False,58.0,52.0,11.0,5.0,0.0,44.0,46.0,8.0,12.0,7.0,4.0,90.0,72.0,6.1,8.0,1,0.02,0.1,-0.44,,,3.0,5.0,1.0,,,2.0,2.0,3.0,5.0,,,,1.0,,-0.51,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14888326,home,Eastleigh,Aaron Pierre,,,aaron-pierre,A. Pierre,D,16,186.0,16,M,289921,EUR,729907200.0,D,16,16,False,49.0,44.0,6.0,3.0,0.0,39.0,39.0,5.0,10.0,4.0,2.0,88.0,62.0,6.3,6.0,1,0.12,0.21,-0.15,,,2.0,4.0,1.0,1.0,,1.0,1.0,4.0,6.0,,,,2.0,1.0,-0.16,,1.0,2.0,,,,,,,,,,,,,,,,
14888326,home,Eastleigh,Archie Harris,Archie Harris,,archie-harris,A. Harris,D,27,,26,M,1537202,EUR,1104105600.0,D,27,27,False,53.0,33.0,12.0,1.0,0.0,26.0,30.0,7.0,23.0,5.0,6.0,90.0,85.0,5.7,32.0,0,0.12,0.1,-0.51,,7.0,2.0,4.0,2.0,1.0,,1.0,,4.0,6.0,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
14888326,home,Eastleigh,Harvey Saunders,,,harvey-saunders,H. Saunders,F,15,180.0,25,M,987019,EUR,869356800.0,M,15,15,False,10.0,4.0,,,0.0,,,4.0,10.0,1.0,4.0,88.0,23.0,5.9,11.0,3,-0.12,0.4,-0.18,,,,1.0,,,,2.0,1.0,3.0,7.0,1.0,2.0,,2.0,2.0,-0.51,,1.0,,,1.0,,1.0,,,,,,,,,,,,
14888326,home,Eastleigh,Jordan Cousins,,,jordan-cousins,J. Cousins,M,24,177.0,23,M,138531,EUR,762912000.0,M,24,24,False,1.0,,,,0.0,,,,1.0,1.0,,6.0,3.0,,1.0,0,,,,,,1.0,2.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,True,,,,,,,,,,,
14888326,home,Eastleigh,Josh Lundstram,Josh,Lundstram,josh-lundstram,J. Lundstram,M,17,175.0,11,M,885827,EUR,919382400.0,M,17,17,False,43.0,22.0,7.0,2.0,0.0,9.0,12.0,13.0,31.0,3.0,5.0,90.0,57.0,6.2,25.0,0,-0.08,0.04,-0.16,,1.0,2.0,4.0,,1.0,,2.0,,1.0,2.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
14888326,home,Eastleigh,Jake Vokins,Jake,Vokins,jake-vokins,J. Vokins,M,3,180.0,16,M,879898,EUR,953251200.0,M,3,3,False,15.0,9.0,4.0,1.0,0.0,5.0,8.0,4.0,7.0,,1.0,62.0,22.0,6.4,10.0,0,0.02,0.02,-0.13,,4.0,1.0,2.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
