match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_height,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_blockedScoringAttempt,stat_fouls,stat_outfielderBlock,stat_accurateCross,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim
14073465,home,Blackburn Rovers,Nicholas Michalski,nicholas-michalski,N. Michalski,G,35,31,M,1819751,EUR,1173830400,G,35,35,False,32.0,28.0,11.0,7.0,0.0,26.0,27.0,2.0,5.0,1.0,1.0,7.0,1.0,1.0,3.0,3.0,90.0,40.0,6.8,5.0,0.4201,0,0.13,0.01,-0.55,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073465,home,Blackburn Rovers,Kristi Montgomery,montgomery-kristi,K. Montgomery,M,31,27,M,1141109,EUR,1085961600,D,31,31,False,62.0,49.0,8.0,3.0,0.0,32.0,36.0,17.0,26.0,3.0,,7.0,,4.0,,,90.0,98.0,6.7,20.0,,2,0.0,0.32,-0.23,,184.0,4.0,10.0,3.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,-0.41,,,,,,,,,,,,,,,,
14073465,home,Blackburn Rovers,Lewis Miller,lewis-miller,L. Miller,D,12,213,M,943634,EUR,967075200,D,12,12,False,65.0,56.0,5.0,2.0,0.0,41.0,45.0,15.0,20.0,5.0,1.0,4.0,,1.0,,,90.0,92.0,6.8,18.0,,1,0.08,0.11,-0.2,,187.0,4.0,10.0,,5.0,2.0,,5.0,3.0,2.0,1.0,,2.0,,-0.63,,,2.0,1.0,1.0,1.0,,,,,,,,,,
14073465,home,Blackburn Rovers,Scott Wharton,scott-wharton,S. Wharton,D,16,40,M,845723,EUR,875836800,D,16,16,False,61.0,51.0,9.0,7.0,0.0,38.0,41.0,13.0,20.0,9.0,,8.0,,1.0,,,90.0,75.0,6.4,12.0,,0,-0.75,0.32,-0.04,,182.0,7.0,7.0,1.0,,,,7.0,1.0,,,,,,,,,,8.0,,,1.0,,,,,,,,,
14073465,home,Blackburn Rovers,Harry Pickering,harry-pickering,H. Pickering,D,3,60,M,845571,EUR,914889600,D,3,3,False,69.0,59.0,9.0,4.0,0.0,31.0,35.0,28.0,34.0,2.0,1.0,4.0,,,,,90.0,95.0,7.3,13.0,,1,0.55,0.13,-0.34,,185.0,1.0,5.0,,1.0,1.0,,3.0,1.0,1.0,,,2.0,,0.01,,,3.0,1.0,1.0,,,1.0,,,,,,,,
14073465,home,Blackburn Rovers,Sidnei Tavares,sidnei-tavares,S. Tavares,M,8,128,M,989889,EUR,1001721600,M,8,8,False,56.0,52.0,8.0,7.0,0.0,31.0,33.0,21.0,23.0,3.0,,9.0,,1.0,,,73.0,68.0,7.3,8.0,,0,0.28,0.16,0.23,,188.0,1.0,3.0,2.0,,,,1.0,1.0,,,,2.0,1.0,,,,2.0,,,1.0,1.0,1.0,,,,,,,,
14073465,home,Blackburn Rovers,Sondre Tronstad,sondre-tronstad,S. Trondstad,M,6,149,M,228374,EUR,809395200,M,6,6,False,46.0,43.0,6.0,5.0,0.0,25.0,25.0,18.0,21.0,2.0,1.0,1.0,,,,,59.0,50.0,6.4,3.0,,0,0.15,0.11,-0.19,,173.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,True,,,,,,,
14073465,home,Blackburn Rovers,Axel Henriksson,henriksson-axel,A. Henriksson,M,21,192,M,1109969,EUR,1018915200,M,18,18,False,28.0,23.0,3.0,,0.0,8.0,8.0,15.0,20.0,6.0,,1.0,,2.0,,,59.0,38.0,6.5,10.0,,0,0.29,0.19,-0.13,,189.0,,2.0,2.0,1.0,,,,,,,,2.0,2.0,,,,,1.0,,2.0,,,,1.0,,,,,,
14073465,home,Blackburn Rovers,Igor Tyjon,igor-tyjon,I. Tyjon,F,32,403,M,1922415,EUR,1211241600,M,32,32,False,23.0,19.0,1.0,,0.0,7.0,8.0,12.0,15.0,6.0,,1.0,,3.0,,,63.0,38.0,5.9,12.0,,2,-0.3,0.29,-0.12,,181.0,,2.0,4.0,1.0,,1.0,,,,,,2.0,,-0.41,Igor,Tyjon,,,1.0,1.0,,,,,,,,,,
14073465,home,Blackburn Rovers,Dion De Neve,dion-de-neve,D. D. Neve,M,14,103,M,923974,EUR,992304000,M,14,14,False,24.0,19.0,,,0.0,11.0,13.0,8.0,11.0,2.0,,4.0,,2.0,,,73.0,35.0,7.4,10.0,,2,0.07,0.06,-0.07,,180.0,1.0,2.0,,2.0,,1.0,,1.0,1.0,,,,1.0,0.53,,,2.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,
