match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_errorLeadToAShot,stat_wasFouled,stat_totalOffside,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
12514066,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,50.0,46.0,11.0,7.0,0.0,46.0,47.0,3.0,10.0,4.0,5.0,90.0,64.0,8.2,4.0,0.0001842,0,2.0785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514066,home,FC Porto,Martim Fernandes,martim-fernandes,M. Fernandes,D,52,181,1999,M,,1142585,EUR,1137542400,D,52,52,False,,74.0,61.0,11.0,5.0,2.0,39.0,43.0,36.0,4.0,,,90.0,102.0,8.3,21.0,0.662569,1,,,,24.0,5.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0201,3.0,,,,,,,,,,,,,,,,,,,
12514066,home,FC Porto,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,,913401,EUR,961804800,D,24,24,False,,118.0,113.0,8.0,5.0,0.0,87.0,88.0,30.0,4.0,,,90.0,127.0,7.5,6.0,0.00841725,0,,,,26.0,,,3.0,4.0,6.0,,,,,,,,,,2.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,
12514066,home,FC Porto,Tiago Djaló,tiago-djalo,T. Djaló,D,35,190,2965,M,,892735,EUR,955238400,D,3,3,False,,109.0,107.0,5.0,5.0,0.0,91.0,93.0,16.0,8.0,,,90.0,117.0,7.4,2.0,0.00723535,1,,,,16.0,,,,,3.0,,,,,,,1.0,0.0339,1.0,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,
12514066,home,FC Porto,Francisco Moura,francisco-moura,F. Moura,D,74,181,1191,M,,985138,EUR,934761600,D,74,74,False,,71.0,66.0,2.0,1.0,0.0,39.0,40.0,35.0,2.0,,,84.0,86.0,6.8,9.0,0.0796198,0,,,,28.0,4.0,1.0,,2.0,2.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,
12514066,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,,24.0,22.0,2.0,2.0,0.0,10.0,12.0,15.0,2.0,,,45.0,33.0,6.8,7.0,0.0499612,0,,Alan Varela,,13.0,3.0,1.0,,1.0,,,1.0,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,
12514066,home,FC Porto,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,16,16,False,,54.0,51.0,3.0,3.0,0.0,28.0,28.0,26.0,2.0,,,84.0,60.0,7.0,5.0,0.0434499,0,,,,23.0,,,1.0,3.0,3.0,,1.0,2.0,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
12514066,home,FC Porto,Fábio Vieira,fabio-vieira,F. Vieira,M,20,170,6618,M,fabiodfvieira,904835,EUR,959644800,M,10,10,False,,33.0,30.0,6.0,5.0,0.0,13.0,13.0,21.0,3.0,,,69.0,45.0,7.4,4.0,0.0887067,1,,,,18.0,1.0,1.0,1.0,3.0,5.0,1.0,,,,,,1.0,0.0693,1.0,,,2.0,,1.0,1.0,,,3.0,,1.0,2.0,0.2579,,,,,,
12514066,home,FC Porto,Danny Namaso,danny-namaso,D. Namaso,F,19,182,4899,M,,867440,EUR,967420800,M,19,19,False,,26.0,24.0,2.0,1.0,0.0,7.0,7.0,20.0,3.0,,,90.0,48.0,7.8,8.0,0.0836419,5,,,,17.0,1.0,,1.0,8.0,6.0,1.0,2.0,3.0,2.0,,1.0,1.0,0.8818,1.0,,,2.0,1.0,2.0,3.0,,,2.0,,4.0,1.0,0.6459,1.0,1.0,,,,
12514066,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,,38.0,29.0,,,0.0,8.0,11.0,27.0,4.0,,,86.0,53.0,7.5,15.0,0.130401,2,,,,21.0,,,1.0,3.0,3.0,,,2.0,,,,,0.8685,2.0,1.0,,2.0,2.0,3.0,,1.0,,,,1.0,,0.9921,1.0,1.0,,,,
12514066,home,FC Porto,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193,14784,M,samuaghehowa9,1503836,EUR,1083715200,F,9,9,False,,13.0,8.0,2.0,1.0,0.0,4.0,4.0,10.0,2.0,,,90.0,27.0,6.7,11.0,0.00544617,2,,Samuel,Aghehowa,4.0,1.0,,2.0,4.0,4.0,,,1.0,,1.0,,1.0,0.1197,1.0,3.0,,,,4.0,1.0,1.0,,1.0,,1.0,1.0,0.5154,,,,,,
12514066,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,6,6,True,,51.0,48.0,4.0,4.0,0.0,21.0,21.0,34.0,2.0,,,45.0,63.0,7.4,8.0,0.462599,0,,,,27.0,4.0,,,1.0,2.0,,,1.0,,1.0,,,,1.0,,,2.0,,,,,,,,,,,1.0,,,,,
12514066,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,F,13,13,True,,12.0,9.0,,,0.0,2.0,2.0,11.0,2.0,,,21.0,16.0,8.9,5.0,0.058146,2,,,,7.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,1.103,2.0,1.0,,,,1.0,,,,,,2.0,,1.9564,,2.0,,,,
12514066,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,23,23,True,,11.0,11.0,3.0,3.0,1.0,2.0,2.0,9.0,,,,9.0,13.0,7.7,,0.632704,1,,,,9.0,,,,,1.0,,,1.0,1.0,1.0,,,0.041,1.0,,,,,,,1.0,,,,,,,,,,,,
12514066,home,FC Porto,Rodrigo Mora,mora-rodrigo,R. Mora,M,86,168,13996,M,,1410240,EUR,1178323200,M,86,86,True,,7.0,6.0,,,0.0,3.0,3.0,4.0,,,,9.0,13.0,7.0,1.0,0.0028408,1,,Rodrigo Mora,,3.0,,,,1.0,3.0,1.0,,,,,,,0.0184,,,,3.0,1.0,,,,,,,1.0,,0.118,,,,,,
12514066,home,FC Porto,Gonçalo Borges,goncalo-borges,G. Borges,F,11,184,1083,M,,979221,EUR,985824000,F,70,70,True,,4.0,3.0,,,0.0,,,6.0,1.0,,,4.0,9.0,,3.0,0.00114816,0,,,,3.0,2.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
12514066,home,FC Porto,Cláudio Ramos,claudio-ramos,C. Ramos,G,14,183,1032,M,,116372,EUR,690249600,G,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514066,home,FC Porto,Zé Pedro,ze-pedro,Z. Pedro,D,32,187,663,M,,945448,EUR,865555200,D,97,97,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514066,home,FC Porto,André Franco,andre-franco,A. Franco,M,10,177,622,M,,851286,EUR,892339200,M,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514066,home,FC Porto,Deniz Gül,deniz-gul,D. Gül,F,27,190,3437,M,,1407720,EUR,1088726400,F,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514066,away,Estoril Praia,Joel Robles,joel-robles,J. Robles,G,1,195,157,M,,93796,EUR,645580800,G,27,27,False,,23.0,15.0,14.0,6.0,0.0,13.0,17.0,6.0,11.0,3.0,6.0,90.0,37.0,7.0,8.0,0.0023901,0,0.4858,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
12514066,away,Estoril Praia,Wagner Pina,wagner-pina,W. Pina,M,20,180,484,M,,1513625,EUR,1036281600,D,20,20,False,,21.0,16.0,1.0,,0.0,13.0,14.0,7.0,4.0,,,90.0,57.0,6.3,15.0,0.00305969,3,,,,3.0,,,2.0,11.0,8.0,1.0,2.0,5.0,2.0,,1.0,4.0,0.103,,1.0,,4.0,2.0,5.0,3.0,1.0,,1.0,,1.0,2.0,0.5303,,,,,,
12514066,away,Estoril Praia,Pedro Álvaro,pedro-alvaro,P. Álvaro,D,,186,247,M,,869330,EUR,951955200,D,23,23,False,True,27.0,21.0,3.0,1.0,0.0,19.0,22.0,5.0,4.0,,,90.0,46.0,6.5,11.0,0.0016026,1,,,,2.0,,,2.0,8.0,5.0,1.0,,2.0,,,,6.0,0.1161,,4.0,2.0,1.0,,3.0,3.0,,,,,1.0,2.0,0.717,,,,,,
12514066,away,Estoril Praia,Kévin Boma,kevin-boma,K. Boma,D,44,193,411,M,,1049465,EUR,1037750400,D,44,44,False,,24.0,20.0,2.0,,0.0,18.0,21.0,3.0,4.0,,,90.0,35.0,5.4,6.0,0.00095365,0,,Kévin Boma,,2.0,,,,2.0,1.0,1.0,,1.0,,,,6.0,,,1.0,,,,1.0,,,,,,,2.0,,,,,,,1.0
12514066,away,Estoril Praia,Pedro Amaral,amaral-pedro,P. Amaral,D,24,178,86,M,,834247,EUR,872467200,D,24,24,False,,8.0,5.0,,,0.0,3.0,4.0,4.0,1.0,,,26.0,9.0,6.3,3.0,0.00142806,0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
