match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_dispossessed,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_goodHighClaim
13981465,home,Juventus,Loïs Openda,,,lois-openda,L. Openda,F,20,177,15661,M,l_openda,835480,EUR,950659200,F,20,20,False,18.0,14.0,,,0.0,5.0,6.0,9.0,12.0,,,,63.0,29.0,6.6,8.0,0.0138271,,1,,-0.25,0.22,0.14,,2.0,3.0,4.0,,1.0,1.0,1.0,1.0,,2.0,2.0,,1.0,,,,,2.0,1.0,0.0334,,-0.2,,1.0,,,,,,,1.0,,,
13981465,home,Juventus,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185,7292,M,west.mckennie,881931,EUR,904262400,M,22,22,True,15.0,11.0,1.0,1.0,0.0,3.0,3.0,8.0,12.0,,,,32.0,24.0,6.9,6.0,0.014464,,1,,-0.22,-0.33,0.14,,1.0,2.0,4.0,,,,,1.0,,1.0,1.0,1.0,,,,2.0,2.0,1.0,1.0,0.4913,0.3294,0.23,,,,,,,,,,1.0,,
13981465,home,Juventus,Dušan Vlahović,,,dusan-vlahovic,D. Vlahović,F,9,190,43057,M,DV9,832208,EUR,949017600,F,9,9,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,32.0,7.0,6.1,2.0,0.0102932,,1,,-0.06,-0.09,0.0,,1.0,4.0,,,,,,,,4.0,,,,,,,,1.0,,0.0742,,-0.11,1.0,1.0,,,,,,,,,,
13981465,home,Juventus,Edon Zhegrova,,,edon-zhegrova,E. Zhegrova,M,11,181,9820,M,edonzhegrova10,887766,EUR,922838400,F,11,11,True,21.0,16.0,,,0.0,,,16.0,21.0,,,,27.0,39.0,7.3,13.0,0.0907896,,2,,0.24,0.29,-0.01,,4.0,3.0,7.0,,8.0,6.0,,,,,,1.0,1.0,,,,,2.0,1.0,0.0348,0.4554,-0.05,,2.0,1.0,,,1.0,,,,,,
13981465,home,Juventus,João Mário,,,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,25,25,True,16.0,12.0,2.0,1.0,0.0,,,12.0,16.0,,,,26.0,25.0,7.0,7.0,0.0890599,,0,,0.13,0.27,0.0,,3.0,1.0,2.0,,2.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
13981465,home,Juventus,Juan Cabal,,,juan-cabal,J. Cabal,D,32,185,4400,M,,988037,EUR,978912000,D,32,32,True,10.0,10.0,,,0.0,2.0,2.0,8.0,8.0,1.0,,,14.0,11.0,7.8,,0.00435588,,1,,0.04,0.01,0.13,,,,,,,,,,,,,1.0,,,,,,,,0.1237,0.3502,0.54,,,,,,,,,,,1.0,
13981465,home,Juventus,Carlo Pinsoglio,,,carlo-pinsoglio,C. Pinsoglio,G,23,194,2090,M,,46420,EUR,637545600,G,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981465,home,Juventus,Mattia Perin,,,mattia-perin,M. Perin,G,1,188,3256,M,,79645,EUR,721353600,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981465,home,Juventus,Daniele Rugani,,,daniele-rugani,D. Rugani,D,24,188,2117,M,,139273,EUR,775440000,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981465,home,Juventus,Manuel Locatelli,,,manuel-locatelli,M. Locatelli,M,5,185,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981465,home,Juventus,Filip Kostić,,,filip-kostic,F. Kostić,M,18,184,7055,M,filipkostic,126588,EUR,720576000,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981465,home,Juventus,Jonathan David,,,jonathan-david,J. David,F,30,180,21023,M,jodavid,935564,EUR,947808000,F,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981465,away,Atalanta,Marco Carnesecchi,,,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,,865646,EUR,962409600,G,29,29,False,28.0,16.0,20.0,8.0,0.0,9.0,11.0,7.0,17.0,13.0,6.0,9.0,90.0,44.0,8.2,12.0,0.0022547,0.8724,0,1.8311,0.08,0.01,0.15,0.54,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0
13981465,away,Atalanta,Odilon Kossounou,,,odilon-kossounou,O. Kossounou,D,3,191,9985,M,odilonkossounou,973437,EUR,978566400,D,3,3,False,27.0,24.0,1.0,1.0,0.0,18.0,20.0,6.0,7.0,2.0,,,90.0,47.0,6.1,11.0,0.0243825,,0,,0.13,0.04,-0.48,,,6.0,6.0,1.0,3.0,1.0,8.0,1.0,,1.0,2.0,,,,,2.0,1.0,5.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,
13981465,away,Atalanta,Berat Djimsiti,,,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,,151003,EUR,730080000,D,19,19,False,25.0,21.0,2.0,1.0,0.0,18.0,20.0,3.0,5.0,2.0,,,90.0,45.0,6.6,4.0,0.00087219,,1,,0.05,0.04,0.35,,,4.0,2.0,,,,14.0,1.0,,3.0,2.0,,,2.0,2.0,,,,,0.1129,,-0.49,1.0,,,,,,,,,,,
13981465,away,Atalanta,Honest Ahanor,,,honest-ahanor,H. Ahanor,D,69,184,1976,M,,1634980,EUR,1203724800,D,69,69,False,31.0,25.0,2.0,,0.0,19.0,23.0,6.0,8.0,4.0,,,90.0,55.0,6.8,8.0,0.00400634,,1,,-0.03,0.03,0.19,,,4.0,7.0,1.0,1.0,,7.0,1.0,,1.0,2.0,,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0528,,-0.43,,,,,,,,,,,,
13981465,away,Atalanta,Raoul Bellanova,,,raoul-bellanova,R. Bellanova,M,16,188,2480,M,,826185,EUR,958521600,M,16,16,False,22.0,19.0,3.0,1.0,0.0,10.0,13.0,9.0,9.0,7.0,,,90.0,47.0,7.2,9.0,0.0381952,,1,,0.06,0.32,0.34,,4.0,1.0,3.0,1.0,,,4.0,,,,,,1.0,1.0,,2.0,1.0,1.0,1.0,0.049,,-0.16,,1.0,2.0,,,,,,,,,
13981465,away,Atalanta,Marten de Roon,,,marten-de-roon,M. de Roon,M,15,185,1856,M,,100389,EUR,670204800,M,15,15,False,42.0,36.0,5.0,2.0,0.0,27.0,30.0,9.0,12.0,3.0,,,80.0,48.0,6.0,8.0,0.00520805,,1,,0.18,0.08,-0.12,,1.0,4.0,1.0,2.0,,,,2.0,True,,,,1.0,1.0,,1.0,,1.0,,0.0577,,0.01,,,,,,,,,,,,
13981465,away,Atalanta,Mario Pašalić,,,mario-pasalic,M. Pašalić,M,20,189,7385,M,pasalicmario,190437,EUR,792288000,M,8,8,False,32.0,26.0,2.0,1.0,0.0,14.0,17.0,12.0,15.0,5.0,,,90.0,49.0,6.3,8.0,0.0186004,,2,,0.09,0.12,-0.11,,,5.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,2.0,2.0,,,1.0,,0.059,0.2639,-0.33,1.0,1.0,,1.0,,1.0,,1.0,,,,
13981465,away,Atalanta,Davide Zappacosta,,,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,,132318,EUR,708220800,M,77,77,False,24.0,17.0,3.0,,0.0,10.0,14.0,7.0,10.0,2.0,,,90.0,36.0,6.1,11.0,0.012975,,0,,-0.12,0.06,-0.12,,1.0,5.0,1.0,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,
13981465,away,Atalanta,Lazar Samardžić,,,lazar-samardzic,L. Samardžić,M,10,183,4807,M,lakisamar10,980624,EUR,1014508800,F,10,10,False,24.0,21.0,1.0,1.0,0.0,10.0,11.0,11.0,13.0,5.0,,,76.0,40.0,6.7,12.0,0.167484,,1,,0.34,0.15,-0.01,,7.0,5.0,,1.0,1.0,,2.0,,,3.0,,,,,1.0,,,3.0,,0.0308,,-0.08,1.0,3.0,2.0,,,,,,,,,
13981465,away,Atalanta,Kamaldeen Sulemana,,,kamaldeen-sulemana,K. Sulemana,F,7,174,8299,M,kamaldeenho10,1019442,EUR,1013731200,F,7,7,False,9.0,5.0,1.0,,0.0,1.0,2.0,4.0,7.0,3.0,,,61.0,17.0,7.6,7.0,0.0205297,,1,,-0.12,0.38,-0.06,,,4.0,3.0,1.0,3.0,2.0,,,,1.0,,1.0,,,,,,1.0,1.0,0.0555,0.5128,0.51,,1.0,,,,1.0,,,,,1.0,
13981465,away,Atalanta,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4445,M,,839156,EUR,954892800,F,90,90,False,25.0,19.0,2.0,1.0,0.0,9.0,11.0,10.0,14.0,3.0,,,82.0,39.0,6.6,10.0,0.0495809,,4,,0.0,0.39,0.18,,,3.0,5.0,,2.0,,,,,1.0,2.0,,,,1.0,1.0,,2.0,2.0,0.3169,,-0.68,4.0,1.0,,,,,,,,1.0,,
13981465,away,Atalanta,Charles De Ketelaere,,,charles-de-ketelaere,C. De Ketelaere,F,17,192,14835,M,cdk,960441,EUR,984182400,F,17,17,True,8.0,6.0,,,0.0,4.0,4.0,2.0,4.0,2.0,,,29.0,17.0,6.7,6.0,0.0654553,,0,,0.04,0.17,-0.06,,1.0,3.0,3.0,2.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,3.0,,,,,,1.0,1.0,,,1.0,,,,,,
13981465,away,Atalanta,Yunus Musah,,,yunus-musah,Y. Musah,M,6,178,4211,M,yunusmusah8,983815,EUR,1038528000,M,6,6,True,1.0,,1.0,,0.0,,,,1.0,2.0,,,14.0,8.0,6.6,3.0,,,0,,0.0,0.09,0.15,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,
13981465,away,Atalanta,Marco Brescianini,,,marco-brescianini,M. Brescianini,M,4,188,1111,M,,928800,EUR,948326400,M,44,44,True,1.0,,1.0,,0.0,,,,1.0,1.0,,,8.0,4.0,6.7,1.0,,,0,,0.0,0.01,0.24,,,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
13981465,away,Atalanta,Marco Sportiello,,,marco-sportiello,M. Sportiello,G,57,192,1322,M,,176301,EUR,705456000,G,57,57,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981465,away,Atalanta,Francesco Rossi,,,francesco-rossi,F. Rossi,G,31,193,299,M,,80074,EUR,672710400,G,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981465,away,Atalanta,Relja Obrić,Relja Obric,,relja-obric,R. Obrić,D,19,194,175,M,,1432414,EUR,1144713600,D,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981465,away,Atalanta,Éderson,,,ederson,Éderson,M,13,183,7659,M,ederson99,946888,EUR,931305600,M,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981465,away,Atalanta,Lorenzo Bernasconi,,,lorenzo-bernasconi,L. Bernasconi,M,47,190,638,M,,1012177,EUR,1068940800,D,47,47,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981465,away,Atalanta,Daniel Maldini,,,daniel-maldini,D. Maldini,F,27,187,4629,M,dani.malda,970928,EUR,1002758400,F,70,70,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981465,away,Atalanta,Ademola Lookman,,,ademola-lookman,A. Lookman,F,22,174,80703,M,molalookman,824200,EUR,877305600,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
