match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,captain,stat_outfielderBlock,stat_penaltyConceded,player_firstName,player_lastName,stat_shotOffTarget,stat_wonTackle,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyWon,stat_hitWoodwork,stat_penaltyMiss
10382066,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185.0,555,M,227192,EUR,807235200,G,1,1,False,36.0,26.0,17.0,7.0,23.0,25.0,3.0,11.0,1.0,1.0,1.0,10.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,90.0,52.0,6.9,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382066,home,Sparta Rotterdam,Shurandy Sambo,shurandy-sambo,S. Sambo,D,12,174.0,235,M,916926,EUR,998179200,D,2,2,False,22.0,21.0,1.0,1.0,7.0,7.0,16.0,17.0,,1.0,1.0,1.0,,,,,,,,45.0,33.0,6.8,4.0,0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382066,home,Sparta Rotterdam,Bart Vriends,bart-vriends,B. Vriends,D,3,188.0,217,M,41495,EUR,673747200,D,3,3,False,53.0,47.0,10.0,5.0,25.0,30.0,22.0,23.0,1.0,2.0,,3.0,,,,,,,,90.0,56.0,6.4,6.0,0,,,3.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10382066,home,Sparta Rotterdam,Adil Auassar,adil-auassar,A. Auassar,D,,185.0,31,,28319,EUR,528940800,D,4,4,False,59.0,52.0,4.0,2.0,39.0,43.0,13.0,16.0,2.0,4.0,,4.0,,,,,,,,90.0,68.0,7.0,8.0,0,,,5.0,,3.0,1.0,,,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10382066,home,Sparta Rotterdam,Mica Pinto,mica-pinto,Mica,D,5,176.0,157,M,785815,EUR,739152000,D,5,5,False,42.0,37.0,4.0,3.0,20.0,21.0,17.0,26.0,1.0,3.0,1.0,6.0,,,,,,,,64.0,66.0,7.2,13.0,1,5.0,,2.0,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10382066,home,Sparta Rotterdam,Younes Namli,younes-namli,Y. Namli,M,9,180.0,239,M,235538,EUR,772070400,M,10,10,False,24.0,21.0,3.0,2.0,10.0,10.0,12.0,16.0,,3.0,,3.0,,,,,,,,79.0,37.0,7.8,8.0,1,2.0,1.0,3.0,,1.0,,1.0,2.0,,1.0,,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10382066,home,Sparta Rotterdam,Jonathan de Guzmán,jonathan-de-guzman,J. d. Guzmán,M,13,173.0,79,M,13028,EUR,558489600,M,6,6,False,24.0,22.0,3.0,2.0,8.0,9.0,14.0,15.0,1.0,2.0,,1.0,,,,,,,,64.0,34.0,6.3,4.0,0,,,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,True,1.0,1.0,,,,,,,,,,,
10382066,home,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170.0,272,M,913584,EUR,984009600,M,8,8,False,25.0,22.0,,,12.0,14.0,10.0,12.0,,3.0,,4.0,,,,,,,,84.0,40.0,7.1,10.0,1,1.0,,4.0,1.0,,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10382066,home,Sparta Rotterdam,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172.0,213,M,385708,EUR,822873600,F,7,7,False,12.0,9.0,,,5.0,5.0,5.0,14.0,1.0,1.0,,1.0,,,,,,,,90.0,29.0,6.8,11.0,2,7.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,2.0,,,,,,,,
10382066,home,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,9,192.0,737,M,796943,EUR,872899200,F,9,9,False,17.0,11.0,,,1.0,2.0,10.0,15.0,6.0,7.0,,2.0,,,,,,,,90.0,30.0,7.3,9.0,4,,,5.0,1.0,,,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,3.0,,,,,,,,
