match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_lastManTackle,stat_keyPass,stat_outfielderBlock,stat_errorLeadToAShot,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork,player_sofascoreId,stat_errorLeadToAGoal
11598378,home,Exeter City,Viljami Sinisalo,,,viljami-sinisalo,V. Sinisalo,G,12,190.0,349,M,995654,EUR,1002758400,G,1,1,False,29.0,7.0,25.0,3.0,5.0,6.0,2.0,23.0,1.0,1.0,2.0,8.0,1.0,2.0,3.0,2.0,90.0,39.0,7.0,23.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598378,home,Exeter City,Demetri Mitchell,,,demetri-mitchell,D. Mitchell,M,11,180.0,132,M,548196,EUR,852940800,D,7,7,False,18.0,12.0,1.0,,4.0,5.0,8.0,14.0,,5.0,,7.0,,,,,88.0,44.0,7.3,15.0,5,1.0,8.0,3.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,
11598378,home,Exeter City,Will Aimson,,,will-aimson,W. Aimson,D,4,179.0,29,M,247349,EUR,757382400,D,4,4,False,27.0,20.0,7.0,4.0,7.0,8.0,13.0,19.0,3.0,9.0,4.0,6.0,,,,,90.0,58.0,7.5,15.0,0,,5.0,,,,,,,3.0,2.0,1.0,3.0,1.0,True,3.0,1.0,3.0,,,,,,,,,,,,
11598378,home,Exeter City,Jack Fitzwater,,,jack-fitzwater,J. Fitzwater,D,5,182.0,32,M,814205,EUR,874972800,D,24,24,False,31.0,20.0,6.0,,13.0,18.0,7.0,13.0,2.0,5.0,2.0,5.0,,,,,77.0,39.0,6.7,13.0,0,,3.0,2.0,,,,,,3.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,
11598378,home,Exeter City,Alex Hartridge,,,alex-hartridge,A. Hartridge,D,16,185.0,23,M,884990,EUR,920937600,D,5,5,False,20.0,11.0,6.0,1.0,9.0,15.0,2.0,5.0,1.0,4.0,2.0,4.0,,,,,90.0,40.0,7.1,13.0,0,,,,,,,,,2.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,
11598378,home,Exeter City,Zak Jules,,,zak-jules,Z. Jules,D,3,190.0,13,M,556774,EUR,867801600,D,3,3,False,16.0,9.0,2.0,1.0,7.0,12.0,2.0,4.0,2.0,6.0,1.0,4.0,,,,,90.0,29.0,6.9,9.0,0,,7.0,,,,,,,4.0,2.0,1.0,,2.0,,4.0,1.0,,,,,,,,,,,,,
11598378,home,Exeter City,Caleb Watts,,,caleb-watts,C. Watts,M,17,175.0,87,M,989826,EUR,1011139200,M,17,17,False,13.0,8.0,1.0,,5.0,7.0,3.0,6.0,,1.0,,4.0,,,,,43.0,18.0,6.6,6.0,1,,3.0,1.0,,,1.0,,,1.0,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,
11598378,home,Exeter City,Tom Carroll,,,carroll-tom,T. Carroll,M,,177.0,31,M,801460,EUR,707011200,M,6,6,False,41.0,30.0,4.0,2.0,16.0,19.0,14.0,23.0,,1.0,,7.0,,,,,90.0,50.0,6.6,16.0,0,1.0,4.0,,,,,,,1.0,,1.0,,1.0,,1.0,2.0,,,,1.0,1.0,,,,,,,,
11598378,home,Exeter City,Kyle Taylor,,,kyle-taylor,K. Taylor,M,,178.0,18,M,891741,EUR,935798400,M,23,23,False,21.0,16.0,,,9.0,9.0,7.0,12.0,1.0,3.0,,4.0,,,,,77.0,27.0,6.8,6.0,2,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
11598378,home,Exeter City,Vincent Harper,,,vincent-harper,V. Harper,D,18,178.0,135,M,1141272,EUR,969580800,M,31,31,False,3.0,2.0,,,1.0,1.0,1.0,3.0,,6.0,1.0,1.0,,,,,63.0,13.0,6.8,4.0,0,1.0,5.0,,,,,,,4.0,2.0,,2.0,1.0,,3.0,2.0,,,,,,3.0,,,,,,,
11598378,home,Exeter City,James Scott,,,james-scott,J. Scott,F,44,188.0,42,M,845471,EUR,967593600,F,11,11,False,8.0,4.0,,,1.0,2.0,3.0,6.0,1.0,2.0,1.0,1.0,,,,,62.0,13.0,6.8,5.0,1,,6.0,,1.0,1.0,1.0,,,,,1.0,,,,6.0,,,,2.0,,,,,,,,,,
11598378,home,Exeter City,Reece Cole,,,reece-cole,R. Cole,M,12,178.0,28,M,838908,EUR,887673600,M,12,12,True,24.0,14.0,4.0,1.0,5.0,8.0,9.0,22.0,,2.0,,4.0,,,,,47.0,36.0,6.8,18.0,0,6.0,4.0,1.0,1.0,,,,,2.0,1.0,,,2.0,,,,1.0,,2.0,,,,,,,,,,
11598378,home,Exeter City,Harry Kite,,,harry-kite,H. Kite,M,29,176.0,12,M,930213,EUR,962236800,M,16,16,True,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,4.0,,,,,,,27.0,8.0,6.7,2.0,0,,,,,,,,,2.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,
11598378,home,Exeter City,Yanic Wildschut,,,yanic-wildschut,Y. Wildschut,F,,187.0,55,M,125439,EUR,688953600,F,13,13,True,2.0,1.0,1.0,,,,1.0,3.0,,1.0,,1.0,,,,,28.0,8.0,6.7,4.0,1,1.0,3.0,,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
11598378,home,Exeter City,Pierce Sweeney,,,pierce-sweeney,P. Sweeney,D,26,183.0,17,M,136382,EUR,779241600,D,26,26,True,4.0,,3.0,,,1.0,,3.0,1.0,1.0,3.0,,,,,,13.0,10.0,6.4,7.0,0,,4.0,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,
11598378,home,Exeter City,Sonny Cox,Sonny Cox,,sonny-cox,S. Cox,F,19,178.0,39,M,1065209,EUR,1100131200,F,19,19,True,,,,,,,,,,,1.0,,,,,,13.0,2.0,6.5,,0,,4.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
11598378,home,Exeter City,Gary Woods,,,gary-woods,G. Woods,G,,185.0,9,M,50973,EUR,654739200,G,33,33,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598378,home,Exeter City,Mitch Beardmore,Mitch Beardmore,,mitch-beardmore,M. Beardmore,M,36,176.0,7,M,1423709,EUR,1094515200,M,36,36,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598378,home,Exeter City,Jake Richards,,,jake-richards,J. Richards,M,27,180.0,61,M,1519976,EUR,1186531200,M,47,47,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598378,home,Exeter City,Pedro Borges,,,borges-pedro,P. Borges,M,41,185.0,36,M,1410462,EUR,1122076800,M,41,41,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598378,away,Luton Town,Tim Krul,,,tim-krul,T. Krul,G,,193.0,419,M,18154,EUR,576028800,G,23,23,False,52.0,43.0,18.0,9.0,37.0,37.0,6.0,15.0,,,,11.0,,2.0,3.0,,90.0,63.0,7.2,9.0,0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,
