match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_goalAssist,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_fouls,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_errorLeadToAGoal
11388447,home,Go Ahead Eagles,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188,623,M,803034,EUR,891388800,G,1,1,False,31.0,22.0,18.0,9.0,16.0,20.0,6.0,11.0,1.0,6.0,1.0,1.0,90.0,38.0,6.9,11.0,0.0048363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388447,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,40.0,26.0,5.0,,12.0,19.0,14.0,22.0,,6.0,,,90.0,57.0,7.6,19.0,0.0193255,0,,,1.0,1.0,1.0,3.0,7.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11388447,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185,79,M,133168,EUR,703123200,D,3,3,False,39.0,36.0,4.0,3.0,24.0,25.0,12.0,14.0,4.0,2.0,,,90.0,48.0,8.0,3.0,0.00993294,2,,,,1.0,,1.0,,,,1.0,,,,,,2.0,1.0,1.0,0.1362,0.2882,,,,,,,,,,,,,,,,,,
11388447,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,68.0,57.0,9.0,5.0,40.0,46.0,17.0,22.0,6.0,10.0,,,90.0,79.0,7.7,11.0,0.018245,0,,,,3.0,3.0,3.0,4.0,,,,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
11388447,home,Go Ahead Eagles,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,5,5,False,26.0,18.0,1.0,1.0,4.0,7.0,15.0,24.0,4.0,3.0,,,90.0,51.0,7.8,14.0,0.136169,2,,,5.0,1.0,3.0,3.0,6.0,,,1.0,,,,2.0,1.0,1.0,,,0.2014,0.0793,True,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11388447,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,49.0,44.0,1.0,1.0,21.0,22.0,23.0,27.0,2.0,6.0,,,90.0,62.0,7.9,7.0,0.0447608,1,,,,1.0,2.0,2.0,4.0,,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,0.0314,0.2343,,,,,,,,,,,,,,,,,,
11388447,home,Go Ahead Eagles,Xander Blomme,xander-blomme,X. Blomme,M,16,172,76,M,997161,EUR,1024617600,M,20,20,False,37.0,31.0,6.0,3.0,17.0,19.0,14.0,18.0,2.0,7.0,,,76.0,57.0,7.2,10.0,0.0529713,0,,,,,2.0,3.0,6.0,,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
11388447,home,Go Ahead Eagles,Bobby Adekanye,bobby-adekanye,B. Adekanye,M,11,170,177,M,825851,EUR,918950400,M,11,11,False,16.0,13.0,2.0,2.0,3.0,3.0,11.0,14.0,,2.0,,,76.0,34.0,6.8,10.0,0.276106,1,,,1.0,1.0,,8.0,5.0,1.0,2.0,,,,2.0,2.0,1.0,,,,0.0299,,,,1.0,5.0,3.0,,,2.0,1.0,,,,,,,,,
11388447,home,Go Ahead Eagles,Willum Thor Willumsson,willum-thor-willumsson,W. T. Willumsson,M,19,193,297,M,978823,EUR,909100800,M,18,18,False,27.0,20.0,2.0,1.0,4.0,4.0,19.0,26.0,,5.0,,,87.0,44.0,7.7,12.0,0.563476,3,,,3.0,1.0,1.0,4.0,4.0,1.0,1.0,,1.0,,4.0,2.0,4.0,1.0,1.0,,0.3842,0.1194,,,3.0,,,,,1.0,2.0,,,,,,,,,
11388447,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175,591,M,878599,EUR,921801600,M,23,23,False,18.0,9.0,2.0,,3.0,8.0,6.0,11.0,,3.0,,,76.0,36.0,7.3,16.0,0.0652811,6,,,1.0,2.0,3.0,3.0,4.0,,,,1.0,,4.0,,1.0,,,,0.4866,,,,,,,3.0,,2.0,3.0,1.0,,,,,,,,
