match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_wasFouled,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14025203,home,West Ham United,Mads Hermansen,mads-hermansen,M. Hermansen,G,1,187,1770,M,856640,EUR,963273600,G,1,1,False,35.0,24.0,18.0,7.0,0.0,18.0,18.0,6.0,17.0,1.0,1.0,1.0,11.0,1.0,2.0,1.0,90.0,45.0,6.5,11.0,0.00141217,49.900330503708,7.0,6.0597277647553,0.0,0.0212,0,-0.5189,0.1,0.0,-0.02,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025203,home,West Ham United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,863653,EUR,880502400,D,29,29,False,24.0,18.0,3.0,1.0,0.0,8.0,10.0,10.0,14.0,1.0,2.0,3.0,4.0,,,,90.0,48.0,6.8,14.0,0.00875135,68.219591648441,9.0,24.791234187591,1.0,,0,,0.01,-0.2,-0.07,,,,awbissaka,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,30.544942573184,32.025072193517,,,,,,,,,,,,,,,,,
14025203,home,West Ham United,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2680,M,829022,EUR,881798400,D,15,15,False,29.0,26.0,4.0,3.0,0.0,12.0,14.0,14.0,15.0,,2.0,2.0,1.0,,,,90.0,37.0,6.8,4.0,0.0104517,91.097469073853,12.0,11.824049268163,0.0,,0,,0.14,0.02,-0.05,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,
14025203,home,West Ham United,Axel Disasi,axel-disasi,A. Disasi,D,4,190,9725,M,827243,EUR,889574400,D,4,4,False,37.0,32.0,3.0,1.0,0.0,22.0,22.0,10.0,15.0,,,6.0,,,,,90.0,46.0,6.5,5.0,0.00369812,72.788339608545,9.0,31.760816228707,0.0,,0,,-0.02,0.04,-0.02,,,,axel_disasi,,,1.0,1.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,
14025203,home,West Ham United,El Hadji Malick Diouf,diouf-el-hadji-malick,E. H. M. Diouf,M,12,183,14539,M,1471764,EUR,1104192000,D,12,12,False,38.0,27.0,11.0,5.0,0.0,14.0,19.0,13.0,19.0,,1.0,2.0,3.0,,,,80.0,51.0,6.7,13.0,0.00768378,82.517527985502,10.0,18.305043017627,0.0,,0,,-0.01,0.04,-0.03,,El Hadji Malick Diouf,,,1.0,,1.0,3.0,2.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
14025203,home,West Ham United,Mateus Fernandes,mateus-fernandes,M. Fernandes,M,18,178,3830,M,1142562,EUR,1089417600,M,18,18,False,41.0,36.0,3.0,2.0,0.0,15.0,19.0,21.0,22.0,1.0,7.0,2.0,8.0,,,,90.0,61.0,7.0,10.0,0.0223961,155.74124792119,16.0,72.010723059171,1.0,,0,,0.09,0.12,0.22,,,,,2.0,,,6.0,1.0,1.0,1.0,,,,,1.0,3.0,25.307477493248,37.234428275455,5.0,5.0,,1.0,,,,,,,,,,,,,
14025203,home,West Ham United,Freddie Potts,freddie-potts,F. Potts,M,32,183,468,M,1089582,EUR,1063324800,M,32,32,False,25.0,21.0,1.0,,0.0,9.0,10.0,12.0,15.0,3.0,5.0,1.0,1.0,,,,79.0,39.0,6.9,5.0,0.00641053,46.499042709688,8.0,17.128588257857,0.0,,0,,0.0,0.02,0.15,,Freddie Potts,,,,,2.0,4.0,1.0,1.0,,,,,5.0,,,,,2.0,1.0,,,,,,,,,,,,,,,
14025203,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,552884,EUR,851040000,M,20,20,False,25.0,20.0,1.0,1.0,1.0,3.0,3.0,17.0,22.0,2.0,5.0,1.0,7.0,,,,89.0,50.0,7.2,19.0,0.509362,265.99116396593,19.0,102.3060464619,4.0,,2,,0.55,0.16,-0.05,,,,jarrodbowen,5.0,,2.0,11.0,1.0,4.0,4.0,1.0,,,1.0,1.0,1.0,28.128329785487,120.55245064993,,,1.0,2.0,True,1.0,1.0,1.0,0.0416,-0.13,,,,,,,
14025203,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,799041,EUR,793843200,M,28,28,False,28.0,23.0,,,0.0,10.0,12.0,13.0,16.0,1.0,2.0,3.0,4.0,,,,90.0,36.0,7.1,6.0,0.014988,48.037062492495,8.0,12.399976473883,0.0,,1,,-0.06,0.11,0.14,,,,,,,2.0,6.0,1.0,,,,,1.0,1.0,1.0,3.0,,,1.0,1.0,,,,,,,0.4849,0.4,1.0,1.0,0.8075,,,,
14025203,home,West Ham United,Crysencio Summerville,crysencio-summerville,C. Summerville,M,7,174,5285,M,917005,EUR,1004400000,M,7,7,False,15.0,11.0,,,0.0,6.0,7.0,5.0,8.0,,2.0,1.0,3.0,,,,89.0,32.0,6.8,11.0,0.158253,122.03179076938,11.0,69.94739638375,3.0,,1,,0.25,0.19,-0.1,,,,csummerville7,3.0,2.0,,5.0,3.0,,2.0,,,1.0,1.0,4.0,,21.611735133693,50.477548116214,1.0,1.0,1.0,1.0,,,,,0.0225,-0.09,1.0,,0.2577,1.0,,,
