match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_challengeLost,stat_totalOffside,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_bigChanceMissed
11409076,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,22.0,15.0,12.0,5.0,13.0,14.0,2.0,8.0,1.0,5.0,1.0,1.0,1.0,1.0,90.0,27.0,6.7,7.0,0.00045258,0,0.3054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409076,home,Vitória SC,Jorge Fernandes,jorge-fernandes,J. Fernandes,D,44,193,145,M,814673,EUR,859939200,D,44,44,False,,49.0,37.0,7.0,3.0,20.0,23.0,17.0,27.0,2.0,7.0,,,,,90.0,64.0,7.5,15.0,0.0115754,0,,1.0,2.0,5.0,2.0,9.0,2.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11409076,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,,31.0,23.0,5.0,2.0,16.0,21.0,7.0,10.0,2.0,4.0,,,,,90.0,38.0,6.7,8.0,0.00316013,1,,,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,0.0191,0.4548,,,,,,,,,,,,,,,,,,,,
11409076,home,Vitória SC,Tomás Ribeiro,tomas-ribeiro,T. Ribeiro,D,16,185,137,M,996765,EUR,925430400,D,4,4,False,,34.0,26.0,4.0,,16.0,16.0,10.0,19.0,4.0,4.0,,,,,90.0,47.0,6.9,10.0,0.0257909,1,,1.0,2.0,2.0,3.0,2.0,1.0,2.0,,,,,,0.073,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11409076,home,Vitória SC,Bruno Gaspar,bruno-gaspar,B. Gaspar,D,76,180,173,M,252819,EUR,735350400,M,76,76,False,,45.0,34.0,3.0,2.0,13.0,17.0,22.0,35.0,,5.0,,,,,72.0,73.0,6.5,22.0,0.0594517,2,,7.0,1.0,1.0,5.0,2.0,,,,,1.0,,,0.1618,,,1.0,1.0,,,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,
11409076,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,47.0,42.0,4.0,4.0,20.0,20.0,23.0,35.0,,8.0,,,,,86.0,71.0,7.1,16.0,0.106862,1,,8.0,,1.0,7.0,5.0,,1.0,3.0,2.0,,1.0,1.0,0.0942,0.2495,,2.0,2.0,,,1.0,1.0,2.0,,,2.0,,,,,,,,,
11409076,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,48.0,46.0,3.0,3.0,18.0,18.0,30.0,38.0,,13.0,,,,,90.0,69.0,7.2,12.0,0.326197,2,,8.0,1.0,,4.0,2.0,,2.0,1.0,1.0,2.0,1.0,,0.0794,0.2719,,1.0,1.0,Tomás Händel,,2.0,,3.0,1.0,1.0,,,,,,,,,,
11409076,home,Vitória SC,Ricardo Mangas,mangas-ricardo,R. Mangas,D,91,179,1156,M,878496,EUR,890179200,M,19,19,False,,39.0,29.0,5.0,2.0,9.0,11.0,20.0,31.0,,2.0,,,,,90.0,66.0,6.3,23.0,0.0193408,0,,3.0,2.0,3.0,8.0,5.0,,,,,4.0,,1.0,,,,,,Ricardo,Mangas,,1.0,5.0,1.0,,1.0,1.0,,,,,,,,
11409076,home,Vitória SC,Jota Silva,jota-silva,J. Silva,F,26,179,2828,M,1011895,EUR,933465600,F,11,11,False,,20.0,12.0,1.0,1.0,2.0,3.0,10.0,18.0,1.0,2.0,,,,,86.0,37.0,7.7,15.0,0.118724,3,,1.0,2.0,1.0,6.0,5.0,,,,,2.0,1.0,2.0,0.5466,0.7479,,2.0,2.0,,,,,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,
11409076,home,Vitória SC,André Silva,andre-silva,A. Silva,F,17,181,2951,M,925072,EUR,865296000,F,7,7,False,,19.0,16.0,,,6.0,6.0,11.0,14.0,,2.0,,,,,89.0,36.0,7.9,7.0,0.0363197,4,,1.0,3.0,1.0,6.0,5.0,,,3.0,3.0,1.0,2.0,,1.2563,1.0573,2.0,,1.0,,,1.0,1.0,3.0,1.0,,,1.0,1.0,,,,,,,
