match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_unsuccessfulTouch,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,captain,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAShot,stat_fouls,stat_accurateCross,stat_wasFouled,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_aerialLost,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyWon
10389731,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,99,99,False,31.0,23.0,12.0,4.0,21.0,27.0,2.0,4.0,8.0,3.0,1.0,4.0,90.0,42.0,6.5,8.0,0.0,0.0,0.00022461,0,-0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389731,home,Paris Saint-Germain,Timothee Pembele,timothee-pembele,T. Pembele,D,32,182,700,M,,1824137,EUR,1031529600,D,29,29,False,11.0,11.0,,,7.0,7.0,4.0,5.0,1.0,,,,75.0,20.0,6.2,2.0,0.0,0.0,0.00061452,0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10389731,home,Paris Saint-Germain,Sergio Ramos,sergio-ramos,S. Ramos,D,93,184,68934,M,SergioRamos,10710,EUR,512524800,D,4,4,False,57.0,53.0,5.0,3.0,51.0,54.0,2.0,3.0,5.0,,,,90.0,68.0,6.4,6.0,0.0,0.0,0.00405016,0,,,1.0,3.0,,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389731,home,Paris Saint-Germain,Presnel Kimpembe,presnel-kimpembe,P. Kimpembe,D,3,183,7212,M,kimpembe3,352916,EUR,808272000,D,3,3,False,52.0,48.0,1.0,,45.0,47.0,3.0,5.0,2.0,,,,90.0,64.0,6.3,6.0,0.112,0.0,0.00127797,1,,,2.0,4.0,,,2.0,1.0,4.0,,2.0,2.0,1.0,True,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,
10389731,home,Paris Saint-Germain,Nuno Mendes,nuno-mendes,N. Mendes,D,25,180,37370,M,nunomendes_5,989768,EUR,1024444800,D,25,25,False,12.0,10.0,,,4.0,5.0,7.0,8.0,1.0,,,,31.0,21.0,6.5,3.0,0.0,0.0,0.180467,0,,1.0,,2.0,1.0,,1.0,,1.0,,,,,,,,,2.0,,,1.0,2.0,,,,,,,,,,,,
10389731,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50484,M,vitinha,902029,EUR,950400000,M,17,17,False,29.0,22.0,1.0,,13.0,15.0,9.0,14.0,6.0,,,,75.0,33.0,6.7,8.0,0.0,0.0,0.636419,0,,,1.0,2.0,,,,,3.0,1.0,,,,,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,
10389731,home,Paris Saint-Germain,Marco Verratti,marco-verratti,M. Verratti,M,6,165,6337,M,marcoverratti,126691,EUR,720921600,M,6,6,False,77.0,63.0,3.0,,36.0,37.0,28.0,41.0,7.0,,,,90.0,93.0,6.6,16.0,0.0,0.0,0.151369,0,,1.0,2.0,11.0,4.0,3.0,,,9.0,1.0,,2.0,2.0,,1.0,,,1.0,,3.0,1.0,4.0,,,,,1.0,3.0,1.0,,,,,
10389731,home,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189,21859,M,fabianruiz52,784655,EUR,828489600,M,8,8,False,42.0,37.0,3.0,2.0,27.0,28.0,10.0,14.0,3.0,,,,75.0,60.0,6.9,8.0,0.0,0.0,0.0317722,0,,,1.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,,3.0,1.0,,2.0,,,4.0,,,,2.0,,,,,,2.0,,,,,,
10389731,home,Paris Saint-Germain,Neymar,neymar,Neymar,F,10,175,1000788,M,Neymar,124712,EUR,697248000,M,10,10,False,23.0,18.0,3.0,2.0,5.0,6.0,13.0,17.0,4.0,,,,51.0,34.0,8.4,8.0,0.8908,0.7919,0.469719,2,,,,4.0,3.0,2.0,,,2.0,,,,,,1.0,,,1.0,,,,2.0,,,1.0,2.0,2.0,,,1.0,1.0,1.0,,
10389731,home,Paris Saint-Germain,Lionel Messi,lionel-messi,L. Messi,F,10,169,2023630,M,LM10,12994,EUR,551491200,F,30,30,False,25.0,18.0,4.0,2.0,8.0,9.0,11.0,18.0,1.0,,,,90.0,40.0,7.4,13.0,0.3479,0.8531,0.231237,2,,2.0,,5.0,6.0,3.0,,1.0,4.0,,,,,,1.0,1.0,,,,,1.0,2.0,,,,1.0,3.0,,,2.0,,1.0,,
10389731,home,Paris Saint-Germain,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,KMbappé,826643,EUR,914112000,F,7,7,False,21.0,19.0,,,6.0,6.0,14.0,16.0,3.0,,,,90.0,39.0,9.3,5.0,0.4494,1.3629,0.121565,4,,1.0,,8.0,6.0,6.0,,2.0,1.0,,,,,,,,,,,1.0,1.0,2.0,,,,,1.0,,,4.0,,2.0,,
10389731,home,Paris Saint-Germain,Juan Bernat,juan-bernat,J. Bernat,D,,170,1161,M,,96368,EUR,730944000,D,14,14,True,28.0,25.0,2.0,2.0,16.0,17.0,9.0,11.0,2.0,,,,59.0,43.0,7.1,3.0,0.1058,0.0431,0.141696,1,,,,5.0,4.0,4.0,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,
10389731,home,Paris Saint-Germain,Hugo Ekitiké,hugo-ekitike,H. Ekitiké,F,22,190,97012,M,hekitike,1048422,EUR,1024531200,F,44,44,True,11.0,9.0,,,2.0,2.0,7.0,9.0,1.0,,,,39.0,24.0,7.2,6.0,0.1369,0.2443,0.0109671,2,,,1.0,7.0,3.0,3.0,,3.0,1.0,,,2.0,,,1.0,,,,,,,1.0,Hugo Ekitiké,,,,,,,2.0,,,1.0,
10389731,home,Paris Saint-Germain,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187,4067,M,DaniloP,99545,EUR,684374400,M,15,15,True,14.0,14.0,1.0,1.0,11.0,11.0,3.0,3.0,3.0,,,,15.0,15.0,6.7,,0.0,0.0,0.0015271,0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389731,home,Paris Saint-Germain,Warren Zaïre-Emery,warren-zaire-emery,W. Zaïre-Emery,M,33,178,16154,M,wzairemery6,1142672,EUR,1141776000,M,33,33,True,9.0,9.0,1.0,1.0,5.0,5.0,4.0,4.0,2.0,,,,15.0,16.0,6.6,2.0,0.0,0.0,0.00366692,0,,,,3.0,2.0,1.0,,,3.0,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,
10389731,home,Paris Saint-Germain,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,Carlos10Soler,832427,EUR,852163200,M,28,28,True,4.0,3.0,,,1.0,1.0,2.0,4.0,1.0,,,,15.0,9.0,6.2,3.0,0.0,0.0,0.00045785,0,,1.0,,,,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
10389731,home,Paris Saint-Germain,Alexandre Letellier,alexandre-letellier,A. Letellier,G,,193,328,M,,126879,EUR,660873600,G,90,90,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389731,home,Paris Saint-Germain,Sergio Rico,sergio-rico,S. Rico,G,1,195,718,M,,211064,EUR,746841600,G,16,16,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389731,home,Paris Saint-Germain,El Chadaille Bitshiabu,el-chadaille-bitshiabu,E. C. Bitshiabu,D,5,196,1695,M,,1048009,EUR,1116201600,D,31,31,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389731,home,Paris Saint-Germain,Ismael Gharbi,gharbi-ismael,I. Gharbi,M,11,173,7580,M,,1113488,EUR,1081555200,M,35,35,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
