match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_wonTackle,stat_shotOffTarget,stat_fouls,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_accurateCross,captain,stat_totalOffside,stat_lastManTackle,stat_errorLeadToAShot
11368710,home,Real Sociedad,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1503,M,352544,EUR,792288000,F,11,11,False,28.0,24.0,1.0,1.0,5.0,5.0,19.0,26.0,,2.0,,,84.0,37.0,7.2,9.0,0.0269301,2,,,,,3.0,4.0,3.0,,,,,,1.0,2.0,1.0,0.1806,1.0,1.0,1.0,,1.0,2.0,3.0,,,,,,,,,1.0,,
11368710,home,Real Sociedad,Kieran Tierney,kieran-tierney,K. Tierney,D,63,178,4739,M,366592,EUR,865468800,D,17,17,True,34.0,28.0,3.0,,13.0,15.0,15.0,19.0,,1.0,,,45.0,45.0,6.9,9.0,0.0178235,0,,,,kierantierney1,,1.0,3.0,,1.0,1.0,,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,
11368710,home,Real Sociedad,Arsen Zakharyan,arsen-zakharyan,A. Zakharyan,M,21,183,4558,M,1066045,EUR,1053907200,M,12,12,True,9.0,9.0,,,2.0,2.0,7.0,8.0,,,,,24.0,15.0,7.3,3.0,0.00921477,1,,Arsen Zakharyan,,zaha47,1.0,3.0,,1.0,,,1.0,,,1.0,,0.8335,2.0,1.0,,,,,1.0,,,,,,1.0,,,,,
11368710,home,Real Sociedad,André Silva,andre-silva,A. Silva,F,9,185,5803,M,190159,EUR,815616000,F,21,21,True,2.0,1.0,,,,,1.0,2.0,,,,,16.0,5.0,6.3,3.0,0.00046671,0,,,,andresilva9,,4.0,1.0,,1.0,,,,,1.0,,,,,1.0,,,,3.0,,,,,,,,,,,
11368710,home,Real Sociedad,Beñat Turrientes,benat-turrientes,B. Turrientes,M,8,179,748,M,980410,EUR,1012435200,M,22,22,True,14.0,13.0,2.0,2.0,7.0,7.0,6.0,7.0,,2.0,,,15.0,20.0,6.8,3.0,0.00322606,0,,,,,,2.0,2.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,
11368710,home,Real Sociedad,Jon Magunazelaia,jon-magunazelaia,J. Magunazelaia,M,11,180,129,M,1134396,EUR,994982400,M,28,28,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,,,,11.0,9.0,6.6,2.0,0.0023601,1,,Jon Magunacelaya,,,,2.0,1.0,1.0,2.0,1.0,,,,,,0.0278,,,,,,1.0,,,,,,,,,,,,
11368710,home,Real Sociedad,Unai Marrero,unai-marrero,U. Marrero,G,13,187,278,M,1094782,EUR,1002585600,G,13,13,True,,,,,,,,,,,,,,,,,,0,,Unai Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,home,Real Sociedad,Jon Aramburu,jon-aramburu,J. Aramburu,D,2,176,6479,M,1116388,EUR,1027382400,D,39,39,True,,,,,,,,,,,,,,,,,,0,,Jon Aramburu,,ElBufalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,home,Real Sociedad,Aritz Elustondo,aritz-elustondo,A. Elustondo,D,6,178,410,M,785468,EUR,764812800,D,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,home,Real Sociedad,Jon Pacheco,jon-pacheco,J. Pacheco,D,5,184,537,M,934383,EUR,978912000,D,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,home,Real Sociedad,Urko González,urko-gonzalez,U. González,M,4,189,462,M,1064009,EUR,985046400,D,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,home,Real Sociedad,Jon Ander Olasagasti,jon-ander-olasagasti,J. A. Olasagasti,M,8,176,263,M,1010383,EUR,966384000,M,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,home,Real Sociedad,Umar Sadiq,umar-sadiq,U. Sadiq,F,6,192,2879,M,754710,EUR,854841600,F,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,away,Cádiz,Jeremías Ledesma,jeremias-ledesma,C. Ledesma,G,23,186,1063,M,341097,EUR,729561600,G,1,1,False,35.0,16.0,30.0,11.0,5.0,9.0,11.0,26.0,,6.0,2.0,4.0,90.0,43.0,7.3,20.0,0.00270836,0,-0.0446,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,True,,1.0,
11368710,away,Cádiz,Iza Carcelén,iza-carcelen,I. Carcelén,D,20,174,127,M,800403,EUR,735523200,D,20,20,False,31.0,23.0,6.0,4.0,11.0,13.0,13.0,19.0,2.0,3.0,,,90.0,48.0,6.4,10.0,0.190824,1,,,,,1.0,3.0,4.0,1.0,,,,,,,3.0,0.0741,1.0,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,
11368710,away,Cádiz,Aiham Ousou,aiham-ousou,A. Ousou,D,4,186,1250,M,965265,EUR,947376000,D,24,24,False,34.0,23.0,7.0,1.0,19.0,28.0,4.0,6.0,1.0,2.0,,,90.0,40.0,6.4,11.0,0.00096164,1,,,,,,3.0,5.0,,,,,,1.0,,3.0,0.1088,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,
11368710,away,Cádiz,Víctor Chust,victor-chust,V. Chust,D,23,182,605,M,855831,EUR,952214400,D,5,5,False,37.0,23.0,9.0,1.0,20.0,24.0,3.0,13.0,5.0,7.0,,,90.0,50.0,6.4,16.0,0.00100081,1,,,,,,2.0,2.0,,,,,1.0,1.0,1.0,,0.013,,2.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,1.0
11368710,away,Cádiz,Javier Hernández,javier-hernandez,J. Hernández,D,26,181,457,M,1031658,EUR,894067200,D,15,15,False,26.0,12.0,7.0,,7.0,13.0,5.0,18.0,4.0,3.0,,,82.0,51.0,6.2,21.0,0.00378868,1,,,,,5.0,6.0,5.0,1.0,1.0,1.0,,,2.0,1.0,2.0,0.0114,,3.0,,,1.0,,2.0,,,,1.0,,,,,,,
11368710,away,Cádiz,Rubén Sobrino,ruben-sobrino,R. Sobrino,M,19,185,175,M,329563,EUR,698198400,M,7,7,False,18.0,16.0,1.0,,5.0,6.0,11.0,12.0,2.0,5.0,,,86.0,27.0,6.6,3.0,0.0437278,1,,,,,,6.0,3.0,3.0,2.0,2.0,,,1.0,,,0.0236,2.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,
11368710,away,Cádiz,Rubén Alcaraz,ruben-alcaraz,R. Alcaraz,M,4,180,243,M,259339,EUR,673056000,M,4,4,False,37.0,24.0,7.0,1.0,8.0,16.0,16.0,22.0,1.0,6.0,,,90.0,54.0,6.3,16.0,0.0196632,2,,,,,1.0,10.0,6.0,2.0,1.0,,,1.0,1.0,,3.0,0.0614,1.0,5.0,2.0,1.0,1.0,,2.0,,,,2.0,,,,,,,1.0
11368710,away,Cádiz,Rominigue Kouamé,rominigue-kouame,R. Kouamé,M,6,177,330,M,846446,EUR,850780800,M,12,12,False,46.0,35.0,4.0,4.0,15.0,23.0,20.0,23.0,1.0,6.0,,,90.0,60.0,7.2,11.0,0.106559,2,,,,,,5.0,5.0,,1.0,1.0,,,1.0,,,0.1956,2.0,5.0,3.0,,1.0,2.0,,,,,,,,,,,,
11368710,away,Cádiz,Robert Navarro,robert-navarro,R. Navarro,M,23,178,940,M,944165,EUR,1018569600,M,27,27,False,22.0,20.0,1.0,1.0,2.0,4.0,18.0,20.0,,5.0,,,82.0,46.0,7.4,12.0,0.0357978,2,,,,,2.0,3.0,8.0,,5.0,3.0,1.0,2.0,4.0,4.0,1.0,0.0776,,,,,3.0,1.0,,1.0,,,,,,,,1.0,,
11368710,away,Cádiz,Maximiliano Gómez,maximiliano-gomez,M. Gómez,F,9,186,1051,M,805245,EUR,839980800,F,25,25,False,8.0,3.0,,,1.0,1.0,2.0,7.0,,,,,34.0,16.0,6.5,10.0,0.00108777,0,,,,,,7.0,5.0,,,,,,1.0,3.0,,,,5.0,4.0,,1.0,,,2.0,,,,,,,,,,
11368710,away,Cádiz,Juanmi,juanmi,Juanmi,F,7,169,648,M,96369,EUR,737856000,F,9,9,False,18.0,15.0,,,6.0,7.0,9.0,11.0,1.0,4.0,,,86.0,31.0,6.6,10.0,0.111714,0,,,,,,8.0,3.0,1.0,3.0,2.0,,,,4.0,1.0,,2.0,4.0,,,,,,2.0,,,,,,,,2.0,,
11368710,away,Cádiz,Chris Ramos,chris-ramos,C. Ramos,F,9,193,1666,M,914819,EUR,853545600,F,16,16,True,7.0,4.0,,,1.0,1.0,3.0,6.0,,,,,56.0,17.0,6.8,6.0,0.00592606,2,,,,,,8.0,4.0,,1.0,1.0,1.0,,,2.0,1.0,0.2479,,7.0,2.0,,,1.0,,1.0,,,,,,,,2.0,,
11368710,away,Cádiz,Lucas Pires,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,33,33,True,4.0,4.0,,,4.0,4.0,,,,,,,8.0,9.0,6.6,1.0,4.516e-05,0,,,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
11368710,away,Cádiz,Darwin Machís,darwin-machis,D. Machís,F,11,174,1580,M,252863,EUR,729043200,F,18,18,True,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,,,8.0,8.0,6.8,1.0,0.00039921,0,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
11368710,away,Cádiz,Brian Ocampo,brian-ocampo,B. Ocampo,M,10,173,942,M,941405,EUR,930268800,F,10,10,True,2.0,1.0,,,,,1.0,2.0,,,,,9.0,6.0,6.3,5.0,0.00014903,0,,,,,,2.0,1.0,,1.0,,,,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,
11368710,away,Cádiz,Sergi Guardiola,sergi-guardiola,S. Guardiola,F,14,185,229,M,141945,EUR,675475200,F,19,19,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,9.0,3.0,6.5,,0.00034225,0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11368710,away,Cádiz,David Gil,david-gil,D. Gil,G,1,183,78,M,138390,EUR,758246400,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,away,Cádiz,Joseba Zaldúa,joseba-zaldua,J. Zaldúa,D,,176,88,M,347450,EUR,709344000,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,away,Cádiz,Fali,fali,Fali,D,,186,193,M,349794,EUR,745113600,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,away,Cádiz,Mamadou Mbaye,mamadou-mbaye,M. Mbaye,D,15,188,162,M,921621,EUR,898992000,D,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,away,Cádiz,Álex Fernández,alex-fernandez,Á. Fernández,M,8,183,168,M,148588,EUR,719107200,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,away,Cádiz,Diadié Samassékou,diadie-samassekou,D. Samassékou,M,18,175,1716,M,796358,EUR,821318400,M,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368710,away,Cádiz,Gonzalo Escalante,gonzalo-escalante,G. Escalante,M,8,182,258,M,316170,EUR,733190400,M,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
