match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_errorLeadToAShot,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_hitWoodwork,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
13981468,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,True,34.0,14.0,28.0,8.0,0.0,10.0,12.0,4.0,22.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,90.0,43.0,6.1,23.0,0.00085491,0.3859,0,-0.3356,0.05,-0.01,-0.27,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981468,home,Lecce,Christ-Owen Kouassi,Owen Kouassi,,owen-kouassi,O. Kouassi,D,22,184,265,M,1910643,EUR,1050364800,D,21,21,False,,10.0,6.0,2.0,2.0,0.0,3.0,4.0,3.0,6.0,,1.0,1.0,3.0,,,,,,45.0,18.0,5.8,6.0,0.0539518,,0,,0.23,0.09,-0.64,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
13981468,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,,23.0,17.0,7.0,3.0,0.0,14.0,14.0,3.0,9.0,4.0,7.0,3.0,2.0,,,,,,90.0,33.0,7.3,6.0,0.00142512,,0,,0.03,0.03,0.51,,,,2.0,,,,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
13981468,home,Lecce,Tiago Gabriel,Tiago Gabriel,,tiago-gabriel,T. Gabriel,D,44,194,1285,M,1651825,EUR,1104019200,D,44,44,False,,26.0,24.0,4.0,3.0,0.0,20.0,20.0,4.0,6.0,1.0,4.0,4.0,,,,,,,90.0,40.0,6.4,2.0,0.00094971,,1,,0.08,0.0,-0.27,,,,4.0,,,,,2.0,2.0,,1.0,1.0,1.0,2.0,3.0,3.0,0.1406,-0.24,,,,,,,,,,,,,,,
13981468,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,,9.0,5.0,2.0,,0.0,4.0,4.0,1.0,5.0,1.0,7.0,2.0,2.0,,,,,,69.0,29.0,7.0,8.0,0.0565896,,1,,0.25,0.26,-0.08,,2.0,1.0,3.0,2.0,,,1.0,1.0,1.0,,,1.0,,,4.0,3.0,0.2362,0.13,1.0,1.0,0.5475,2.0,,,,,,,,,,,
13981468,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,804621,EUR,829094400,M,29,29,False,,10.0,8.0,2.0,1.0,0.0,3.0,5.0,5.0,5.0,,1.0,1.0,4.0,,,,,,77.0,16.0,6.8,3.0,0.0258989,,2,,0.06,0.03,-0.09,,,,3.0,1.0,,,,1.0,1.0,,,,1.0,,,,0.8882,0.49,1.0,1.0,0.7524,1.0,1.0,1.0,1.0,,,,,,,,
13981468,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,,31.0,21.0,12.0,4.0,0.0,12.0,14.0,9.0,17.0,1.0,6.0,2.0,3.0,1.0,,,,,90.0,47.0,6.7,13.0,0.0133757,,1,,0.19,0.06,-0.1,,1.0,,5.0,1.0,,,,2.0,,,2.0,,1.0,2.0,4.0,3.0,0.1394,0.0,1.0,,,,1.0,,,,,,,,,,
13981468,home,Lecce,Medon Berisha,Medon,Berisha,medon-berisha,M. Berisha,M,10,186,1316,M,1142149,EUR,1066694400,M,10,10,False,,27.0,16.0,6.0,1.0,1.0,8.0,8.0,8.0,19.0,3.0,7.0,,4.0,3.0,,,,,90.0,42.0,7.8,18.0,0.308829,,2,,0.31,0.24,-0.14,,5.0,2.0,5.0,,,,1.0,1.0,2.0,,1.0,,,,3.0,2.0,0.0823,0.02,,,,2.0,1.0,,,2.0,2.0,,,,,,
13981468,home,Lecce,Santiago Pierotti,,,santiago-pierotti,S. Pierotti,F,50,189,760,M,984998,EUR,986256000,F,50,50,False,,13.0,11.0,1.0,1.0,0.0,5.0,6.0,6.0,7.0,4.0,8.0,,8.0,2.0,,,,,90.0,39.0,6.8,10.0,0.0145657,,3,,0.14,0.05,0.29,,,,14.0,4.0,,,,3.0,3.0,1.0,2.0,,2.0,,2.0,1.0,0.0749,-0.18,2.0,1.0,0.0313,,4.0,1.0,,,,,,,,,
13981468,home,Lecce,Nikola Štulić,,,nikola-stulic,N. Štulić,F,9,188,1231,M,1029748,EUR,999907200,F,9,9,False,,16.0,8.0,,,0.0,3.0,4.0,5.0,12.0,3.0,5.0,,,2.0,,,,,67.0,23.0,6.3,11.0,0.037269,,0,,-0.26,-0.41,-0.06,,,,4.0,,,,1.0,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,
13981468,home,Lecce,Tete Morente,,,tete-morente,T. Morente,F,15,180,435,M,605374,EUR,849657600,F,7,7,False,,14.0,8.0,1.0,,0.0,2.0,3.0,6.0,11.0,2.0,3.0,3.0,3.0,2.0,,,,,77.0,26.0,6.8,9.0,0.0188792,,1,,0.17,0.25,0.14,,,,4.0,1.0,,,,,1.0,1.0,2.0,,,1.0,1.0,1.0,0.0609,-0.15,,,,,,1.0,,,1.0,,,,,,
13981468,home,Lecce,Danilo Veiga,,,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,D,17,17,True,,27.0,18.0,5.0,2.0,0.0,13.0,17.0,5.0,10.0,2.0,6.0,1.0,3.0,,,,,,45.0,41.0,7.0,12.0,0.191295,,0,,0.35,0.02,-0.18,,1.0,1.0,2.0,,,,1.0,,1.0,,1.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,
13981468,home,Lecce,Francesco Camarda,,,camarda-francesco,F. Camarda,F,22,189,9850,M,1520771,EUR,1205107200,F,22,22,True,,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,,,,,,23.0,5.0,7.4,,0.00150306,,1,,0.05,,-0.04,,,,3.0,,,,,,2.0,,1.0,,,,,,0.1914,0.51,,1.0,0.1462,,,,1.0,,,,camardafrancesco9,,,,
13981468,home,Lecce,Corrie Ndaba,,,ndaba-corrie,C. Ndaba,D,3,188,181,M,981470,EUR,946080000,D,3,3,True,,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,,,,,1.0,,,,,21.0,7.0,6.3,2.0,0.00113743,,0,,0.0,,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981468,home,Lecce,Lameck Banda,,,lameck-banda,L. Banda,M,19,165,4769,M,911350,EUR,980726400,M,19,19,True,,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,,,,,13.0,7.0,6.5,4.0,0.00109444,,0,,-0.02,0.04,0.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,lameckbanda.10,,,,
13981468,home,Lecce,Konan N'Dri,,,ndri-konan,K. N'Dri,F,11,174,429,M,978327,EUR,972604800,F,11,11,True,,2.0,1.0,,,0.0,,,1.0,2.0,,3.0,,2.0,4.0,,,,,13.0,9.0,6.7,5.0,0.00153463,,0,,-0.06,0.29,-0.01,,,,1.0,2.0,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
13981468,home,Lecce,Jasper Samooja,,,samooja-jasper,J. Samooja,G,32,189,137,M,999192,EUR,1058745600,G,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981468,home,Lecce,Christian Früchtl,,,christian-fruchtl,C. Früchtl,G,1,193,348,M,845024,EUR,949017600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981468,home,Lecce,Jamil Siebert,,,jamil-siebert,J. Siebert,D,5,193,263,M,1014287,EUR,1017705600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
