match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_bigChanceCreated,stat_errorLeadToAShot,stat_totalOffside,stat_dispossessed,stat_wonContest,stat_goals,stat_goodHighClaim,stat_punches,stat_bigChanceMissed
14083195,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,45.0,27.0,30.0,12.0,0.0,15.0,19.0,12.0,26.0,1.0,7.0,4.0,4.0,1.0,1.0,90.0,54.0,8.1,18.0,0.00920324,90.215562829605,11.0,44.603328908954,26.22052298338,30.175558337834,1.0,1.3515,1.0,0,0.7609,0.16,0.05,-0.11,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083195,home,Athletic Club,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,,910267,EUR,930873600,D,12,12,False,21.0,17.0,1.0,,0.0,3.0,3.0,14.0,18.0,3.0,3.0,,,,,79.0,41.0,7.3,9.0,0.0380842,55.148239426145,5.0,26.435689386867,26.618023360864,39.101481826141,1.0,,1.0,0,,0.2,-0.09,-0.02,,,,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14083195,home,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,,959872,EUR,956966400,D,4,4,False,49.0,43.0,8.0,5.0,0.0,20.0,22.0,23.0,27.0,3.0,7.0,,,,,90.0,58.0,6.6,7.0,0.0155238,100.04026794198,13.0,61.408486117635,20.424480648057,24.022916142717,1.0,,1.0,3,,0.27,0.09,-0.17,,,,1.0,,,4.0,1.0,,,,,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.077,0.3972,-0.17,,,,,,,,,,
14083195,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,56.0,53.0,4.0,2.0,1.0,23.0,23.0,30.0,33.0,1.0,3.0,,,,,90.0,63.0,6.4,6.0,0.0167388,94.565020765363,15.0,56.476689762994,9.1854006819423,15.593616129686,1.0,,2.0,0,,0.22,0.15,-0.29,,,,1.0,,3.0,6.0,3.0,1.0,,,1.0,,1.0,,2.0,3.0,,,,,,,,,True,1.0,1.0,1.0,,,,,,
14083195,home,Athletic Club,Adama Boiro,adama-boiro,A. Boiro,D,19,182,1918,M,,1398511,EUR,1024704000,D,19,19,False,37.0,32.0,2.0,,0.0,11.0,12.0,21.0,25.0,2.0,2.0,,,,,90.0,73.0,6.4,12.0,0.0145347,147.07967899817,16.0,81.880798635927,35.91675362506,70.451343611088,2.0,,,1,,0.09,0.15,-0.17,,Adama Boiro,,4.0,,3.0,4.0,3.0,1.0,,,5.0,,,,,2.0,,,,1.0,,0.0188,,-0.12,,,,,1.0,,,,,
14083195,home,Athletic Club,Mikel Jauregizar,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,,1495844,EUR,1068681600,M,18,18,False,48.0,37.0,9.0,6.0,0.0,6.0,8.0,31.0,40.0,1.0,5.0,,,,,90.0,60.0,7.0,13.0,0.102536,111.06625551229,16.0,47.327384267461,15.315061452427,17.846800301455,1.0,,2.0,2,,0.26,0.15,-0.07,,,,1.0,,4.0,8.0,6.0,,,,2.0,2.0,,,3.0,1.0,3.0,1.0,,1.0,2.0,0.0686,,-0.1,,,,,1.0,,,,,
14083195,home,Athletic Club,Alejandro Rego,rego-mora-alejandro,A. R. Mora,M,30,192,517,M,,2110897,EUR,1055289600,M,30,30,False,20.0,17.0,1.0,1.0,0.0,6.0,7.0,11.0,13.0,1.0,3.0,,,,,45.0,28.0,6.9,4.0,0.0328011,23.908674374067,3.0,3.3925783142447,,,,,1.0,1,,0.25,0.02,-0.03,,,,,,2.0,3.0,5.0,1.0,,,1.0,2.0,,,1.0,1.0,,,,1.0,,0.0246,,-0.01,,,,,1.0,1.0,,,,
14083195,home,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,,592012,EUR,804816000,M,7,7,False,18.0,15.0,,,0.0,1.0,1.0,14.0,17.0,,5.0,,,,,72.0,46.0,6.0,20.0,0.0469492,89.736621274037,11.0,58.388823813897,11.032897488864,23.653289920446,2.0,,,3,,-0.02,0.24,-0.08,,,,6.0,,2.0,12.0,4.0,5.0,,,1.0,,3.0,2.0,1.0,3.0,1.0,2.0,1.0,,,0.165,0.0753,-0.45,,,,,2.0,,,,,
14083195,home,Athletic Club,Unai Gómez,unai-gomez,U. Gómez,M,20,183,803,M,,1391375,EUR,1053820800,M,20,20,False,14.0,10.0,1.0,1.0,0.0,2.0,2.0,8.0,12.0,,4.0,,,,,62.0,22.0,6.6,7.0,0.115127,55.808436506085,6.0,18.47836385584,,,,,1.0,1,,0.23,0.1,-0.06,,,,1.0,1.0,2.0,3.0,2.0,,,,,,2.0,,,3.0,,1.0,,,,0.0451,,-0.05,,,,,,,,,,
14083195,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,10,10,False,25.0,14.0,,,0.0,3.0,3.0,11.0,22.0,,3.0,,,,,72.0,51.0,6.6,21.0,0.141231,202.69468133463,17.0,140.54519317929,24.23413938218,110.1969556136,7.0,,1.0,3,,0.08,0.33,-0.07,,,,4.0,1.0,1.0,5.0,6.0,5.0,,,,1.0,3.0,2.0,,1.0,,,,3.0,,0.151,,0.0,,,,1.0,1.0,2.0,,,,
