match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_keyPass,player_firstName,player_lastName,stat_bigChanceCreated,stat_totalOffside,stat_accurateCross,stat_wasFouled,stat_bigChanceMissed,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_hitWoodwork,stat_goals
14572659,home,Red Bull Salzburg,Alexander Schlager,alexander-schlager,A. Schlager,G,1,184,344,M,282073,EUR,823132800,G,1,1,False,39.0,27.0,28.0,16.0,0.0,17.0,19.0,10.0,20.0,1.0,4.0,1.0,2.0,90.0,46.0,6.9,13.0,0.00454368,0.109,0,-0.3256,0.1,-0.05,-0.04,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572659,home,Red Bull Salzburg,Stefan Lainer,stefan-lainer,S. Lainer,D,22,176,446,M,113920,EUR,714873600,D,22,22,False,31.0,22.0,6.0,4.0,0.0,13.0,18.0,9.0,13.0,4.0,3.0,,,90.0,49.0,6.2,12.0,0.00595354,,2,,-0.01,-0.31,-0.14,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1026,0.0315,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,
14572659,home,Red Bull Salzburg,Joane Gadou,joane-gadou,J. Gadou,D,23,195,1098,M,1471049,EUR,1168992000,D,23,23,False,50.0,46.0,3.0,,0.0,25.0,26.0,21.0,24.0,4.0,3.0,,,90.0,60.0,6.8,5.0,0.00851667,,0,,0.18,0.09,-0.05,,,1.0,3.0,,,,,1.0,,,,1.0,4.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
14572659,home,Red Bull Salzburg,Jacob Rasmussen,jacob-rasmussen,J. Rasmussen,D,14,190,358,M,842176,EUR,864777600,D,2,2,False,41.0,37.0,3.0,3.0,0.0,22.0,23.0,15.0,18.0,4.0,,,,90.0,48.0,6.7,4.0,0.00478611,,0,,0.06,0.02,0.16,,,3.0,5.0,,,,,2.0,,,,4.0,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,,
14572659,home,Red Bull Salzburg,Aleksa Terzić,aleksa-terzic,A. Terzić,D,3,184,775,M,876860,EUR,934848000,D,3,3,False,42.0,34.0,3.0,2.0,0.0,15.0,18.0,19.0,24.0,3.0,3.0,,,90.0,63.0,6.6,14.0,0.0266315,,1,,0.2,0.02,-0.17,,3.0,1.0,3.0,,,,2.0,,0.0547,,-0.01,1.0,4.0,1.0,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,
14572659,home,Red Bull Salzburg,Mads Bidstrup,mads-bidstrup,M. Bidstrup,M,18,175,636,M,918429,EUR,983059200,M,18,18,False,34.0,31.0,4.0,3.0,0.0,17.0,18.0,14.0,16.0,,11.0,,,89.0,47.0,7.2,7.0,0.0174309,,1,,0.07,0.26,0.25,,1.0,,2.0,,1.0,1.0,2.0,1.0,0.0329,0.2117,0.26,,4.0,,,,4.0,3.0,,,True,1.0,1.0,,,,,,,,,,,,,,
14572659,home,Red Bull Salzburg,Soumaïla Diabaté,diabate-soumaila,S. Diabate,M,5,168,600,M,1468564,EUR,1101081600,M,5,5,False,36.0,32.0,,,0.0,14.0,14.0,18.0,22.0,1.0,6.0,,,90.0,58.0,7.2,6.0,0.0288707,,2,,0.29,0.2,0.17,,,1.0,2.0,,,3.0,2.0,1.0,0.1123,,-0.3,,6.0,,1.0,1.0,5.0,3.0,,2.0,,,,,,,,,,,,,,,,,
14572659,home,Red Bull Salzburg,Moussa Kounfolo Yeo,moussa-kounfolo-yeo,M. K. Yeo,M,49,173,776,M,1397180,EUR,1086048000,M,49,49,False,21.0,13.0,,,0.0,3.0,5.0,10.0,16.0,1.0,3.0,,,65.0,35.0,6.8,13.0,0.259884,,0,,0.26,0.04,0.13,,,,6.0,,,1.0,2.0,1.0,,,,,4.0,2.0,2.0,1.0,3.0,1.0,,,,2.0,2.0,Moussa Kounfolo Yeo,,1.0,1.0,,,,,,,,,,
14572659,home,Red Bull Salzburg,Kerim Alajbegović,kerim-alajbegovic,K. Alajbegović,F,27,185,4467,M,1425366,EUR,1190332800,M,27,27,False,20.0,14.0,2.0,,0.0,3.0,5.0,11.0,15.0,2.0,2.0,,,65.0,35.0,7.2,6.0,0.014555,,5,,-0.12,0.46,0.15,,1.0,,2.0,3.0,,,,1.0,0.162,,-0.35,,7.0,1.0,5.0,5.0,1.0,,,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,
14572659,home,Red Bull Salzburg,Petar Ratkov,petar-ratkov,P. Ratkov,F,20,193,1814,M,1101942,EUR,1061164800,F,21,21,False,10.0,8.0,1.0,1.0,0.0,2.0,2.0,6.0,8.0,,,,,65.0,24.0,6.6,6.0,0.080381,,1,,-0.13,-0.65,0.13,,,1.0,4.0,,1.0,,2.0,1.0,0.2098,,-0.11,1.0,6.0,,4.0,2.0,1.0,,,,,,2.0,Petar,Ratkov,,,,2.0,1.0,,,,,,,
