match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,player_firstName,stat_totalOffside,player_lastName,captain,stat_errorLeadToAShot
13473418,home,Flamengo,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195,10864,M,AgustinRossi,1140986,EUR,808963200,G,1,1,False,45.0,39.0,16.0,11.0,0.0,35.0,39.0,4.0,6.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,90.0,51.0,7.6,6.0,0.21625,0,0.4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473418,home,Flamengo,Wesley,wesley-franca,Wesley,D,43,178,26920,M,WesleyFranca03,1134200,EUR,1062806400,D,43,43,False,41.0,39.0,3.0,2.0,0.0,18.0,18.0,21.0,23.0,2.0,5.0,,,,,,90.0,78.0,7.6,13.0,0.028417,0,,6.0,2.0,1.0,6.0,12.0,5.0,2.0,2.0,4.0,3.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,
13473418,home,Flamengo,Léo Ortiz,leo-ortiz,L. Ortiz,D,3,185,10970,M,leortiz33,869643,EUR,820627200,D,3,3,False,69.0,62.0,13.0,10.0,0.0,41.0,41.0,21.0,28.0,3.0,4.0,,,,,,88.0,80.0,7.5,9.0,0.0113465,1,,,1.0,6.0,3.0,8.0,,,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,0.1318,,,,,,,,,,,,,
13473418,home,Flamengo,Léo Pereira,leo-pereira,L. Pereira,D,4,189,8450,M,leopereira4,358548,EUR,823046400,D,4,4,False,92.0,87.0,11.0,8.0,0.0,67.0,68.0,20.0,24.0,4.0,3.0,,,,,,90.0,101.0,7.3,5.0,0.00797438,0,,,2.0,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
13473418,home,Flamengo,Alex Sandro,alex-sandro,A. Sandro,D,26,181,13338,M,alxsndro12,84854,EUR,664848000,D,26,26,False,66.0,61.0,5.0,4.0,0.0,32.0,33.0,29.0,33.0,,6.0,,,,,,90.0,82.0,7.3,8.0,0.0955993,1,,1.0,,,3.0,2.0,2.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,,0.022,1.0,,,,,,,,,,,,
13473418,home,Flamengo,Luiz Araújo,luiz-araujo,L. Araújo,M,7,175,16511,M,l_araujo11ofi,840451,EUR,833673600,M,7,7,False,25.0,18.0,2.0,1.0,0.0,3.0,4.0,15.0,21.0,1.0,3.0,,,,,,90.0,48.0,7.5,17.0,0.172295,3,,11.0,2.0,2.0,7.0,2.0,1.0,,1.0,,,1.0,,3.0,,1.0,,0.1062,4.0,1.0,1.0,1.0,1.0,0.1504,4.0,,,,,,
13473418,home,Flamengo,Evertton Araujo,evertton,E. Araujo,M,52,185,4689,M,,1145106,EUR,1046390400,M,52,52,False,39.0,33.0,2.0,1.0,0.0,19.0,20.0,14.0,19.0,1.0,6.0,,,,,,90.0,56.0,7.0,9.0,0.0154907,2,,,1.0,2.0,1.0,8.0,1.0,1.0,,2.0,2.0,3.0,3.0,,,,,0.1279,,,,2.0,,0.5263,,1.0,,,,,
13473418,home,Flamengo,Nicolás de la Cruz,nicolas-de-la-cruz,N. de la Cruz,M,18,167,16989,M,nicodelacruz10,877513,EUR,865123200,M,18,18,False,40.0,36.0,4.0,3.0,0.0,12.0,13.0,24.0,27.0,,3.0,,,,,,65.0,48.0,7.2,8.0,0.169773,0,,1.0,,3.0,2.0,7.0,,,,,,2.0,4.0,1.0,,,,,,1.0,,,,,1.0,,,,,,
13473418,home,Flamengo,Everton,everton,Everton,M,11,174,12386,M,Evertons,386198,EUR,827452800,M,11,11,False,21.0,14.0,,,0.0,2.0,4.0,12.0,17.0,,1.0,,,,,,87.0,39.0,6.2,15.0,0.0171807,3,,2.0,1.0,1.0,9.0,2.0,4.0,1.0,1.0,,,1.0,,1.0,2.0,1.0,,0.1239,,2.0,,,2.0,,,,Everton,1.0,,,
13473418,home,Flamengo,Pedro,pedro,Pedro,F,9,186,57455,M,pedroguilherme,840219,EUR,866764800,F,9,9,False,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,,,60.0,13.0,6.7,1.0,0.00590235,2,,,3.0,,3.0,3.0,,,1.0,,,1.0,3.0,,,,,0.0909,,,,,2.0,,,,,1.0,,,
