match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_aerialWon,stat_outfielderBlock,stat_ownGoals,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_goalAssist,stat_goals,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_punches,stat_bigChanceCreated,stat_penaltyWon,player_sofascoreId
10438032,home,Famalicão,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,31,31,False,30.0,20.0,20.0,10.0,14.0,14.0,6.0,16.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,47.0,6.5,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438032,home,Famalicão,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184,376,M,1004278,EUR,999993600,D,6,6,False,14.0,12.0,1.0,1.0,6.0,7.0,6.0,10.0,1.0,1.0,,,,,,,45.0,30.0,6.5,7.0,2,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10438032,home,Famalicão,Riccieli,,,riccieli,Riccieli,D,5,184,208,M,927166,EUR,905990400,D,15,15,False,29.0,24.0,3.0,1.0,18.0,21.0,6.0,8.0,5.0,1.0,,,,,,,90.0,43.0,5.9,5.0,0,,1.0,5.0,5.0,1.0,,,,1.0,1.0,,True,3.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,
10438032,home,Famalicão,Otávio,,,otavio,Otávio,D,6,188,1431,M,1069159,EUR,1019347200,D,13,13,False,40.0,34.0,8.0,4.0,28.0,32.0,6.0,8.0,3.0,6.0,,,,,,,90.0,52.0,7.1,6.0,3,,1.0,2.0,7.0,1.0,,,1.0,2.0,2.0,,,4.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
10438032,home,Famalicão,Francisco Moura,,,francisco-moura,F. Moura,D,74,181,1191,M,985138,EUR,934761600,D,74,74,False,33.0,26.0,3.0,1.0,18.0,22.0,10.0,15.0,4.0,5.0,,,,,,,87.0,53.0,6.9,12.0,0,4.0,4.0,6.0,1.0,2.0,1.0,1.0,,,,1.0,,,2.0,,,,,,,1.0,3.0,2.0,,,,,,,,,
10438032,home,Famalicão,Zaydou Youssouf,,,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,False,44.0,36.0,14.0,10.0,21.0,25.0,15.0,19.0,4.0,6.0,,,,,,,90.0,67.0,7.4,11.0,3,,1.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,1.0,2.0,1.0,1.0,4.0,1.0,,1.0,,,,,,,,
10438032,home,Famalicão,Santiago Colombatto,,,santiago-colombatto,S. Colombatto,M,11,180,597,M,822379,EUR,853459200,M,97,97,False,39.0,36.0,5.0,3.0,19.0,19.0,21.0,27.0,1.0,5.0,,,,,,,83.0,51.0,7.4,7.0,1,7.0,,5.0,2.0,2.0,,,1.0,,,1.0,,,,,,2.0,3.0,,,,5.0,4.0,,1.0,,,,,,,
10438032,home,Famalicão,Pablo Felipe,Pablo Felipe Pereira de Jesus,,pablo-felipe,P. Felipe,F,19,184,2627,M,1101174,EUR,1073001600,M,77,77,False,19.0,18.0,2.0,2.0,4.0,5.0,14.0,14.0,,2.0,,,,,,,62.0,29.0,7.8,2.0,2,,,3.0,7.0,2.0,4.0,4.0,1.0,,,1.0,,1.0,,,,2.0,1.0,1.0,,,,,,,1.0,,,,,,
10438032,home,Famalicão,Ivo Rodrigues,,,ivo-rodrigues,I. Rodrigues,M,7,182,202,M,190171,EUR,796521600,M,7,7,False,47.0,34.0,5.0,2.0,15.0,18.0,20.0,37.0,1.0,8.0,,,,,,,90.0,78.0,7.1,24.0,3,8.0,,6.0,11.0,2.0,3.0,2.0,,3.0,3.0,1.0,,1.0,,,,5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,
10438032,home,Famalicão,Iván Jaime,,,ivan-jaime,I. Jaime,M,11,180,1015,M,951986,EUR,969926400,M,10,10,False,32.0,24.0,3.0,1.0,11.0,11.0,13.0,27.0,,7.0,,,,,,,87.0,62.0,7.3,21.0,3,6.0,,4.0,10.0,,7.0,6.0,1.0,2.0,1.0,3.0,,,,,,2.0,1.0,1.0,1.0,,,,2.0,,,,,,,,
10438032,home,Famalicão,Jhonder Cádiz,,,jhonder-cadiz,J. Cádiz,F,99,191,1954,M,332257,EUR,806976000,F,29,29,False,14.0,11.0,,,5.0,5.0,6.0,9.0,1.0,1.0,,,,,,,90.0,29.0,6.6,10.0,2,,6.0,12.0,5.0,1.0,1.0,,,1.0,1.0,4.0,,3.0,,,,1.0,3.0,2.0,,1.0,2.0,,2.0,,,,,,,,
10438032,home,Famalicão,Martín Aguirregabiria,,,martin-aguirregabiria,M. Aguirregabiria,D,20,178,74,M,868262,EUR,831686400,D,32,32,True,17.0,14.0,4.0,2.0,7.0,9.0,7.0,11.0,,4.0,,,,,,,45.0,25.0,6.3,8.0,0,3.0,,1.0,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
10438032,home,Famalicão,Alexandru Dobre,,,mihai-alexandru-dobre,A. Dobre,F,29,185,768,M,897623,EUR,904435200,F,23,23,True,8.0,7.0,,,2.0,2.0,5.0,6.0,,1.0,,,,,,,28.0,15.0,6.0,6.0,1,,,3.0,,1.0,1.0,,1.0,,,4.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,
10438032,home,Famalicão,Deni Júnior,,,deni-junior,D. Júnior,F,7,187,106,M,331855,EUR,806025600,F,70,70,True,,,,,,,,,,,,,,,,,14.0,2.0,6.6,,1,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10438032,home,Famalicão,Rúben Lima,,,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,5,5,True,1.0,1.0,,,1.0,1.0,,2.0,1.0,,,,,,,,10.0,7.0,6.4,5.0,0,2.0,,1.0,2.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
10438032,home,Famalicão,Leandro Sanca,,,sanca-leandro,L. Sanca,M,11,184,101,M,1141665,EUR,946944000,F,9,9,True,1.0,1.0,,,,,1.0,1.0,,,,,,,,,10.0,2.0,6.4,1.0,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10438032,home,Famalicão,Ivan Zlobin,,,ivan-zlobin,I. Zlobin,G,1,191,247,M,788203,EUR,857692800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438032,home,Famalicão,Enea Mihaj,,,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438032,home,Famalicão,André Simões,,,andre-simoes,A. Simões,M,16,177,73,M,169945,EUR,629769600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438032,home,Famalicão,David Tavares,,,david-tavares,D. Tavares,M,8,180,264,M,878494,EUR,921801600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438032,away,Chaves,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195,133,M,861003,EUR,596073600,G,1,1,False,23.0,14.0,17.0,8.0,10.0,11.0,4.0,12.0,3.0,14.0,1.0,3.0,,6.0,,,90.0,45.0,7.2,9.0,0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,,,
10438032,away,Chaves,Nélson Monte,,,nelson-monte,N. Monte,D,4,187,67,M,831014,EUR,807062400,D,3,3,False,44.0,31.0,6.0,1.0,18.0,21.0,13.0,24.0,2.0,4.0,,,,,,,90.0,60.0,6.6,16.0,1,1.0,2.0,3.0,3.0,1.0,,,,1.0,1.0,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,
10438032,away,Chaves,Carlos Ponck,,,carlos-ponck,C. Ponck,D,26,183,62,M,584116,EUR,789955200,D,26,26,False,56.0,51.0,,,43.0,46.0,8.0,10.0,7.0,3.0,,,,,,,90.0,74.0,7.2,5.0,2,,2.0,3.0,7.0,,,,,2.0,2.0,,,4.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,
10438032,away,Chaves,João Queirós,,,joao-queiros,J. Queirós,D,4,190,59,M,869032,EUR,893203200,D,44,44,False,31.0,30.0,1.0,1.0,16.0,17.0,14.0,14.0,3.0,1.0,,,,,,,65.0,38.0,6.9,1.0,0,,3.0,5.0,1.0,1.0,,,,,,,,1.0,4.0,,,,1.0,,,,,,,,,,,,,,
10438032,away,Chaves,Bruno Langa,,,bruno-langa,B. Langa,D,24,178,2435,M,987490,EUR,878256000,D,5,5,False,37.0,28.0,5.0,,16.0,18.0,13.0,23.0,,8.0,,,,,,,90.0,62.0,7.8,14.0,0,4.0,,,9.0,,3.0,3.0,,2.0,2.0,1.0,,,,,,4.0,,,,1.0,2.0,1.0,,,,,,,1.0,1.0,
10438032,away,Chaves,João Mendes,,,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,8,8,False,40.0,32.0,6.0,3.0,11.0,11.0,21.0,29.0,1.0,5.0,,,,,,,79.0,55.0,6.6,10.0,0,,,4.0,5.0,3.0,2.0,2.0,,,,2.0,,,,,,3.0,1.0,,,,1.0,,,,,,,,,,
