match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_goals
14064472,home,Stade Brestois,Grégoire Coudert,,,gregoire-coudert,G. Coudert,G,30,190,94,M,891508,EUR,923097600,G,30,30,False,34.0,22.0,17.0,5.0,0.0,21.0,21.0,1.0,13.0,1.0,10.0,1.0,3.0,3.0,90.0,42.0,6.4,12.0,0.00257237,69.168823373389,10.0,52.08,10.29,0.3308,0,-0.8777,0.04,0.01,-0.17,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064472,home,Stade Brestois,Kenny Lala,,,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,77,77,False,51.0,36.0,13.0,6.0,0.0,18.0,19.0,18.0,32.0,7.0,5.0,2.0,,,90.0,72.0,6.9,21.0,0.175111,206.51383483107,24.0,126.0,12.6,,2,,0.32,0.14,-0.37,,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.053,20.499502652504,1.0,1.0,-0.14,,,,,,,,,,,,,,,,,,,,
14064472,home,Stade Brestois,Brendan Chardonnet,,,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,50.0,45.0,7.0,4.0,0.0,29.0,29.0,16.0,21.0,10.0,2.0,3.0,,,90.0,67.0,7.1,6.0,0.126276,80.167642094391,12.0,19.845,11.55,,0,,-0.02,0.02,-0.14,,1.0,,7.0,1.0,,,,,2.0,,,,,,1.0,,True,1.0,6.0,1.0,2.0,,,,,,,,,,,,,,,
14064472,home,Stade Brestois,Soumaila Coulibaly,,,soumaila-coulibaly,S. Coulibaly,D,44,190,1100,M,1001858,EUR,1066089600,D,44,44,False,65.0,59.0,5.0,3.0,0.0,39.0,40.0,20.0,25.0,2.0,5.0,,,,90.0,79.0,6.2,7.0,0.00790133,194.47534407091,23.0,130.725,19.32,,0,,0.19,0.11,-0.24,,,,,7.0,,1.0,1.0,,1.0,1.0,4.0,,22.139596744295,1.0,,,,3.0,4.0,,2.0,1.0,,,,,,,,,,,,,,
14064472,home,Stade Brestois,Daouda Guindo,,,daouda-guindo,D. Guindo,D,27,183,703,M,1135887,EUR,1034553600,D,27,27,False,57.0,47.0,2.0,1.0,0.0,22.0,25.0,25.0,32.0,5.0,4.0,1.0,,,90.0,82.0,6.3,18.0,0.024266,184.92933835474,25.0,118.44,20.79,,2,,0.02,0.19,-0.34,,7.0,1.0,1.0,3.0,,1.0,1.0,1.0,2.0,1.0,2.0,0.0364,55.552314478512,3.0,,0.0,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
14064472,home,Stade Brestois,Joris Chotard,,,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,61.0,48.0,11.0,4.0,0.0,14.0,14.0,34.0,47.0,3.0,8.0,1.0,,,90.0,79.0,6.9,16.0,0.0662524,159.01297815975,19.0,66.465,15.54,,2,,0.26,0.18,-0.04,,3.0,1.0,1.0,1.0,,,,,1.0,1.0,,0.1185,,,1.0,-0.29,,,5.0,,1.0,,1.0,1.0,1.0,0.1051,,,,,,,,,,
14064472,home,Stade Brestois,Hugo Magnetti,,,hugo-magnetti,H. Magnetti,M,8,173,194,M,861324,EUR,896486400,M,8,8,False,47.0,38.0,2.0,,0.0,15.0,17.0,23.0,30.0,6.0,4.0,3.0,,,73.0,62.0,6.7,11.0,0.0337213,129.33339431403,16.0,59.43,15.54,,0,,0.03,-0.05,-0.16,,2.0,1.0,,1.0,,,,,3.0,2.0,1.0,,15.664622050978,1.0,1.0,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,
14064472,home,Stade Brestois,Lucas Tousart,,,tousart-lucas,L. Tousart,M,24,185,452,M,787889,EUR,862272000,M,24,24,False,8.0,6.0,1.0,,0.0,5.0,6.0,1.0,2.0,4.0,5.0,,,,45.0,20.0,6.5,6.0,0.00166798,5.5769027246313,1.0,-4.83,-4.83,,1,,0.06,0.01,-0.06,,,,3.0,2.0,,,,1.0,1.0,,1.0,0.1104,,,,-0.26,,1.0,2.0,,1.0,4.0,,,,,,,,,,,,,,
14064472,home,Stade Brestois,Kamory Doumbia,Kamory Doumbia,,kamory-doumbia,K. Doumbia,M,23,170,5674,M,1156353,EUR,1045526400,M,23,23,False,51.0,42.0,4.0,4.0,0.0,14.0,16.0,28.0,35.0,4.0,7.0,1.0,,,90.0,60.0,6.7,12.0,0.123651,187.89619314999,22.0,47.145,16.065,,1,,0.19,0.24,-0.19,,1.0,,,6.0,1.0,,,,3.0,1.0,2.0,0.1622,21.549805103527,1.0,2.0,0.02,,3.0,,,,2.0,,,1.0,,,kamory_doumbia03,1.0,1.0,,,,,,
14064472,home,Stade Brestois,Ludovic Ajorque,,,ludovic-ajorque,L. Ajorque,F,19,196,1367,M,343971,EUR,762134400,F,19,19,False,19.0,11.0,2.0,1.0,0.0,3.0,5.0,8.0,14.0,4.0,1.0,2.0,,,90.0,28.0,5.9,11.0,0.0373277,31.476936919896,5.0,13.65,3.57,,1,,-0.48,0.2,-0.08,,,,2.0,8.0,1.0,,,,,,3.0,0.0332,7.1439655654265,1.0,1.0,0.0,,4.0,1.0,,,3.0,,,1.0,0.0199,,,,,1.0,,,,,
