match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,stat_accurateCross,stat_totalOffside,stat_errorLeadToAShot,player_sofascoreId,stat_ownGoals,stat_goals,stat_bigChanceCreated
14035890,home,Sint-Truidense VV,Léo Kokubo,,,leo-kokubo,L. Kokubo,G,16,193,966,M,997020,EUR,980208000,G,16,16,False,33.0,17.0,24.0,8.0,0.0,11.0,11.0,6.0,22.0,1.0,1.0,3.0,11.0,1.0,3.0,5.0,3.0,90.0,50.0,6.6,16.0,0.0108337,0.7079,0,0.1865,0.05,0.0,-0.23,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035890,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,22.0,16.0,4.0,1.0,0.0,11.0,14.0,5.0,8.0,1.0,7.0,,3.0,,,,,54.0,44.0,6.1,13.0,0.00301898,,0,,0.04,0.11,-0.07,,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
14035890,home,Sint-Truidense VV,Shogo Taniguchi,Shogo,Taniguchi,shogo-taniguchi,S. Taniguchi,D,5,182,732,M,386958,EUR,679536000,D,5,5,False,33.0,29.0,3.0,2.0,0.0,23.0,25.0,6.0,8.0,6.0,10.0,10.0,5.0,,,,,90.0,51.0,7.3,5.0,0.00505333,,1,,0.14,0.33,0.2,,,2.0,2.0,,,,4.0,2.0,,,,True,1.0,0.0126,-0.08,,,,,,,,,,,,,,,
14035890,home,Sint-Truidense VV,Visar Musliu,Visar,Musliu,visar-musliu,V. Musliu,D,26,186,207,M,134231,EUR,784684800,D,26,26,False,30.0,21.0,5.0,5.0,0.0,14.0,20.0,7.0,10.0,7.0,8.0,6.0,5.0,,,,,90.0,46.0,7.1,10.0,0.0171767,,2,,0.06,0.06,-0.02,,,2.0,4.0,,,,,,,1.0,1.0,,,0.0924,-0.31,1.0,1.0,1.0,1.0,3.0,0.1025,1.0,,,,,,,,
14035890,home,Sint-Truidense VV,Taiga Hata,,,taiga-hata,T. Hata,M,3,175,259,M,1002356,EUR,1011484800,D,3,3,False,28.0,15.0,5.0,,0.0,10.0,15.0,5.0,13.0,2.0,6.0,2.0,3.0,,,,,90.0,51.0,6.2,19.0,0.022504,,0,,-0.09,0.03,-0.28,,2.0,2.0,4.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14035890,home,Sint-Truidense VV,Rihito Yamamoto,,,rihito-yamamoto,R. Yamamoto,M,6,179,455,M,1030211,EUR,1008115200,M,6,6,False,29.0,23.0,,,0.0,15.0,15.0,8.0,14.0,,8.0,2.0,6.0,,,,,90.0,52.0,7.2,9.0,0.183411,,3,,0.22,0.15,-0.05,,,,2.0,,1.0,1.0,4.0,2.0,2.0,3.0,2.0,,2.0,0.5462,0.08,1.0,,1.0,,2.0,0.3475,2.0,1.0,,,,,,,
14035890,home,Sint-Truidense VV,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186,79,M,846330,EUR,896140800,M,8,8,False,32.0,26.0,1.0,,0.0,12.0,13.0,14.0,19.0,,10.0,1.0,2.0,,,,,90.0,54.0,7.1,11.0,0.0589076,,1,,0.17,0.16,-0.05,,,2.0,4.0,,2.0,2.0,6.0,4.0,4.0,2.0,1.0,,,0.032,-0.05,1.0,1.0,,,,,,,,,,,,,
14035890,home,Sint-Truidense VV,Robert-Jan Vanwesemael,,,vanwesemael-robert-jan,R. Vanwesemael,M,60,175,67,M,1047164,EUR,1017100800,M,60,60,False,25.0,17.0,4.0,1.0,0.0,6.0,10.0,11.0,15.0,,6.0,2.0,5.0,,,,,90.0,50.0,6.6,14.0,0.0850165,,3,,0.2,0.33,-0.08,,3.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,2.0,0.2803,-0.6,3.0,1.0,,,1.0,,2.0,,1.0,,,,,,
14035890,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174,672,M,831697,EUR,886723200,M,13,13,False,35.0,29.0,2.0,1.0,0.0,12.0,12.0,17.0,23.0,,3.0,,5.0,,,,,90.0,49.0,7.3,12.0,0.342342,,1,,0.54,0.33,-0.03,,6.0,,1.0,,1.0,1.0,2.0,,1.0,,,,1.0,0.0746,-0.16,1.0,,,,1.0,,5.0,,2.0,,,,,,
14035890,home,Sint-Truidense VV,Ilias Sebaoui,Ilias Sebaoui,,ilias-sebaoui,I. Sebaoui,M,10,180,683,M,1154586,EUR,1002153600,M,10,10,False,7.0,5.0,,,0.0,1.0,1.0,4.0,6.0,1.0,6.0,2.0,4.0,,,,,64.0,26.0,6.8,10.0,0.184371,,2,,0.25,0.08,-0.07,,1.0,1.0,9.0,1.0,4.0,2.0,2.0,,3.0,1.0,4.0,,1.0,0.3679,-0.33,2.0,,1.0,,,0.1812,,,,,,,,,
